G3E_FID,LOCALIZACI,SUBESTACIO,CIRCUITO,TIPO_RED,TENSION,CAPACIDAD_,FASES,TRANSF_CODE,NODO_TRANS,MUNICIPIO,LATITUDE,LONGITUDE,FECHA_COLO,FECHA_MODI,CLASIFICAC,NODO1_ID,NODO2_ID,NODO_TRAN1,SUBESTACI1,CIRCUITO_C,TENSION_CO,FASES_CONN,NUMERO_FAS,MUNICIPIO_CODE,SUBREGION
7014026,AEREO,APARTADO,401-13,PRIMARIA,7.621,25.0,R,672021,426781,APARTADÃ,7.894760000000001,-76.63526,2008-01-23,2020-04-01,URBANO,57383927,57482874,426781,APARTADO,401-13,7.621,R,1F,5045,APARTADO
7016256,AEREO,CAREPA,412-14,PRIMARIA,7.621,37.5,T,246023,452052,CAREPA,7.7568399999999995,-76.64286,2008-01-23,2020-04-01,URBANO,53146548,57155587,452052,CAREPA,412-14,7.621,T,1F,5147,APARTADO
7016257,AEREO,CAREPA,412-14,PRIMARIA,7.621,25.0,S,452438,452438,CAREPA,7.753889999999999,-76.64115,2008-01-23,2020-04-01,RURAL,57949564,57155597,452438,CAREPA,412-14,7.621,S,1F,5147,APARTADO
7016258,AEREO,CAREPA,412-14,PRIMARIA,7.621,10.0,S,100808,452429,CAREPA,7.75242,-76.63288,2008-01-23,2020-04-01,RURAL,57953946,57155620,452429,CAREPA,412-14,7.621,S,1F,5147,APARTADO
7016259,AEREO,CAREPA,412-12,PRIMARIA,7.621,37.5,T,111083,452010,CAREPA,7.75888,-76.65629,2008-01-23,2020-04-01,URBANO,53146422,57395706,452010,CAREPA,412-12,7.621,T,1F,5147,APARTADO
7016715,AEREO,APARTADO,401-12,PRIMARIA,7.621,25.0,T,426737,426737,APARTADÃ,7.883439999999999,-76.62461,2008-01-23,2020-04-01,URBANO,47632952,57155733,426737,APARTADO,401-12,7.621,T,1F,5045,APARTADO
7016767,AEREO,APARTADO,401-12,PRIMARIA,7.621,37.5,R,426265,426265,APARTADÃ,7.8883600000000005,-76.62694,2008-01-23,2020-04-01,URBANO,53150533,57156200,426265,APARTADO,401-12,7.621,R,1F,5045,APARTADO
7016768,AEREO,APARTADO,401-12,PRIMARIA,7.621,75.0,T,426262,426262,APARTADÃ,7.88802,-76.626,2008-01-23,2020-04-01,URBANO,47632935,57156198,426262,APARTADO,401-12,7.621,T,1F,5045,APARTADO
7016769,AEREO,APARTADO,401-12,PRIMARIA,7.621,25.0,T,426261,426261,APARTADÃ,7.887589999999999,-76.62606,2008-01-23,2018-10-02,URBANO,47632933,57156192,426261,APARTADO,401-12,7.621,T,1F,5045,APARTADO
7016770,AEREO,APARTADO,401-15,PRIMARIA,13.2,45.0,STR,426696,426696,APARTADÃ,7.88409,-76.63204,2008-01-23,2018-10-03,URBANO,57267742,0,426696,APARTADO,401-15,13.2,STR,3F,5045,APARTADO
7016771,AEREO,APARTADO,401-12,PRIMARIA,7.621,37.5,R,426263,426263,APARTADÃ,7.8876800000000005,-76.62675,2008-01-23,2020-04-01,URBANO,47632923,57156189,426263,APARTADO,401-12,7.621,R,1F,5045,APARTADO
7016772,AEREO,APARTADO,401-12,PRIMARIA,7.621,25.0,S,426207,497018,APARTADÃ,7.8860399999999995,-76.62635999999999,2008-01-23,2020-04-01,URBANO,47632926,57501350,497018,APARTADO,401-12,7.621,S,1F,5045,APARTADO
7016773,AEREO,APARTADO,401-12,PRIMARIA,7.621,50.0,T,426225,426225,APARTADÃ,7.883610000000001,-76.62495,2008-01-23,2018-10-03,URBANO,47632948,57406650,426225,APARTADO,401-12,7.621,T,1F,5045,APARTADO
7016774,AEREO,APARTADO,401-12,PRIMARIA,7.621,50.0,S,426252,426252,APARTADÃ,7.8861300000000005,-76.62767,2008-01-23,2020-04-01,URBANO,47632914,57407690,426252,APARTADO,401-12,7.621,S,1F,5045,APARTADO
7016775,AEREO,APARTADO,401-12,PRIMARIA,7.621,15.0,S,426253,426253,APARTADÃ,7.88612,-76.6282,2008-01-23,2020-04-01,URBANO,53156354,57156171,426253,APARTADO,401-12,7.621,S,1F,5045,APARTADO
7016776,AEREO,APARTADO,401-12,PRIMARIA,7.621,50.0,T,426633,426247,APARTADÃ,7.88524,-76.62656,2008-01-23,2020-04-01,URBANO,47632924,57409575,426247,APARTADO,401-12,7.621,T,1F,5045,APARTADO
7016777,AEREO,APARTADO,401-12,PRIMARIA,7.621,25.0,T,426248,426248,APARTADÃ,7.8849100000000005,-76.62679,2008-01-23,2018-10-04,URBANO,53156366,57409456,426248,APARTADO,401-12,7.621,T,1F,5045,APARTADO
7016778,AEREO,APARTADO,401-12,PRIMARIA,7.621,50.0,T,426249,426249,APARTADÃ,7.885210000000001,-76.62733,2008-01-23,2020-04-01,URBANO,53156362,57156142,426249,APARTADO,401-12,7.621,T,1F,5045,APARTADO
7016779,AEREO,APARTADO,401-12,PRIMARIA,7.621,50.0,S,426229,426229,APARTADÃ,7.88512,-76.62471,2008-01-23,2020-04-01,URBANO,53150518,57423489,426229,APARTADO,401-12,7.621,S,1F,5045,APARTADO
7016780,AEREO,APARTADO,401-12,PRIMARIA,7.621,37.5,T,426204,426204,APARTADÃ,7.884110000000001,-76.62235,2008-01-23,2020-03-06,URBANO,57946826,57406680,426204,APARTADO,401-12,7.621,T,1F,5045,APARTADO
7016781,AEREO,APARTADO,401-12,PRIMARIA,7.621,50.0,S,426193,426193,APARTADÃ,7.881880000000001,-76.61875,2008-01-23,2018-10-03,URBANO,53150488,57410839,426193,APARTADO,401-12,7.621,S,1F,5045,APARTADO
7016782,AEREO,APARTADO,401-12,PRIMARIA,7.621,75.0,T,109502,426631,APARTADÃ,7.881530000000001,-76.61712,2008-01-23,2020-04-01,URBANO,53150480,57409701,426631,APARTADO,401-12,7.621,T,1F,5045,APARTADO
7016783,AEREO,APARTADO,401-12,PRIMARIA,7.621,75.0,S,28404,426188,APARTADÃ,7.8854,-76.61961,2008-01-23,2020-04-01,URBANO,57379590,57471903,426188,APARTADO,401-12,7.621,S,1F,5045,APARTADO
7016784,AEREO,APARTADO,401-12,PRIMARIA,7.621,75.0,S,426196,426196,APARTADÃ,7.885039999999999,-76.61893,2008-01-23,2019-02-26,URBANO,53150505,57471974,426196,APARTADO,401-12,7.621,S,1F,5045,APARTADO
7016785,AEREO,APARTADO,401-16,PRIMARIA,7.621,37.5,T,64185,426172,APARTADÃ,7.880610000000001,-76.64766,2008-01-23,2020-04-01,URBANO,57476136,57476139,426172,APARTADO,401-16,7.621,T,1F,5045,APARTADO
7016786,AEREO,APARTADO,401-12,PRIMARIA,7.621,50.0,R,426212,426212,APARTADÃ,7.8860600000000005,-76.62268,2008-01-23,2018-10-03,URBANO,47632963,57471839,426212,APARTADO,401-12,7.621,R,1F,5045,APARTADO
7016787,AEREO,APARTADO,401-12,PRIMARIA,7.621,50.0,R,426756,426756,APARTADÃ,7.88692,-76.62235,2008-01-23,2018-10-03,URBANO,53150516,57472402,426756,APARTADO,401-12,7.621,R,1F,5045,APARTADO
7016788,AEREO,APARTADO,401-12,PRIMARIA,7.621,75.0,R,426616,426616,APARTADÃ,7.8861300000000005,-76.62066,2008-01-23,2020-04-01,URBANO,53150513,57472634,426616,APARTADO,401-12,7.621,R,1F,5045,APARTADO
7016789,AEREO,APARTADO,401-12,PRIMARIA,7.621,75.0,R,426211,426211,APARTADÃ,7.8858,-76.62065,2008-01-23,2020-04-01,URBANO,47632974,57471692,426211,APARTADO,401-12,7.621,R,1F,5045,APARTADO
7016790,AEREO,APARTADO,401-12,PRIMARIA,7.621,50.0,S,426755,426755,APARTADÃ,7.8839999999999995,-76.6194,2008-01-23,2019-07-11,URBANO,47632991,57155333,426755,APARTADO,401-12,7.621,S,1F,5045,APARTADO
7016791,AEREO,APARTADO,401-12,PRIMARIA,7.621,50.0,S,42412,426754,APARTADÃ,7.88386,-76.61903000000001,2008-01-23,2020-04-01,URBANO,47632995,57155343,426754,APARTADO,401-12,7.621,S,1F,5045,APARTADO
7016792,AEREO,APARTADO,401-12,PRIMARIA,7.621,75.0,S,426161,426161,APARTADÃ,7.88357,-76.61832,2008-01-23,2020-04-01,URBANO,53150504,57155363,426161,APARTADO,401-12,7.621,S,1F,5045,APARTADO
7016793,AEREO,APARTADO,401-12,PRIMARIA,7.621,37.5,T,426745,426745,APARTADÃ,7.87975,-76.61943000000001,2008-01-23,2020-04-01,URBANO,47632992,57155020,426745,APARTADO,401-12,7.621,T,1F,5045,APARTADO
7016794,AEREO,APARTADO,401-12,PRIMARIA,7.621,37.5,T,426746,426746,APARTADÃ,7.878939999999999,-76.61981999999999,2008-01-23,2018-10-04,URBANO,53150494,57155041,426746,APARTADO,401-12,7.621,T,1F,5045,APARTADO
7016795,AEREO,APARTADO,401-12,PRIMARIA,7.621,37.5,T,426739,426739,APARTADÃ,7.8796100000000004,-76.61914,2008-01-23,2018-10-02,URBANO,53150492,57410137,426739,APARTADO,401-12,7.621,T,1F,5045,APARTADO
7016796,AEREO,APARTADO,401-12,PRIMARIA,7.621,37.5,T,426740,426740,APARTADÃ,7.8813,-76.62195,2008-01-23,2020-04-01,URBANO,57196706,57410619,426740,APARTADO,401-12,7.621,T,1F,5045,APARTADO
7016797,AEREO,APARTADO,401-12,PRIMARIA,7.621,50.0,T,426183,426183,APARTADÃ,7.88041,-76.62058,2008-01-23,2018-10-04,URBANO,47632978,57410421,426183,APARTADO,401-12,7.621,T,1F,5045,APARTADO
7016798,AEREO,APARTADO,401-12,PRIMARIA,7.621,25.0,T,426226,426226,APARTADÃ,7.88068,-76.62098,2008-01-23,2018-10-02,URBANO,47632972,57155120,426226,APARTADO,401-12,7.621,T,1F,5045,APARTADO
7016801,AEREO,APARTADO,401-16,PRIMARIA,7.621,15.0,R,426711,426711,APARTADÃ,7.841639999999999,-76.64435,2008-01-23,2019-07-19,RURAL,53151259,0,426711,APARTADO,401-16,7.621,R,1F,5045,APARTADO
7016802,AEREO,APARTADO,401-16,PRIMARIA,7.621,25.0,S,426713,426713,APARTADÃ,7.8395600000000005,-76.64371,2008-01-23,2019-07-19,RURAL,53151260,57523918,426713,APARTADO,401-16,7.621,S,1F,5045,APARTADO
7016803,AEREO,APARTADO,401-16,PRIMARIA,7.621,15.0,R,439187,439187,APARTADÃ,7.83851,-76.64445,2008-01-23,2018-07-11,RURAL,57186102,0,439187,APARTADO,401-16,7.621,R,1F,5045,APARTADO
7016804,AEREO,APARTADO,401-16,PRIMARIA,7.621,10.0,T,84111,426725,APARTADÃ,7.849189999999999,-76.65250999999999,2008-01-23,2019-07-19,RURAL,53151068,57523910,426725,APARTADO,401-16,7.621,T,1F,5045,APARTADO
7016805,AEREO,APARTADO,401-16,PRIMARIA,7.621,10.0,T,260262,431019,APARTADÃ,7.83683,-76.64806,2008-01-23,2020-04-01,RURAL,47636858,0,431019,APARTADO,401-16,7.621,T,1F,5045,APARTADO
7016806,AEREO,APARTADO,401-16,PRIMARIA,13.2,45.0,RST,426796,426796,APARTADÃ,7.837510000000001,-76.64894,2008-01-23,2020-04-01,RURAL,53151262,0,426796,APARTADO,401-16,13.2,RST,3F,5045,APARTADO
7016808,AEREO,APARTADO,401-16,PRIMARIA,7.621,25.0,T,426090,426726,APARTADÃ,7.828689999999999,-76.64749,2008-01-23,2019-11-19,RURAL,51142864,57167469,426726,APARTADO,401-16,7.621,T,1F,5045,APARTADO
7016809,AEREO,APARTADO,401-16,PRIMARIA,7.621,10.0,T,136085,439014,APARTADÃ,7.828880000000001,-76.64929000000001,2008-01-23,2020-04-01,RURAL,47636830,57160890,439014,APARTADO,401-16,7.621,T,1F,5045,APARTADO
7016810,AEREO,APARTADO,401-16,PRIMARIA,13.2,75.0,RS,439148,431040,APARTADÃ,7.83286,-76.65868,2008-01-23,2020-04-01,RURAL,47636789,0,431040,APARTADO,401-16,13.2,RS,2F,5045,APARTADO
7016811,AEREO,APARTADO,401-16,PRIMARIA,13.2,25.0,SR,431070,439015,APARTADÃ,7.834039999999999,-76.66143000000001,2008-01-23,2020-04-01,RURAL,57392458,57578868,439015,APARTADO,401-16,13.2,SR,2F,5045,APARTADO
7016814,AEREO,APARTADO,401-16,PRIMARIA,7.621,25.0,T,439007,439007,APARTADÃ,7.84112,-76.6612,2008-01-23,2020-04-01,RURAL,53162624,0,439007,APARTADO,401-16,7.621,T,1F,5045,APARTADO
7016815,AEREO,APARTADO,401-16,PRIMARIA,13.2,45.0,RST,101877,426792,APARTADÃ,7.854310000000001,-76.66263000000001,2008-01-23,2020-04-01,RURAL,47636772,0,426792,APARTADO,401-16,13.2,RST,3F,5045,APARTADO
7016816,AEREO,APARTADO,401-16,PRIMARIA,7.621,25.0,S,426720,426720,APARTADÃ,7.86442,-76.66969,2008-01-23,2020-04-01,RURAL,47636724,57161280,426720,APARTADO,401-16,7.621,S,1F,5045,APARTADO
7016817,AEREO,APARTADO,401-16,PRIMARIA,7.621,45.0,R,439146,439058,APARTADÃ,7.86539,-76.6704,2008-01-23,2019-07-19,RURAL,47636718,57161284,439058,APARTADO,401-16,7.621,R,1F,5045,APARTADO
7016820,AEREO,APARTADO,401-11,PRIMARIA,7.621,5.0,T,439061,439061,APARTADÃ,7.854419999999999,-76.5914,2008-01-23,2019-11-19,RURAL,57259366,0,439061,APARTADO,401-11,7.621,T,1F,5045,APARTADO
7016821,AEREO,APARTADO,401-16,PRIMARIA,7.621,25.0,R,439010,439010,APARTADÃ,7.86004,-76.67183,2008-01-23,2018-10-04,RURAL,53163396,0,439010,APARTADO,401-16,7.621,R,1F,5045,APARTADO
7016823,AEREO,APARTADO,401-16,PRIMARIA,7.621,25.0,T,79570,431039,APARTADÃ,7.84819,-76.6613,2008-01-23,2020-04-01,RURAL,57291931,0,431039,APARTADO,401-16,7.621,T,1F,5045,APARTADO
7016824,AEREO,APARTADO,401-16,PRIMARIA,13.2,30.0,STR,426795,426795,APARTADÃ,7.855,-76.6963,2008-01-23,2020-04-01,RURAL,53162627,0,426795,APARTADO,401-16,13.2,STR,3F,5045,APARTADO
7016825,AEREO,APARTADO,401-16,PRIMARIA,7.621,37.5,T,30240,439011,APARTADÃ,7.87126,-76.68389,2008-01-23,2020-04-01,RURAL,57392045,0,439011,APARTADO,401-16,7.621,T,1F,5045,APARTADO
7016826,AEREO,APARTADO,401-16,PRIMARIA,7.621,37.5,T,439012,439012,APARTADÃ,7.87241,-76.69564,2008-01-23,2020-04-01,RURAL,53141232,0,439012,APARTADO,401-16,7.621,T,1F,5045,APARTADO
7016827,AEREO,APARTADO,401-16,PRIMARIA,7.621,25.0,T,497005,426601,APARTADÃ,7.867000000000001,-76.66606,2008-01-23,2020-04-01,RURAL,47636750,57474617,426601,APARTADO,401-16,7.621,T,1F,5045,APARTADO
7016828,AEREO,APARTADO,401-16,PRIMARIA,7.621,37.5,T,426602,426602,APARTADÃ,7.86764,-76.6657,2008-01-23,2020-04-01,RURAL,53154228,57474670,426602,APARTADO,401-16,7.621,T,1F,5045,APARTADO
7016829,AEREO,APARTADO,401-16,PRIMARIA,13.2,30.0,RST,67361,426603,APARTADÃ,7.86632,-76.66620999999999,2008-01-23,2020-04-01,RURAL,53154230,57390345,426603,APARTADO,401-16,13.2,RST,3F,5045,APARTADO
7016830,AEREO,APARTADO,401-16,PRIMARIA,7.621,37.5,T,426606,426606,APARTADÃ,7.8662600000000005,-76.66469000000001,2008-01-23,2019-07-19,RURAL,53154231,57161218,426606,APARTADO,401-16,7.621,T,1F,5045,APARTADO
7016831,AEREO,APARTADO,401-16,PRIMARIA,7.621,75.0,S,426608,426608,APARTADÃ,7.8658600000000005,-76.66759,2008-01-23,2020-04-01,RURAL,57982000,57981996,426608,APARTADO,401-16,7.621,S,1F,5045,APARTADO
7016832,AEREO,APARTADO,401-16,PRIMARIA,7.621,50.0,R,426612,426612,APARTADÃ,7.864160000000001,-76.66767,2008-01-23,2020-04-01,RURAL,47636738,57644794,426612,APARTADO,401-16,7.621,R,1F,5045,APARTADO
7016833,AEREO,APARTADO,401-16,PRIMARIA,7.621,75.0,R,94383,426607,APARTADÃ,7.864310000000001,-76.66766,2017-04-27,2020-04-01,RURAL,53154277,57161252,426607,APARTADO,401-16,7.621,R,1F,5045,APARTADO
7016834,AEREO,APARTADO,401-16,PRIMARIA,7.621,50.0,R,426615,426615,APARTADÃ,7.863230000000001,-76.66761,2008-01-23,2019-07-19,RURAL,47636737,57161269,426615,APARTADO,401-16,7.621,R,1F,5045,APARTADO
7016835,AEREO,APARTADO,401-16,PRIMARIA,7.621,37.5,R,426614,426614,APARTADÃ,7.86258,-76.66769000000001,2008-01-23,2020-04-01,RURAL,57361456,57161273,426614,APARTADO,401-16,7.621,R,1F,5045,APARTADO
7016836,AEREO,APARTADO,401-16,PRIMARIA,13.2,75.0,TSR,132158,426710,APARTADÃ,7.83073,-76.64539,2008-01-23,2020-04-01,RURAL,47636910,57645203,426710,APARTADO,401-16,13.2,TSR,3F,5045,APARTADO
7016837,AEREO,APARTADO,401-16,PRIMARIA,13.2,75.0,SRT,439182,439182,APARTADÃ,7.8288199999999994,-76.6458,2008-01-23,2019-11-19,RURAL,53151267,0,439182,APARTADO,401-16,13.2,SRT,3F,5045,APARTADO
7016838,AEREO,APARTADO,401-16,PRIMARIA,7.621,25.0,T,426714,439016,APARTADÃ,7.827039999999999,-76.64792,2008-01-23,2019-11-19,RURAL,47636857,57652029,439016,APARTADO,401-16,7.621,T,1F,5045,APARTADO
7016839,AEREO,APARTADO,401-16,PRIMARIA,7.621,50.0,S,146258,431026,APARTADÃ,7.82561,-76.64699,2008-01-23,2020-04-01,RURAL,47636866,0,431026,APARTADO,401-16,7.621,S,1F,5045,APARTADO
7016840,AEREO,APARTADO,401-16,PRIMARIA,7.621,50.0,T,139491,431041,APARTADÃ,7.82287,-76.64586,2008-01-23,2020-04-01,RURAL,53151284,0,431041,APARTADO,401-16,7.621,T,1F,5045,APARTADO
7016843,AEREO,APARTADO,401-16,PRIMARIA,7.621,15.0,S,439018,439018,APARTADÃ,7.821960000000001,-76.63823000000001,2008-01-23,2019-11-19,RURAL,53151292,0,439018,APARTADO,401-16,7.621,S,1F,5045,APARTADO
7016844,AEREO,APARTADO,401-16,PRIMARIA,13.2,45.0,RTS,439188,439188,APARTADÃ,7.823910000000001,-76.64829,2008-01-23,2020-01-16,RURAL,53151294,0,439188,APARTADO,401-16,13.2,RTS,3F,5045,APARTADO
7016845,AEREO,APARTADO,401-16,PRIMARIA,7.621,37.5,T,426595,426588,APARTADÃ,7.8756,-76.63441,2008-01-23,2020-02-07,URBANO,47637023,0,426588,APARTADO,401-16,7.621,T,1F,5045,APARTADO
7016846,AEREO,APARTADO,401-16,PRIMARIA,7.621,37.5,S,426276,426276,APARTADÃ,7.874789999999999,-76.63586,2008-01-23,2020-05-04,URBANO,47637011,57161174,426276,APARTADO,401-16,7.621,S,1F,5045,APARTADO
7016848,AEREO,APARTADO,401-16,PRIMARIA,7.621,50.0,T,426783,426783,APARTADÃ,7.88057,-76.64695999999999,2008-01-23,2020-04-01,URBANO,47636882,57497838,426783,APARTADO,401-16,7.621,T,1F,5045,APARTADO
7016850,AEREO,APARTADO,401-16,PRIMARIA,7.621,25.0,T,431013,431013,APARTADÃ,7.878480000000001,-76.65768,2008-01-23,2020-04-01,RURAL,57177337,0,431013,APARTADO,401-16,7.621,T,1F,5045,APARTADO
7016851,AEREO,APARTADO,401-16,PRIMARIA,7.621,25.0,R,431037,431037,APARTADÃ,7.88422,-76.64748,2008-01-23,2019-07-11,URBANO,53151030,0,431037,APARTADO,401-16,7.621,R,1F,5045,APARTADO
7016852,AEREO,APARTADO,401-16,PRIMARIA,7.621,37.5,T,426594,426594,APARTADÃ,7.879519999999999,-76.64844000000001,2008-01-23,2020-04-01,URBANO,51142731,57161157,426594,APARTADO,401-16,7.621,T,1F,5045,APARTADO
7016854,AEREO,APARTADO,401-16,PRIMARIA,7.621,75.0,T,126418,426163,APARTADÃ,7.87602,-76.64976,2008-01-23,2020-04-01,URBANO,53151034,57161086,426163,APARTADO,401-16,7.621,T,1F,5045,APARTADO
7016855,AEREO,APARTADO,401-16,PRIMARIA,7.621,15.0,R,426591,426591,APARTADÃ,7.8733,-76.63501,2008-01-23,2018-10-02,URBANO,57386992,57294353,426591,APARTADO,401-16,7.621,R,1F,5045,APARTADO
7016856,AEREO,APARTADO,401-16,PRIMARIA,13.2,37.5,SRT,439162,439162,APARTADÃ,7.8725,-76.63526999999999,2008-01-23,2020-04-01,URBANO,47637016,57476854,439162,APARTADO,401-16,13.2,SRT,3F,5045,APARTADO
7016857,AEREO,APARTADO,401-16,PRIMARIA,7.621,10.0,T,426636,426636,APARTADÃ,7.86992,-76.64219,2008-01-23,2020-04-01,URBANO,47636949,57474541,426636,APARTADO,401-16,7.621,T,1F,5045,APARTADO
7016858,AEREO,APARTADO,401-16,PRIMARIA,7.621,10.0,T,129791,431033,APARTADÃ,7.87086,-76.64828,2008-01-23,2020-04-01,RURAL,53151042,0,431033,APARTADO,401-16,7.621,T,1F,5045,APARTADO
7016859,AEREO,APARTADO,401-16,PRIMARIA,13.2,37.5,RT,439177,439177,APARTADÃ,7.86874,-76.65377,2008-01-23,2020-04-01,RURAL,53151044,0,439177,APARTADO,401-16,13.2,RT,2F,5045,APARTADO
7016860,AEREO,APARTADO,401-16,PRIMARIA,7.621,37.5,R,426703,426703,APARTADÃ,7.86723,-76.63628,2008-01-23,2019-07-19,URBANO,47637003,57476922,426703,APARTADO,401-16,7.621,R,1F,5045,APARTADO
7016861,AEREO,APARTADO,401-16,PRIMARIA,7.621,25.0,T,439001,439001,APARTADÃ,7.86278,-76.6304,2008-01-23,2019-07-19,URBANO,53151047,0,439001,APARTADO,401-16,7.621,T,1F,5045,APARTADO
7016862,AEREO,APARTADO,401-16,PRIMARIA,7.621,15.0,T,50813,426706,APARTADÃ,7.86068,-76.63828000000001,2008-01-23,2020-04-01,URBANO,47636981,57161317,426706,APARTADO,401-16,7.621,T,1F,5045,APARTADO
7016864,AEREO,APARTADO,401-11,PRIMARIA,7.621,37.5,T,426085,426085,APARTADÃ,7.881360000000001,-76.60887,2008-01-23,2018-10-03,URBANO,47632792,0,426085,APARTADO,401-11,7.621,T,1F,5045,APARTADO
7016865,AEREO,APARTADO,401-11,PRIMARIA,7.621,37.5,T,426719,426084,APARTADÃ,7.880510000000001,-76.60903,2008-01-23,2020-04-01,URBANO,47632782,57420747,426084,APARTADO,401-11,7.621,T,1F,5045,APARTADO
7016866,AEREO,APARTADO,401-11,PRIMARIA,7.621,50.0,T,426083,426083,APARTADÃ,7.88048,-76.60947,2008-01-23,2020-04-01,URBANO,53154177,57499889,426083,APARTADO,401-11,7.621,T,1F,5045,APARTADO
7016867,AEREO,APARTADO,401-11,PRIMARIA,7.621,50.0,T,426091,426091,APARTADÃ,7.881360000000001,-76.60955,2008-01-23,2020-04-01,URBANO,47632766,57420845,426091,APARTADO,401-11,7.621,T,1F,5045,APARTADO
7016868,AEREO,APARTADO,401-11,PRIMARIA,7.621,50.0,R,426096,426096,APARTADÃ,7.88161,-76.60982,2008-01-23,2020-04-01,URBANO,57383031,57412487,426096,APARTADO,401-11,7.621,R,1F,5045,APARTADO
7016869,AEREO,APARTADO,401-11,PRIMARIA,7.621,50.0,R,426098,426098,APARTADÃ,7.88028,-76.611,2008-01-23,2020-04-01,URBANO,47632728,57412494,426098,APARTADO,401-11,7.621,R,1F,5045,APARTADO
7016870,AEREO,APARTADO,401-11,PRIMARIA,7.621,50.0,T,426100,426100,APARTADÃ,7.88126,-76.61107,2008-01-23,2018-10-03,URBANO,53154173,57412639,426100,APARTADO,401-11,7.621,T,1F,5045,APARTADO
7016871,AEREO,APARTADO,401-12,PRIMARIA,7.621,50.0,T,426742,426742,APARTADÃ,7.88099,-76.6212,2008-01-23,2018-10-04,URBANO,53150502,57155071,426742,APARTADO,401-12,7.621,T,1F,5045,APARTADO
7016872,AEREO,APARTADO,401-12,PRIMARIA,7.621,75.0,R,28228,426179,APARTADÃ,7.88198,-76.62075,2008-01-23,2020-06-08,URBANO,47632975,57410723,426179,APARTADO,401-12,7.621,R,1F,5045,APARTADO
7016873,AEREO,APARTADO,401-12,PRIMARIA,7.621,25.0,R,426741,426741,APARTADÃ,7.88225,-76.62125,2008-01-23,2020-04-01,URBANO,53150490,57155010,426741,APARTADO,401-12,7.621,R,1F,5045,APARTADO
7016874,AEREO,APARTADO,401-12,PRIMARIA,7.621,37.5,S,426158,426158,APARTADÃ,7.8789,-76.6167,2008-01-23,2018-10-04,URBANO,57377842,57154601,426158,APARTADO,401-12,7.621,S,1F,5045,APARTADO
7016875,AEREO,APARTADO,401-13,PRIMARIA,7.621,25.0,S,426165,426165,APARTADÃ,7.8773,-76.61678,2008-01-23,2019-07-19,URBANO,57374655,57428653,426165,APARTADO,401-13,7.621,S,1F,5045,APARTADO
7016876,AEREO,APARTADO,401-11,PRIMARIA,7.621,50.0,S,134219,426159,APARTADÃ,7.878660000000001,-76.61589000000001,2008-01-23,2020-04-01,URBANO,51141921,57413442,426159,APARTADO,401-11,7.621,S,1F,5045,APARTADO
7016877,AEREO,APARTADO,401-11,PRIMARIA,7.621,37.5,S,426156,426156,APARTADÃ,7.8780600000000005,-76.61607,2008-01-23,2020-04-01,URBANO,53150337,57154680,426156,APARTADO,401-11,7.621,S,1F,5045,APARTADO
7016878,AEREO,APARTADO,401-12,PRIMARIA,7.621,50.0,S,400340,426333,APARTADÃ,7.87776,-76.61777,2008-01-23,2020-02-27,URBANO,53150464,57154865,426333,APARTADO,401-12,7.621,S,1F,5045,APARTADO
7016879,AEREO,APARTADO,401-12,PRIMARIA,7.621,37.5,S,426192,426192,APARTADÃ,7.8781300000000005,-76.61754,2008-01-23,2020-04-01,URBANO,47633007,57406063,426192,APARTADO,401-12,7.621,S,1F,5045,APARTADO
7016880,AEREO,APARTADO,401-12,PRIMARIA,7.621,37.5,S,426184,426184,APARTADÃ,7.87798,-76.61726,2008-01-23,2020-04-01,URBANO,53150467,57154870,426184,APARTADO,401-12,7.621,S,1F,5045,APARTADO
7016881,AEREO,APARTADO,401-12,PRIMARIA,7.621,50.0,S,426748,426748,APARTADÃ,7.87868,-76.61847,2008-01-23,2020-04-01,URBANO,47633001,57154810,426748,APARTADO,401-12,7.621,S,1F,5045,APARTADO
7016882,AEREO,APARTADO,401-12,PRIMARIA,7.621,37.5,S,426747,426747,APARTADÃ,7.879,-76.61906,2008-01-23,2020-04-01,URBANO,53150385,57405762,426747,APARTADO,401-12,7.621,S,1F,5045,APARTADO
7016883,AEREO,APARTADO,401-12,PRIMARIA,7.621,37.5,R,124393,426271,APARTADÃ,7.8796100000000004,-76.61811999999999,2008-01-23,2020-04-01,URBANO,53150341,57406539,426271,APARTADO,401-12,7.621,R,1F,5045,APARTADO
7016884,AEREO,APARTADO,401-12,PRIMARIA,7.621,50.0,R,426750,426750,APARTADÃ,7.880439999999999,-76.61733000000001,2008-01-23,2020-04-01,URBANO,57377808,57406560,426750,APARTADO,401-12,7.621,R,1F,5045,APARTADO
7016885,AEREO,APARTADO,401-11,PRIMARIA,7.621,37.5,T,426102,426102,APARTADÃ,7.88201,-76.61077,2008-01-23,2020-04-01,URBANO,53154170,57412625,426102,APARTADO,401-11,7.621,T,1F,5045,APARTADO
7016886,AEREO,APARTADO,401-11,PRIMARIA,7.621,37.5,T,426105,426105,APARTADÃ,7.881939999999999,-76.61195,2008-01-23,2020-04-01,URBANO,47632702,57413008,426105,APARTADO,401-11,7.621,T,1F,5045,APARTADO
7016887,AEREO,APARTADO,401-11,PRIMARIA,7.621,37.5,R,426104,426104,APARTADÃ,7.8804300000000005,-76.61222,2008-01-23,2020-04-01,URBANO,57832337,57412695,426104,APARTADO,401-11,7.621,R,1F,5045,APARTADO
