G3E_FID,LOCALIZACI,SUBESTACIO,CIRCUITO,TIPO_RED,TENSION,CAPACIDAD_,FASES,TRANSF_CODE,NODO_TRANS,MUNICIPIO,LATITUDE,LONGITUDE,FECHA_COLO,FECHA_MODI,CLASIFICAC,NODO1_ID,NODO2_ID,NODO_TRAN1,SUBESTACI1,CIRCUITO_C,TENSION_CO,FASES_CONN,NUMERO_FAS,MUNICIPIO_CODE,SUBREGION
7018094,AEREO,CAUCHERAS,404-11,PRIMARIA,7.621,50.0,S,493001,493001,MUTATÃ,7.24565,-76.43826,2008-01-23,2020-01-14,URBANO,47637173,57393785,493001,CAUCHERAS,404-11,7.621,S,1F,5480,APARTADO
7018095,AEREO,CAUCHERAS,404-11,PRIMARIA,7.621,37.5,S,70463,493002,MUTATÃ,7.2462800000000005,-76.43635,2008-01-23,2020-01-14,URBANO,57188708,57152641,493002,CAUCHERAS,404-11,7.621,S,1F,5480,APARTADO
7018096,AEREO,CAUCHERAS,404-11,PRIMARIA,7.621,50.0,R,86271,493006,MUTATÃ,7.24396,-76.43669,2008-01-23,2020-03-05,URBANO,47637185,57152769,493006,CAUCHERAS,404-11,7.621,R,1F,5480,APARTADO
7018097,AEREO,CAUCHERAS,404-11,PRIMARIA,7.621,75.0,T,78739,493007,MUTATÃ,7.243989999999999,-76.43641,2008-01-23,2020-03-05,URBANO,57364897,57394421,493007,CAUCHERAS,404-11,7.621,T,1F,5480,APARTADO
7018098,AEREO,CAUCHERAS,404-11,PRIMARIA,13.2,75.0,TSR,98196,493008,MUTATÃ,7.24432,-76.43669,2008-01-23,2020-04-01,URBANO,47689198,0,493008,CAUCHERAS,404-11,13.2,TSR,3F,5480,APARTADO
7018101,AEREO,CAUCHERAS,404-11,PRIMARIA,7.621,75.0,T,493015,493015,MUTATÃ,7.2411,-76.4378,2008-01-23,2020-01-14,URBANO,57365155,57395872,493015,CAUCHERAS,404-11,7.621,T,1F,5480,APARTADO
7018102,AEREO,CAUCHERAS,404-11,PRIMARIA,7.621,75.0,T,139351,493014,MUTATÃ,7.242260000000001,-76.43665,2008-01-23,2020-04-01,URBANO,53140553,57153041,493014,CAUCHERAS,404-11,7.621,T,1F,5480,APARTADO
7018104,AEREO,CAUCHERAS,404-11,PRIMARIA,7.621,15.0,R,493023,493023,MUTATÃ,7.242610000000001,-76.43423,2008-01-23,2020-05-04,RURAL,57619262,57395415,493023,CAUCHERAS,404-11,7.621,R,1F,5480,APARTADO
7018105,AEREO,CAUCHERAS,404-11,PRIMARIA,13.2,75.0,TSR,493022,493022,MUTATÃ,7.24135,-76.43225,2008-01-23,2018-10-02,RURAL,57365481,57402634,493022,CAUCHERAS,404-11,13.2,TSR,3F,5480,APARTADO
7018106,AEREO,CAUCHERAS,404-11,PRIMARIA,7.621,10.0,S,493050,493050,MUTATÃ,7.241289999999999,-76.43051,2008-01-23,2020-01-14,RURAL,57368185,57396889,493050,CAUCHERAS,404-11,7.621,S,1F,5480,APARTADO
7018107,AEREO,CAUCHERAS,404-11,PRIMARIA,7.621,37.5,T,493021,493021,MUTATÃ,7.23986,-76.43361999999999,2008-01-23,2020-04-01,URBANO,47637198,57396640,493021,CAUCHERAS,404-11,7.621,T,1F,5480,APARTADO
7018108,AEREO,CAUCHERAS,404-11,PRIMARIA,13.2,112.5,TSR,493070,493000,MUTATÃ,7.2384,-76.43173,2008-01-23,2018-07-11,RURAL,57368186,57525504,493000,CAUCHERAS,404-11,13.2,TSR,3F,5480,APARTADO
7018109,AEREO,CAUCHERAS,404-11,PRIMARIA,7.621,5.0,T,494005,494005,MUTATÃ,7.211289999999999,-76.4253,2008-01-23,2020-04-01,RURAL,47637228,57424375,494005,CAUCHERAS,404-11,7.621,T,1F,5480,APARTADO
7018111,AEREO,CAUCHERAS,404-11,PRIMARIA,7.621,10.0,T,494010,494010,MUTATÃ,7.1980699999999995,-76.41286,2008-01-23,2020-04-01,RURAL,53155594,0,494010,CAUCHERAS,404-11,7.621,T,1F,5480,APARTADO
7018113,AEREO,CAUCHERAS,404-12,PRIMARIA,7.621,10.0,T,67160,495273,MUTATÃ,7.37237,-76.51494,2008-01-23,2020-01-14,RURAL,53140767,0,495273,CAUCHERAS,404-12,7.621,T,1F,5480,APARTADO
7018114,AEREO,CAUCHERAS,404-12,PRIMARIA,7.621,37.5,R,128450,495203,MUTATÃ,7.365889999999999,-76.50532,2008-01-23,2020-04-01,RURAL,57708696,57938807,495203,CAUCHERAS,404-12,7.621,R,1F,5480,APARTADO
7018115,AEREO,CAUCHERAS,404-12,PRIMARIA,7.621,37.5,R,128444,495204,MUTATÃ,7.36722,-76.50703,2008-01-23,2020-04-01,RURAL,57709456,57154525,495204,CAUCHERAS,404-12,7.621,R,1F,5480,APARTADO
7018116,AEREO,CAUCHERAS,404-12,PRIMARIA,7.621,15.0,R,495202,495202,MUTATÃ,7.3611,-76.49683,2008-01-23,2020-01-14,RURAL,53140761,57313306,495202,CAUCHERAS,404-12,7.621,R,1F,5480,APARTADO
7018117,AEREO,CAUCHERAS,404-12,PRIMARIA,7.621,37.5,S,495201,495201,MUTATÃ,7.3425899999999995,-76.49058000000001,2008-01-23,2020-05-19,RURAL,57584980,57154521,495201,CAUCHERAS,404-12,7.621,S,1F,5480,APARTADO
7018118,AEREO,CAUCHERAS,404-11,PRIMARIA,7.621,37.5,R,134614,495253,MUTATÃ,7.334969999999999,-76.48602,2008-01-23,2020-04-01,RURAL,57938274,57938285,495253,CAUCHERAS,404-11,7.621,R,1F,5480,APARTADO
7018119,SUBTERRANEO,CAUCHERAS,404-11,PRIMARIA,13.2,112.5,TSR,495293,495293,MUTATÃ,7.332110000000001,-76.4886,2008-01-23,2020-01-14,RURAL,57364459,0,495293,CAUCHERAS,404-11,13.2,TSR,3F,5480,APARTADO
7018120,AEREO,CAUCHERAS,404-11,PRIMARIA,7.621,25.0,S,471060,495213,MUTATÃ,7.3251100000000005,-76.48836999999999,2008-01-23,2020-05-04,RURAL,47640254,57152687,495213,CAUCHERAS,404-11,7.621,S,1F,5480,APARTADO
7018121,AEREO,CAUCHERAS,404-11,PRIMARIA,7.621,10.0,T,495258,495258,MUTATÃ,7.31888,-76.48673000000001,2008-01-23,2020-01-14,RURAL,53140460,0,495258,CAUCHERAS,404-11,7.621,T,1F,5480,APARTADO
7018122,AEREO,CAUCHERAS,404-11,PRIMARIA,7.621,10.0,S,495255,495255,MUTATÃ,7.30784,-76.48643,2008-01-23,2020-04-01,RURAL,53140474,0,495255,CAUCHERAS,404-11,7.621,S,1F,5480,APARTADO
7018123,AEREO,CAUCHERAS,404-11,PRIMARIA,7.621,10.0,S,495254,495254,MUTATÃ,7.29395,-76.45725,2008-01-23,2020-04-01,RURAL,57365051,0,495254,CAUCHERAS,404-11,7.621,S,1F,5480,APARTADO
7018124,AEREO,CAUCHERAS,404-11,PRIMARIA,7.621,5.0,R,496004,494006,MUTATÃ,7.2690600000000005,-76.44561999999999,2008-01-23,2020-01-14,RURAL,57365107,57153960,494006,CAUCHERAS,404-11,7.621,R,1F,5480,APARTADO
7018125,AEREO,CAUCHERAS,404-11,PRIMARIA,7.621,25.0,T,78788,495250,MUTATÃ,7.2690600000000005,-76.44561999999999,2008-01-23,2020-01-14,RURAL,57365107,57153960,494006,CAUCHERAS,404-11,7.621,R,1F,5480,APARTADO
7018126,AEREO,CAUCHERAS,404-11,PRIMARIA,7.621,25.0,T,495251,495251,MUTATÃ,7.29608,-76.51601,2008-01-23,2020-04-01,RURAL,53140467,57153920,495250,CAUCHERAS,404-11,7.621,T,1F,5480,APARTADO
7018127,AEREO,CHIGORODO,403-15,PRIMARIA,7.621,75.0,S,475253,465253,CHIGORODÃ,7.2960899999999995,-76.51637,2008-01-23,2020-04-01,RURAL,47640200,57153925,495251,CAUCHERAS,404-11,7.621,T,1F,5480,APARTADO
7018129,AEREO,CHIGORODO,403-12,PRIMARIA,7.621,50.0,T,475078,465078,CHIGORODÃ,7.66823,-76.67439,2008-01-23,2020-04-01,URBANO,47636206,57408333,465253,CHIGORODO,403-15,7.621,S,1F,5172,APARTADO
7018130,AEREO,CHIGORODO,403-12,PRIMARIA,7.621,50.0,T,475079,465079,CHIGORODÃ,7.66967,-76.68970999999999,2008-01-23,2020-04-01,URBANO,47635299,57419564,465078,CHIGORODO,403-12,7.621,T,1F,5172,APARTADO
7018131,AEREO,CHIGORODO,403-12,PRIMARIA,7.621,75.0,R,475005,750427,CHIGORODÃ,7.66909,-76.68977,2008-01-23,2020-02-28,URBANO,53151826,57169176,465079,CHIGORODO,403-12,7.621,T,1F,5172,APARTADO
7018132,AEREO,CHIGORODO,403-12,PRIMARIA,7.621,75.0,R,473111,473111,CHIGORODÃ,7.66724,-76.68215,2008-01-23,2020-04-01,URBANO,47635340,57153751,750427,CHIGORODO,403-12,7.621,R,1F,5172,APARTADO
7018133,AEREO,CHIGORODO,403-12,PRIMARIA,7.621,37.5,S,475023,465023,CHIGORODÃ,7.6672199999999995,-76.68066999999999,2008-01-23,2020-04-01,URBANO,53151734,57411014,473111,CHIGORODO,403-12,7.621,R,1F,5172,APARTADO
7018134,AEREO,CHIGORODO,403-12,PRIMARIA,7.621,50.0,S,465018,465021,CHIGORODÃ,7.66696,-76.68332,2008-01-23,2020-04-01,URBANO,47635327,57516276,465023,CHIGORODO,403-12,7.621,S,1F,5172,APARTADO
7018135,AEREO,CHIGORODO,403-12,PRIMARIA,7.621,37.5,S,475245,465245,CHIGORODÃ,7.666339999999999,-76.68355,2008-01-23,2020-03-02,URBANO,57417057,57421361,465021,CHIGORODO,403-12,7.621,S,1F,5172,APARTADO
7018136,AEREO,CHIGORODO,403-12,PRIMARIA,7.621,50.0,S,51916,473121,CHIGORODÃ,7.66366,-76.68372,2008-01-23,2020-04-01,URBANO,53151738,57407179,465245,CHIGORODO,403-12,7.621,S,1F,5172,APARTADO
7018137,AEREO,CHIGORODO,403-12,PRIMARIA,7.621,50.0,S,473109,473109,CHIGORODÃ,7.664810000000001,-76.68141,2008-01-23,2020-05-07,URBANO,47635347,57421173,473121,CHIGORODO,403-12,7.621,S,1F,5172,APARTADO
7018138,AEREO,CHIGORODO,403-13,PRIMARIA,7.621,75.0,R,83891,465057,CHIGORODÃ,7.664110000000001,-76.68185,2008-01-23,2020-04-01,URBANO,53151773,57421188,473109,CHIGORODO,403-12,7.621,S,1F,5172,APARTADO
7018139,AEREO,CHIGORODO,403-12,PRIMARIA,13.2,30.0,STR,473126,473126,CHIGORODÃ,7.661460000000001,-76.68382,2008-01-23,2020-04-01,URBANO,53151790,57411358,465057,CHIGORODO,403-13,7.621,R,1F,5172,APARTADO
7018140,AEREO,CHIGORODO,403-12,PRIMARIA,7.621,5.0,T,471013,471013,CHIGORODÃ,7.667160000000001,-76.70345999999999,2008-01-23,2018-10-02,RURAL,53155193,0,473126,CHIGORODO,403-12,13.2,STR,3F,5172,APARTADO
7018141,AEREO,CHIGORODO,403-12,PRIMARIA,7.621,15.0,T,474041,474041,CHIGORODÃ,7.662030000000001,-76.70331,2008-01-23,2020-04-01,RURAL,47635253,57655843,471013,CHIGORODO,403-12,7.621,T,1F,5172,APARTADO
7018142,AEREO,CHIGORODO,403-12,PRIMARIA,7.621,5.0,T,474040,474040,CHIGORODÃ,7.658410000000001,-76.70871,2008-01-23,2019-11-19,RURAL,53155195,0,474041,CHIGORODO,403-12,7.621,T,1F,5172,APARTADO
7018143,AEREO,CHIGORODO,403-12,PRIMARIA,7.621,5.0,T,72347,474036,CHIGORODÃ,7.65727,-76.71339,2008-01-23,2020-04-01,RURAL,47635199,0,474040,CHIGORODO,403-12,7.621,T,1F,5172,APARTADO
7018144,AEREO,CHIGORODO,403-12,PRIMARIA,7.621,15.0,T,471020,471020,CHIGORODÃ,7.64737,-76.72043000000001,2008-01-23,2020-06-08,RURAL,53155197,57828877,474036,CHIGORODO,403-12,7.621,T,1F,5172,APARTADO
7018145,AEREO,CHIGORODO,403-16,PRIMARIA,13.2,30.0,RST,467021,467021,CHIGORODÃ,7.6369,-76.72521,2008-01-23,2020-04-01,RURAL,57148618,0,471020,CHIGORODO,403-12,7.621,T,1F,5172,APARTADO
7018146,AEREO,CHIGORODO,403-12,PRIMARIA,13.2,50.0,STR,473130,473130,CHIGORODÃ,7.6297,-76.68196999999999,2008-01-23,2019-04-30,RURAL,57184141,57932359,467021,CHIGORODO,403-16,13.2,RST,3F,5172,APARTADO
7018147,AEREO,CHIGORODO,403-12,PRIMARIA,7.621,25.0,R,471010,471010,CHIGORODÃ,7.693,-76.72171,2008-01-23,2020-02-19,RURAL,57166378,0,473130,CHIGORODO,403-12,13.2,STR,3F,5172,APARTADO
7018148,AEREO,CHIGORODO,403-12,PRIMARIA,7.621,50.0,T,473024,473024,CHIGORODÃ,7.70286,-76.73286,2008-01-23,2020-04-01,RURAL,47635060,0,471010,CHIGORODO,403-12,7.621,R,1F,5172,APARTADO
7018149,AEREO,CHIGORODO,403-12,PRIMARIA,7.621,5.0,S,471008,471008,CHIGORODÃ,7.69753,-76.74083,2008-01-23,2020-04-01,RURAL,57835185,0,473024,CHIGORODO,403-12,7.621,T,1F,5172,APARTADO
7018150,AEREO,CHIGORODO,403-12,PRIMARIA,7.621,10.0,R,473090,473090,CHIGORODÃ,7.708819999999999,-76.71631,2008-01-23,2019-11-19,RURAL,53151841,0,471008,CHIGORODO,403-12,7.621,S,1F,5172,APARTADO
7018151,AEREO,CHIGORODO,403-12,PRIMARIA,7.621,15.0,T,473031,473031,CHIGORODÃ,7.71679,-76.7186,2008-01-23,2019-11-19,RURAL,53151853,0,473090,CHIGORODO,403-12,7.621,R,1F,5172,APARTADO
7018152,AEREO,CHIGORODO,403-12,PRIMARIA,7.621,10.0,T,169040,473028,CHIGORODÃ,7.7071,-76.76907,2008-01-23,2019-12-09,RURAL,57166504,57166507,473031,CHIGORODO,403-12,7.621,T,1F,5172,APARTADO
7018153,AEREO,CHIGORODO,403-12,PRIMARIA,7.621,15.0,T,471012,471012,CHIGORODÃ,7.70835,-76.76174,2008-01-23,2020-04-01,RURAL,47634908,0,473028,CHIGORODO,403-12,7.621,T,1F,5172,APARTADO
7018154,AEREO,CHIGORODO,403-12,PRIMARIA,7.621,15.0,T,465003,750424,CHIGORODÃ,7.7018699999999995,-76.75548,2008-01-23,2020-04-01,RURAL,57507831,0,471012,CHIGORODO,403-12,7.621,T,1F,5172,APARTADO
7018155,AEREO,CHIGORODO,403-12,PRIMARIA,7.621,50.0,T,473027,473027,CHIGORODÃ,7.702610000000001,-76.75187,2008-01-23,2018-07-11,RURAL,53155186,0,750424,CHIGORODO,403-12,7.621,T,1F,5172,APARTADO
7018156,AEREO,CHIGORODO,403-12,PRIMARIA,13.2,30.0,STR,467027,473029,CHIGORODÃ,7.70724,-76.755,2008-01-23,2019-12-09,RURAL,47634939,0,473027,CHIGORODO,403-12,7.621,T,1F,5172,APARTADO
7018158,AEREO,CHIGORODO,403-12,PRIMARIA,13.2,15.0,STR,473129,473129,CHIGORODÃ,7.71013,-76.73744,2008-01-23,2020-04-01,RURAL,57395496,0,473029,CHIGORODO,403-12,13.2,STR,3F,5172,APARTADO
7018159,AEREO,CHIGORODO,403-12,PRIMARIA,7.621,15.0,T,473087,473087,CHIGORODÃ,7.6884,-76.71715999999999,2008-01-23,2020-04-01,RURAL,57392564,0,473129,CHIGORODO,403-12,13.2,STR,3F,5172,APARTADO
7018160,AEREO,CHIGORODO,403-12,PRIMARIA,7.621,15.0,T,473085,473085,CHIGORODÃ,7.69492,-76.73638000000001,2008-01-23,2020-04-27,RURAL,47635034,57154276,473087,CHIGORODO,403-12,7.621,T,1F,5172,APARTADO
7018161,AEREO,CHIGORODO,403-12,PRIMARIA,7.621,50.0,T,135094,473084,CHIGORODÃ,7.6931,-76.73272,2008-01-23,2020-04-27,RURAL,57395385,70749972,473085,CHIGORODO,403-12,7.621,T,1F,5172,APARTADO
7018162,AEREO,CHIGORODO,403-12,PRIMARIA,7.621,10.0,T,474032,474032,CHIGORODÃ,7.69417,-76.73034,2008-01-23,2020-04-01,RURAL,57885594,57444658,473084,CHIGORODO,403-12,7.621,T,1F,5172,APARTADO
7018164,AEREO,CHIGORODO,403-12,PRIMARIA,7.621,5.0,T,113314,473032,CHIGORODÃ,7.65567,-76.73091,2008-01-23,2020-04-28,RURAL,47635071,70750156,474032,CHIGORODO,403-12,7.621,T,1F,5172,APARTADO
7018165,AEREO,CHIGORODO,403-12,PRIMARIA,7.621,25.0,R,473033,473033,CHIGORODÃ,7.68213,-76.72787,2008-01-23,2020-04-01,RURAL,47635094,57399290,473032,CHIGORODO,403-12,7.621,T,1F,5172,APARTADO
7018167,AEREO,CHIGORODO,403-15,PRIMARIA,7.621,75.0,R,475213,465213,CHIGORODÃ,7.680210000000001,-76.72807,2008-01-23,2020-04-01,RURAL,47688891,0,473033,CHIGORODO,403-12,7.621,R,1F,5172,APARTADO
7018168,AEREO,CHIGORODO,403-15,PRIMARIA,7.621,37.5,T,475209,465209,CHIGORODÃ,7.66633,-76.67403,2008-01-23,2020-06-12,URBANO,57166964,57411166,465213,CHIGORODO,403-15,7.621,R,1F,5172,APARTADO
7018169,AEREO,CHIGORODO,403-15,PRIMARIA,13.2,75.0,RST,475207,465207,CHIGORODÃ,7.66754,-76.67309,2008-01-23,2020-04-01,URBANO,47635713,57411006,465209,CHIGORODO,403-15,7.621,T,1F,5172,APARTADO
7018170,AEREO,CHIGORODO,403-15,PRIMARIA,7.621,37.5,R,475210,465210,CHIGORODÃ,7.66776,-76.67219,2008-01-23,2019-07-03,URBANO,57166970,57565231,465207,CHIGORODO,403-15,13.2,RST,3F,5172,APARTADO
7018171,AEREO,CHIGORODO,403-15,PRIMARIA,7.621,37.5,T,475211,465211,CHIGORODÃ,7.66772,-76.67368,2008-01-23,2019-11-19,URBANO,57166824,57410987,465210,CHIGORODO,403-15,7.621,R,1F,5172,APARTADO
7018172,AEREO,CHIGORODO,403-15,PRIMARIA,7.621,37.5,T,475214,465214,CHIGORODÃ,7.66736,-76.67251999999999,2008-01-23,2020-04-01,URBANO,53146129,57166829,465211,CHIGORODO,403-15,7.621,T,1F,5172,APARTADO
7018173,AEREO,CHIGORODO,403-15,PRIMARIA,7.621,75.0,T,475215,465215,CHIGORODÃ,7.66668,-76.67213000000001,2008-01-23,2019-12-18,URBANO,57166838,57166840,465214,CHIGORODO,403-15,7.621,T,1F,5172,APARTADO
7018174,AEREO,CHIGORODO,403-15,PRIMARIA,7.621,50.0,T,475216,465216,CHIGORODÃ,7.666239999999999,-76.67121,2008-01-23,2020-04-01,URBANO,57166843,57411464,465215,CHIGORODO,403-15,7.621,T,1F,5172,APARTADO
7018175,AEREO,CHIGORODO,403-15,PRIMARIA,7.621,37.5,T,473117,473117,CHIGORODÃ,7.666939999999999,-76.67109,2008-01-23,2020-06-12,URBANO,57166850,57410226,465216,CHIGORODO,403-15,7.621,T,1F,5172,APARTADO
7018177,AEREO,CHIGORODO,403-15,PRIMARIA,7.621,75.0,S,50827,467031,CHIGORODÃ,7.66598,-76.67288,2008-01-23,2020-04-01,URBANO,57166863,57166865,473117,CHIGORODO,403-15,7.621,T,1F,5172,APARTADO
7018178,AEREO,CHIGORODO,403-14,PRIMARIA,7.621,10.0,R,460120,460120,CAREPA,7.667510000000001,-76.66566999999999,2008-01-23,2020-05-04,RURAL,57553412,57557369,467031,CHIGORODO,403-15,7.621,S,1F,5172,APARTADO
7018179,AEREO,CHIGORODO,403-14,PRIMARIA,7.621,5.0,R,495262,460133,CAREPA,7.73764,-76.67625,2008-01-23,2020-04-01,RURAL,47635507,57156324,460120,CHIGORODO,403-14,7.621,R,1F,5147,APARTADO
7018180,AEREO,CHIGORODO,403-14,PRIMARIA,7.621,10.0,R,454003,454003,CAREPA,7.73687,-76.68023000000001,2008-01-23,2020-04-01,RURAL,47635482,0,460133,CHIGORODO,403-14,7.621,R,1F,5147,APARTADO
7018181,AEREO,CHIGORODO,403-14,PRIMARIA,7.621,15.0,T,98246,460116,CAREPA,7.73194,-76.68552,2008-01-23,2014-06-18,RURAL,53155254,0,454003,CHIGORODO,403-14,7.621,R,1F,5147,APARTADO
7018182,AEREO,CHIGORODO,403-16,PRIMARIA,7.621,10.0,T,469231,469231,CHIGORODÃ,7.73415,-76.66529,2008-01-23,2020-04-01,RURAL,57482599,0,460116,CHIGORODO,403-14,7.621,T,1F,5147,APARTADO
7018183,AEREO,CHIGORODO,403-16,PRIMARIA,7.621,5.0,T,469232,469232,CHIGORODÃ,7.528010000000001,-76.67541999999999,2008-01-23,2020-01-14,RURAL,57171004,57171303,469231,CHIGORODO,403-16,7.621,T,1F,5172,APARTADO
7018184,AEREO,CHIGORODO,403-16,PRIMARIA,7.621,10.0,T,138492,469235,CHIGORODÃ,7.531110000000001,-76.67397,2008-01-23,2020-04-01,RURAL,57171011,57296774,469232,CHIGORODO,403-16,7.621,T,1F,5172,APARTADO
7018185,AEREO,CHIGORODO,403-16,PRIMARIA,7.621,5.0,T,469236,469236,CHIGORODÃ,7.53408,-76.68625,2008-01-23,2020-04-01,RURAL,57171066,0,469235,CHIGORODO,403-16,7.621,T,1F,5172,APARTADO
7018186,AEREO,CHIGORODO,403-16,PRIMARIA,7.621,10.0,T,474049,474049,CHIGORODÃ,7.537889999999999,-76.68313,2008-01-23,2019-12-03,RURAL,57171077,0,469236,CHIGORODO,403-16,7.621,T,1F,5172,APARTADO
7018187,AEREO,CHIGORODO,403-16,PRIMARIA,7.621,5.0,T,474048,474048,CHIGORODÃ,7.553719999999999,-76.6759,2008-01-23,2020-04-01,RURAL,57170359,0,474049,CHIGORODO,403-16,7.621,T,1F,5172,APARTADO
7018188,AEREO,CHIGORODO,403-16,PRIMARIA,7.621,5.0,T,474047,474047,CHIGORODÃ,7.55015,-76.67234,2008-01-23,2020-04-01,RURAL,57170370,0,474048,CHIGORODO,403-16,7.621,T,1F,5172,APARTADO
7018189,AEREO,CHIGORODO,403-16,PRIMARIA,7.621,10.0,T,469244,469244,CHIGORODÃ,7.55129,-76.66805,2008-01-23,2019-12-03,RURAL,57170379,0,474047,CHIGORODO,403-16,7.621,T,1F,5172,APARTADO
7018190,AEREO,CHIGORODO,403-16,PRIMARIA,7.621,15.0,T,469245,469245,CHIGORODÃ,7.54707,-76.66771,2008-01-23,2020-05-17,RURAL,57170387,58006254,469244,CHIGORODO,403-16,7.621,T,1F,5172,APARTADO
7018191,AEREO,CHIGORODO,403-16,PRIMARIA,7.621,5.0,T,469246,469246,CHIGORODÃ,7.55335,-76.67777,2008-01-23,2019-12-03,RURAL,57170269,57170275,469245,CHIGORODO,403-16,7.621,T,1F,5172,APARTADO
7018192,AEREO,CHIGORODO,403-16,PRIMARIA,7.621,5.0,T,469248,469248,CHIGORODÃ,7.54937,-76.67828,2008-01-23,2020-04-01,RURAL,57170283,57308029,469246,CHIGORODO,403-16,7.621,T,1F,5172,APARTADO
7018193,AEREO,CHIGORODO,403-16,PRIMARIA,7.621,5.0,R,474052,474052,CHIGORODÃ,7.54564,-76.67775,2008-01-23,2020-04-01,RURAL,57170333,0,469248,CHIGORODO,403-16,7.621,T,1F,5172,APARTADO
7018194,AEREO,CHIGORODO,403-16,PRIMARIA,7.621,25.0,R,465274,465274,CHIGORODÃ,7.57485,-76.64703,2008-01-23,2020-04-01,RURAL,57170440,0,474052,CHIGORODO,403-16,7.621,R,1F,5172,APARTADO
7018195,AEREO,CHIGORODO,403-16,PRIMARIA,7.621,50.0,R,475273,465273,CHIGORODÃ,7.56695,-76.69563000000001,2008-01-23,2019-12-18,RURAL,57170119,0,465274,CHIGORODO,403-16,7.621,R,1F,5172,APARTADO
7018196,AEREO,CHIGORODO,403-16,PRIMARIA,7.621,37.5,R,475271,465271,CHIGORODÃ,7.57,-76.69586,2008-01-23,2020-05-13,RURAL,57170092,70753513,465273,CHIGORODO,403-16,7.621,R,1F,5172,APARTADO
7018197,AEREO,CHIGORODO,403-16,PRIMARIA,13.2,37.5,RST,465268,750444,CHIGORODÃ,7.57132,-76.69703,2008-01-23,2019-12-18,RURAL,57170047,57170055,465271,CHIGORODO,403-16,7.621,R,1F,5172,APARTADO
7018199,AEREO,CHIGORODO,403-16,PRIMARIA,7.621,15.0,T,471004,471004,TURBO,7.571510000000001,-76.70596,2008-01-23,2020-04-01,RURAL,47635838,0,750444,CHIGORODO,403-16,13.2,RST,3F,5172,APARTADO
7018200,AEREO,CHIGORODO,403-16,PRIMARIA,7.621,10.0,R,471038,471038,TURBO,7.521960000000001,-76.71318000000001,2008-01-23,2020-04-01,RURAL,57167311,57521606,471004,CHIGORODO,403-16,7.621,T,1F,5837,APARTADO
7018201,AEREO,CHIGORODO,403-16,PRIMARIA,7.621,5.0,T,89776,471036,TURBO,7.4825800000000005,-76.6942,2008-01-23,2019-10-18,RURAL,47635978,0,471038,CHIGORODO,403-16,7.621,R,1F,5837,APARTADO
7018205,AEREO,CHIGORODO,403-16,PRIMARIA,7.621,25.0,R,473053,473053,CHIGORODÃ,7.46593,-76.7071,2008-01-23,2020-04-01,RURAL,57408554,0,471032,CHIGORODO,403-16,7.621,S,1F,27615,APARTADO
7018206,AEREO,CHIGORODO,403-16,PRIMARIA,7.621,5.0,T,473052,473052,CHIGORODÃ,7.58378,-76.6313,2008-01-23,2020-04-26,RURAL,57798538,57154816,473053,CHIGORODO,403-16,7.621,R,1F,5172,APARTADO
7018207,AEREO,CHIGORODO,403-16,PRIMARIA,7.621,25.0,R,473058,473058,CHIGORODÃ,7.564,-76.61724,2008-01-23,2020-04-26,RURAL,53155416,57776988,473052,CHIGORODO,403-16,7.621,T,1F,5172,APARTADO
7018208,AEREO,CHIGORODO,403-16,PRIMARIA,7.621,5.0,T,467006,467006,TURBO,7.56008,-76.61544,2008-01-23,2020-05-14,RURAL,57589102,70753868,473058,CHIGORODO,403-16,7.621,R,1F,5172,APARTADO
7018209,AEREO,CHIGORODO,403-16,PRIMARIA,7.621,10.0,R,473051,473051,CHIGORODÃ,7.51828,-76.70376999999999,2008-01-23,2019-10-18,RURAL,57186315,57358829,467006,CHIGORODO,403-16,7.621,T,1F,5837,APARTADO
7018211,AEREO,CHIGORODO,403-16,PRIMARIA,7.621,25.0,S,469215,469215,CHIGORODÃ,7.557580000000001,-76.61543,2008-01-23,2020-04-26,RURAL,57648605,57854257,473051,CHIGORODO,403-16,7.621,R,1F,5172,APARTADO
7018212,AEREO,CHIGORODO,403-16,PRIMARIA,7.621,15.0,S,429674,469214,CHIGORODÃ,7.557180000000001,-76.61336,2008-01-23,2020-04-01,RURAL,53155420,57154627,469215,CHIGORODO,403-16,7.621,S,1F,5172,APARTADO
7018214,AEREO,CAUCHERAS,404-12,PRIMARIA,7.621,5.0,R,128958,474009,CHIGORODÃ,7.554239999999999,-76.61502,2008-01-23,2020-01-15,RURAL,53155423,57998052,469214,CHIGORODO,403-16,7.621,S,1F,5172,APARTADO
7018215,AEREO,CAUCHERAS,404-12,PRIMARIA,7.621,15.0,R,474008,474008,CHIGORODÃ,7.5217600000000004,-76.5985,2008-01-23,2020-05-15,RURAL,57368143,0,474009,CAUCHERAS,404-12,7.621,R,1F,5172,APARTADO
7018216,AEREO,CAUCHERAS,404-12,PRIMARIA,7.621,15.0,T,84825,495218,CHIGORODÃ,7.51853,-76.5943,2008-01-23,2020-01-14,RURAL,53155433,0,474008,CAUCHERAS,404-12,7.621,R,1F,5172,APARTADO
7018217,AEREO,CAUCHERAS,404-12,PRIMARIA,7.621,10.0,S,474007,474007,MUTATÃ,7.4998,-76.58010999999999,2008-01-23,2020-04-01,RURAL,57367188,57867833,495218,CAUCHERAS,404-12,7.621,T,1F,5172,APARTADO
