G3E_FID,MUNICIPIO,SUBESTACIO,CIRCUITO,CIRCUITO_S,EST_ESTABL,CUCHILL_CODE,TIPO_RED,TENSION,FASES,USO,LATITUDE,LONGITUDE,FECHA_COLO,FECHA_MODI,CLASIFICAC,NODO1_ID,NODO2_ID,SUBESTACI1,NUMERO_FAS,MUNICIPIO_CODE,SUBREGION
6001428,TURBO,URABA,411-42,411-42,CLOSED,C4401,SUBTRANSMISION,44.0,RST,SALIDA DE CTO,8.05216,-76.65406,2008-01-15,2020-03-13,RURAL,0,58013386,URABA,3F,5837,TURBO
6001437,TURBO,URABA,411-43,411-43,CLOSED,C4402,SUBTRANSMISION,44.0,RST,SALIDA DE CTO,8.05222,-76.65406,2008-01-15,2014-07-30,RURAL,51140744,51140746,URABA,3F,5837,TURBO
6001440,TURBO,URABA,411-44,411-44,CLOSED,C4403,SUBTRANSMISION,44.0,TSR,SALIDA DE CTO,8.05222,-76.65406,2008-01-15,2014-07-30,RURAL,51140749,51140751,URABA,3F,5837,TURBO
6001692,APARTADÓ,APARTADO,401-41,401-41,CLOSED,C4396,SUBTRANSMISION,44.0,TSR,SALIDA DE CTO,7.874569999999999,-76.61059,2008-01-17,2018-07-07,URBANO,51141268,51141269,APARTADO,3F,5045,APARTADO
6001708,APARTADÓ,APARTADO,401-11,401-11,CLOSED,C41180,PRIMARIA,13.2,RST,SALIDA DE CTO,7.87513,-76.61005,2008-01-17,2018-07-07,URBANO,57526396,57374255,APARTADO,3F,5045,APARTADO
6001771,APARTADÓ,APARTADO,401-42,401-42,CLOSED,C4397,SUBTRANSMISION,44.0,TSR,SALIDA DE CTO,7.875210000000001,-76.6105,2008-01-18,2018-07-07,URBANO,51141500,51141503,APARTADO,3F,5045,APARTADO
6001968,APARTADÓ,APARTADO,401-16,401-16,CLOSED,C41174,PRIMARIA,13.2,STR,SALIDA DE CTO,7.874569999999999,-76.61071,2008-01-21,2018-07-07,URBANO,57526414,47637081,APARTADO,3F,5045,APARTADO
6001978,APARTADÓ,APARTADO,401-13,401-13,CLOSED,C41177,PRIMARIA,13.2,RTS,SALIDA DE CTO,7.875210000000001,-76.61049,2008-01-21,2018-07-07,URBANO,57526405,51142128,APARTADO,3F,5045,APARTADO
6002037,APARTADÓ,APARTADO,401-14,401-14,CLOSED,C41178,PRIMARIA,13.2,RST,SALIDA DE CTO,7.875139999999999,-76.61067,2008-01-21,2018-07-07,URBANO,57527033,47633221,APARTADO,3F,5045,APARTADO
6002075,APARTADÓ,APARTADO,401-15,401-15,CLOSED,C41179,PRIMARIA,13.2,RST,SALIDA DE CTO,7.87517,-76.61066,2008-01-21,2018-07-07,URBANO,57526411,47633381,APARTADO,3F,5045,APARTADO
6002228,APARTADÓ,APARTADO,401-17,401-17,CLOSED,C41175,PRIMARIA,13.2,RTS,SALIDA DE CTO,7.87458,-76.61076,2008-01-22,2018-07-07,URBANO,57526415,51143061,APARTADO,3F,5045,APARTADO
6002283,APARTADÓ,APARTADO,401-18,401-18,CLOSED,C41176,PRIMARIA,13.2,STR,SALIDA DE CTO,7.8745899999999995,-76.61076,2008-01-23,2018-07-07,URBANO,51143246,51143249,APARTADO,3F,5045,APARTADO
6002372,APARTADÓ,APARTADO,401-12,401-12,CLOSED,C41182,PRIMARIA,13.2,RST,SALIDA DE CTO,7.875139999999999,-76.61005,2008-01-23,2018-07-07,URBANO,57526401,51143485,APARTADO,3F,5045,APARTADO
6002429,TURBO,URABA,411-11,411-11,CLOSED,C442,PRIMARIA,13.2,RST,SALIDA DE CTO,8.05188,-76.65414,2008-01-24,2012-08-24,RURAL,51143669,47674580,URABA,3F,5837,TURBO
6002754,TURBO,URABA,411-12,411-12,CLOSED,C443,PRIMARIA,13.2,RST,SALIDA DE CTO,8.05188,-76.65413000000001,2008-01-25,2017-04-04,RURAL,51144474,47674590,URABA,3F,5837,TURBO
6002837,TURBO,URABA,411-13,411-13,CLOSED,C444,PRIMARIA,13.2,RST,SALIDA DE CTO,8.05256,-76.65429,2008-01-25,2012-02-01,RURAL,51144639,47674613,URABA,3F,5837,TURBO
6002950,TURBO,TURBO,402-11,402-11,CLOSED,C4970,PRIMARIA,13.2,TSR,SALIDA DE CTO,8.10966,-76.73263,2008-01-28,2012-12-06,RURAL,51145015,47634055,TURBO,3F,5837,TURBO
6002956,TURBO,TURBO,402-12,402-12,CLOSED,C4770,PRIMARIA,13.2,RST,SALIDA DE CTO,8.10972,-76.73253000000001,2008-01-28,2017-04-05,RURAL,51145028,47634175,TURBO,3F,5837,TURBO
6002964,TURBO,TURBO,402-13,402-13,CLOSED,C4768,PRIMARIA,13.2,TSR,SALIDA DE CTO,8.10977,-76.73236,2008-01-28,2017-04-05,RURAL,51145056,51145061,TURBO,3F,5837,TURBO
6002969,TURBO,TURBO,402-15,402-15,CLOSED,C4972,PRIMARIA,13.2,RST,SALIDA DE CTO,8.10971,-76.73257,2008-01-28,2012-05-02,RURAL,51145079,47634635,TURBO,3F,5837,TURBO
6002978,TURBO,TURBO,402-14,402-14,CLOSED,C4971,PRIMARIA,13.2,TSR,SALIDA DE CTO,8.10971,-76.73257,2008-01-28,2012-05-02,RURAL,51145111,47634483,TURBO,3F,5837,TURBO
6002990,TURBO,TURBO,402-16,402-16,CLOSED,C4769,PRIMARIA,13.2,RST,SALIDA DE CTO,8.10972,-76.73252,2008-01-28,2017-04-05,RURAL,51145126,47634750,TURBO,3F,5837,TURBO
6003608,APARTADÓ,APARTADO,401-15,401-13,OPEN,C4479,PRIMARIA,13.2,RST,NORMAL,7.88616,-76.63152,2008-01-31,2018-07-07,URBANO,57440222,57145596,APARTADO,3F,5045,APARTADO
6003614,CHIGORODÓ,CHIGORODO,403-12,403-12,CLOSED,C41224,PRIMARIA,13.2,RST,SALIDA DE CTO,7.67278,-76.67859,2008-01-31,2018-07-07,URBANO,51146780,51146784,CHIGORODO,3F,5172,APARTADO
6003705,CHIGORODÓ,CHIGORODO,403-13,403-13,CLOSED,C41225,PRIMARIA,13.2,RST,SALIDA DE CTO,7.67278,-76.67859,2008-02-01,2018-07-07,URBANO,51147196,47635409,CHIGORODO,3F,5172,APARTADO
6003718,CHIGORODÓ,CHIGORODO,403-14,403-14,CLOSED,C41226,PRIMARIA,13.2,RST,SALIDA DE CTO,7.67295,-76.67854,2008-02-01,2018-07-07,URBANO,57146944,51147219,CHIGORODO,3F,5172,APARTADO
6003745,CHIGORODÓ,CHIGORODO,403-16,403-16,CLOSED,C4379,PRIMARIA,13.2,RST,SALIDA DE CTO,7.67285,-76.6782,2008-02-01,2018-07-07,URBANO,51147258,51148733,CHIGORODO,3F,5172,APARTADO
6003754,MUTATÁ,CAUCHERAS,404-11,404-11,CLOSED,C41567,PRIMARIA,13.2,TSR,SALIDA DE CTO,7.3341899999999995,-76.48418000000001,2008-02-01,2019-03-28,RURAL,51147271,57753728,CAUCHERAS,3F,5480,APARTADO
6003761,MUTATÁ,CAUCHERAS,404-12,404-12,CLOSED,C4369,PRIMARIA,13.2,TSR,SALIDA DE CTO,7.334169999999999,-76.48406,2008-02-01,2018-07-07,RURAL,51147283,57364348,CAUCHERAS,3F,5480,APARTADO
6003767,CAREPA,ZUNGO,405-11,405-11,CLOSED,C4469,PRIMARIA,13.2,RST,SALIDA DE CTO,7.85115,-76.74418,2008-02-01,2013-07-08,RURAL,51147300,57294342,ZUNGO,3F,5147,APARTADO
6003772,CAREPA,ZUNGO,405-12,405-12,CLOSED,C4471,PRIMARIA,13.2,TSR,SALIDA DE CTO,7.851210000000001,-76.74424,2008-02-01,2020-06-26,RURAL,51147315,70762486,ZUNGO,3F,5147,APARTADO
6003777,CAREPA,ZUNGO,405-13,405-13,CLOSED,C4473,PRIMARIA,13.2,RST,SALIDA DE CTO,7.85123,-76.74416,2008-02-01,2013-07-08,RURAL,51147322,51147323,ZUNGO,3F,5147,APARTADO
8003515,APARTADÓ,APARTADO,401-12,401-12,CLOSED,C41184,PRIMARIA,13.2,RST,NORMAL,7.87972,-76.6123,2008-02-23,2018-07-07,URBANO,57400712,57400713,APARTADO,3F,5045,APARTADO
8003545,APARTADÓ,APARTADO,401-12,401-12,CLOSED,C41186,PRIMARIA,13.2,RST,NORMAL,7.88202,-76.61864,2008-02-23,2019-06-18,URBANO,47632999,57953453,APARTADO,3F,5045,APARTADO
8005484,APARTADÓ,APARTADO,401-18,401-15,OPEN,C41083,PRIMARIA,13.2,STR,NORMAL,7.88042,-76.63309,2008-03-07,2018-07-07,URBANO,53151451,57251511,APARTADO,3F,5045,APARTADO
8005565,TURBO,TURBO,402-16,402-15,OPEN,C41195,PRIMARIA,13.2,RST,NORMAL,8.094610000000001,-76.72838,2008-03-10,2017-07-24,URBANO,51146399,57297391,TURBO,3F,5837,TURBO
8006819,TURBO,NUEVA COLONIA,406-11,406-11,CLOSED,C413,PRIMARIA,13.2,TSR,NORMAL,7.931439999999999,-76.63046999999999,2008-03-26,2012-08-22,RURAL,53163948,53163949,NUEVA COLONIA,3F,5837,TURBO
8007073,APARTADÓ,APARTADO,401-11,401-11,CLOSED,C41183,PRIMARIA,13.2,STR,NORMAL,7.87983,-76.61284,2008-03-27,2018-07-07,URBANO,57586098,57632439,APARTADO,3F,5045,APARTADO
8007297,TURBO,URABA,411-11,406-11,OPEN,C41250,PRIMARIA,13.2,RST,NORMAL,7.93576,-76.62188,2008-03-28,2020-03-04,RURAL,58011007,58011012,URABA,3F,5837,TURBO
12004340,CHIGORODÓ,CHIGORODO,403-12,403-12,CLOSED,C4483,PRIMARIA,13.2,RST,NORMAL,7.6698699999999995,-76.68503,2008-04-28,2018-07-07,URBANO,57142266,57142267,CHIGORODO,3F,5172,APARTADO
12005572,CHIGORODÓ,CHIGORODO,403-12,403-12,CLOSED,C41239,PRIMARIA,13.2,TSR,NORMAL,7.670789999999999,-76.68858,2008-05-09,2020-02-27,URBANO,47635304,57391199,CHIGORODO,3F,5172,APARTADO
12005576,CHIGORODÓ,CHIGORODO,403-12,403-12,CLOSED,C41238,PRIMARIA,13.2,RST,NORMAL,7.670160000000001,-76.68874,2008-05-09,2018-07-07,URBANO,57424264,57143068,CHIGORODO,3F,5172,APARTADO
12006104,APARTADÓ,APARTADO,401-15,401-15,CLOSED,C41077,PRIMARIA,13.2,STR,NORMAL,7.88408,-76.63149,2008-05-16,2020-01-27,URBANO,57676720,57676722,APARTADO,3F,5045,APARTADO
12013269,CAREPA,CHIGORODO,403-14,412-11,OPEN,C427,PRIMARIA,13.2,RST,NORMAL,7.75351,-76.66041,2008-06-10,2017-06-07,URBANO,57146986,57146987,CHIGORODO,3F,5147,APARTADO
12029210,CHIGORODÓ,CHIGORODO,403-12,403-12,CLOSED,C4384,PRIMARIA,13.2,RST,NORMAL,7.66887,-76.68044,2008-07-24,2018-07-07,URBANO,57152911,57390140,CHIGORODO,3F,5172,APARTADO
12029371,CHIGORODÓ,CHIGORODO,403-11,403-11,CLOSED,C41223,PRIMARIA,13.2,TSR,SALIDA DE CTO,7.67275,-76.67859,2008-07-24,2018-07-07,URBANO,53151671,57165627,CHIGORODO,3F,5172,APARTADO
12039632,CAREPA,CAREPA,412-11,412-12,OPEN,C4120,PRIMARIA,13.2,RTS,NORMAL,7.75345,-76.65609,2008-08-11,2017-08-24,URBANO,57156048,57387697,CAREPA,3F,5147,APARTADO
12039655,CAREPA,CAREPA,412-12,412-14,OPEN,C428,PRIMARIA,13.2,RST,NORMAL,7.75621,-76.65205999999999,2008-08-11,2017-08-22,URBANO,57262870,57262872,CAREPA,3F,5147,APARTADO
12039670,CAREPA,CAREPA,412-12,412-12,CLOSED,C424,PRIMARIA,13.2,TSR,NORMAL,7.7518899999999995,-76.65398,2008-08-11,2011-09-15,URBANO,57198075,57309134,CAREPA,3F,5147,APARTADO
12041160,CAREPA,CAREPA,412-11,412-11,CLOSED,C426,PRIMARIA,13.2,RTS,NORMAL,7.75445,-76.66017,2008-08-13,2017-08-30,URBANO,47646270,57366708,CAREPA,3F,5147,APARTADO
12072090,CHIGORODÓ,CHIGORODO,403-11,403-11,CLOSED,C41228,PRIMARIA,13.2,TSR,NORMAL,7.67088,-76.68068000000001,2008-10-08,2019-05-09,URBANO,57165638,57165639,CHIGORODO,3F,5172,APARTADO
12072168,CHIGORODÓ,CHIGORODO,403-11,403-11,CLOSED,C41229,PRIMARIA,13.2,TSR,NORMAL,7.670730000000001,-76.68413000000001,2008-10-08,2020-03-30,URBANO,57491462,57165693,CHIGORODO,3F,5172,APARTADO
12072305,CHIGORODÓ,CHIGORODO,403-11,403-12,OPEN,C41231,PRIMARIA,13.2,TSR,NORMAL,7.67225,-76.68753000000001,2008-10-09,2018-07-07,URBANO,57165807,57382865,CHIGORODO,3F,5172,APARTADO
12074326,CHIGORODÓ,CHIGORODO,403-11,403-11,CLOSED,C41230,PRIMARIA,13.2,TSR,NORMAL,7.67355,-76.6858,2008-10-18,2018-07-07,URBANO,57886735,57886738,CHIGORODO,3F,5172,APARTADO
12101850,CHIGORODÓ,CHIGORODO,403-15,403-15,CLOSED,C4380,PRIMARIA,13.2,RST,SALIDA DE CTO,7.672860000000001,-76.6782,2008-10-23,2018-07-07,URBANO,57166888,57166889,CHIGORODO,3F,5172,APARTADO
12102826,CAREPA,ZUNGO,405-11,412-13,OPEN,C403,PRIMARIA,13.2,RST,NORMAL,7.811310000000001,-76.7049,2008-10-28,2012-02-01,RURAL,57167247,57167248,ZUNGO,3F,5147,APARTADO
12172544,CHIGORODÓ,CAUCHERAS,404-12,403-16,OPEN,C4467,PRIMARIA,13.2,RST,NORMAL,7.548139999999999,-76.61153,2009-03-11,2018-07-07,RURAL,57648604,57648863,CAUCHERAS,3F,5172,APARTADO
12179009,TURBO,TURBO,402-12,402-12,CLOSED,C4175,PRIMARIA,13.2,TSR,NORMAL,8.09725,-76.73735,2009-05-05,2019-06-07,URBANO,47634122,57187988,TURBO,3F,5837,TURBO
12204133,APARTADÓ,APARTADO,401-11,401-12,OPEN,C41193,PRIMARIA,13.2,RST,NORMAL,7.88968,-76.62982,2009-07-28,2018-07-07,URBANO,47632503,57195170,APARTADO,3F,5045,APARTADO
12205929,APARTADÓ,APARTADO,401-13,401-13,CLOSED,C4480,PRIMARIA,13.2,STR,NORMAL,7.888780000000001,-76.6332,2009-08-03,2020-02-05,URBANO,57381948,57381949,APARTADO,3F,5045,APARTADO
12205941,APARTADÓ,APARTADO,401-13,401-13,CLOSED,C4476,PRIMARIA,13.2,RTS,NORMAL,7.88543,-76.63014,2009-08-03,2018-07-07,URBANO,47633119,57195727,APARTADO,3F,5045,APARTADO
12205957,APARTADÓ,APARTADO,401-11,401-13,OPEN,C41189,PRIMARIA,13.2,RST,NORMAL,7.8954699999999995,-76.63381,2009-08-03,2018-07-07,URBANO,57195732,57195739,APARTADO,3F,5045,APARTADO
12223085,APARTADÓ,APARTADO,401-17,401-17,CLOSED,C41625,PRIMARIA,13.2,STR,NORMAL,7.8768,-76.62767,2009-09-01,2018-07-07,URBANO,47633877,57378841,APARTADO,3F,5045,APARTADO
12233108,APARTADÓ,APARTADO,401-11,401-11,CLOSED,C41187,PRIMARIA,13.2,STR,NORMAL,7.88478,-76.62428,2009-09-16,2018-07-07,URBANO,57604427,57604429,APARTADO,3F,5045,APARTADO
12236479,TURBO,TURBO,402-16,411-13,OPEN,C441,PRIMARIA,13.2,RST,NORMAL,8.09319,-76.71325999999999,2009-09-19,2012-03-29,URBANO,57404337,57404339,TURBO,3F,5837,TURBO
12239979,CHIGORODÓ,CHIGORODO,403-13,403-13,CLOSED,C4871,PRIMARIA,13.2,RST,NORMAL,7.670669999999999,-76.68046,2009-09-22,2020-04-29,URBANO,57211340,57211341,CHIGORODO,3F,5172,APARTADO
12241060,APARTADÓ,APARTADO,401-18,401-16,OPEN,C4377,PRIMARIA,13.2,STR,NORMAL,7.8777800000000004,-76.63386,2009-09-23,2020-02-21,URBANO,57205986,57205989,APARTADO,3F,5045,APARTADO
12243836,TURBO,TURBO,402-14,402-16,OPEN,C435,PRIMARIA,13.2,TSR,NORMAL,8.09495,-76.71685,2009-09-25,2020-04-30,URBANO,57206867,57358376,TURBO,3F,5837,TURBO
12247825,CHIGORODÓ,CHIGORODO,403-12,403-13,OPEN,C4385,PRIMARIA,13.2,RST,NORMAL,7.66785,-76.67954,2009-09-30,2020-02-27,URBANO,57207975,57207970,CHIGORODO,3F,5172,APARTADO
12247853,APARTADÓ,APARTADO,401-18,401-18,CLOSED,C4668,PRIMARIA,13.2,STR,NORMAL,7.87967,-76.62853,2009-09-30,2019-06-07,URBANO,47633949,57207984,APARTADO,3F,5045,APARTADO
12252477,APARTADÓ,CAREPA,412-13,401-16,OPEN,C4165,PRIMARIA,13.2,SRT,NORMAL,7.82065,-76.64959,2009-10-06,2018-07-07,RURAL,57209310,57209312,CAREPA,3F,5045,APARTADO
12253286,APARTADÓ,APARTADO,401-13,401-14,OPEN,C4869,PRIMARIA,13.2,RTS,NORMAL,7.8825199999999995,-76.62608,2009-10-07,2018-07-07,URBANO,57374842,57379113,APARTADO,3F,5045,APARTADO
12253291,CAREPA,APARTADO,401-42,401-42,CLOSED,C4123,SUBTRANSMISION,44.0,TSR,NORMAL,7.790430000000001,-76.65311,2009-10-07,2014-04-28,RURAL,57567750,57567751,APARTADO,3F,5147,APARTADO
12253295,CAREPA,APARTADO,401-41,401-42,OPEN,C4148,SUBTRANSMISION,44.0,RST,NORMAL,7.777,-76.65605,2009-10-07,2019-11-20,RURAL,57844062,57987704,APARTADO,3F,5147,APARTADO
12259226,CHIGORODÓ,CHIGORODO,403-15,403-11,OPEN,C41227,PRIMARIA,13.2,RST,NORMAL,7.6709,-76.67973,2009-10-19,2018-07-07,URBANO,57211369,57211370,CHIGORODO,3F,5172,APARTADO
12259283,CHIGORODÓ,CHIGORODO,403-13,403-16,OPEN,C4582,PRIMARIA,13.2,TSR,NORMAL,7.66288,-76.67352,2009-10-19,2018-07-07,URBANO,47688965,57211392,CHIGORODO,3F,5172,APARTADO
12264547,CAREPA,ZUNGO,405-11,405-11,CLOSED,C401,PRIMARIA,13.2,RST,NORMAL,7.84805,-76.74095,2009-10-26,2012-01-27,RURAL,57392753,57291564,ZUNGO,3F,5147,APARTADO
12264555,CAREPA,ZUNGO,405-13,405-11,OPEN,C402,PRIMARIA,13.2,RST,NORMAL,7.8263300000000005,-76.73053,2009-10-26,2012-01-30,RURAL,47689352,47689261,ZUNGO,3F,5147,APARTADO
12264907,TURBO,URABA,411-43,411-43,CLOSED,C484,SUBTRANSMISION,44.0,RST,NORMAL,8.12545,-76.6927,2009-10-27,2018-08-09,RURAL,47146109,57212969,URABA,3F,5837,TURBO
12264909,TURBO,URABA,411-42,411-43,OPEN,C486,SUBTRANSMISION,44.0,TSR,NORMAL,8.12547,-76.69305,2009-10-27,2020-05-11,RURAL,70752932,47146108,URABA,3F,5837,TURBO
12266005,APARTADÓ,APARTADO,401-12,401-12,CLOSED,C41188,PRIMARIA,13.2,RST,NORMAL,7.88479,-76.62422,2009-10-28,2018-07-07,URBANO,57221676,57604428,APARTADO,3F,5045,APARTADO
12266011,APARTADÓ,APARTADO,401-11,401-11,CLOSED,C41185,PRIMARIA,13.2,STR,NORMAL,7.88219,-76.61858000000001,2009-10-28,2018-07-07,URBANO,57456644,57456645,APARTADO,3F,5045,APARTADO
12267352,MUTATÁ,CAUCHERAS,404-11,404-12,OPEN,C4162,PRIMARIA,13.2,RST,NORMAL,7.336760000000001,-76.4895,2009-10-29,2019-03-28,RURAL,57938412,57938423,CAUCHERAS,3F,5480,APARTADO
12267362,MUTATÁ,CAUCHERAS,404-12,404-12,CLOSED,C415,PRIMARIA,13.2,TSR,NORMAL,7.33673,-76.4895,2009-10-30,2019-03-28,RURAL,57938423,57938422,CAUCHERAS,3F,5480,APARTADO
12267368,MUTATÁ,CAUCHERAS,404-11,404-11,CLOSED,C4161,PRIMARIA,13.2,TSR,NORMAL,7.3368,-76.48892,2009-10-30,2019-03-28,RURAL,57938390,57938411,CAUCHERAS,3F,5480,APARTADO
12270031,APARTADÓ,APARTADO,401-15,401-15,CLOSED,C41080,PRIMARIA,13.2,RTS,NORMAL,7.88462,-76.63502,2009-11-04,2020-01-27,URBANO,47688546,57529045,APARTADO,3F,5045,APARTADO
12272928,SAN PEDRO DE URABÁ,S.PEDRO URABA,407-12,407-12,CLOSED,C4156,PRIMARIA,13.2,TSR,NORMAL,8.28538,-76.37834000000001,2009-11-07,2018-07-07,RURAL,47639598,57215547,S.PEDRO URABA,3F,5665,TURBO
12274195,CAREPA,ZUNGO,405-13,405-13,CLOSED,C4150,PRIMARIA,13.2,RST,NORMAL,7.84817,-76.74076,2017-05-03,2017-05-03,RURAL,57297239,57297240,ZUNGO,3F,5147,APARTADO
12282574,ARBOLETES,ARBOLETES,409-11,409-13,OPEN,C4158,PRIMARIA,13.2,RST,NORMAL,8.851510000000001,-76.42815,2009-11-20,2017-08-23,URBANO,57410012,57218330,ARBOLETES,3F,5051,TURBO
12282660,ARBOLETES,ARBOLETES,409-30,409-30,CLOSED,C4399,SUBTRANSMISION,44.0,RST,NORMAL,8.85297,-76.41812,2009-11-20,2016-06-16,RURAL,57738545,57738546,ARBOLETES,3F,5051,TURBO
12284806,TURBO,TURBO,402-16,402-16,OPEN,C438,PRIMARIA,13.2,RST,NORMAL,8.0915,-76.72853,2009-11-28,2020-05-06,URBANO,70751902,70751887,TURBO,3F,5837,TURBO
12284807,TURBO,TURBO,402-16,402-16,CLOSED,C437,PRIMARIA,13.2,RST,NORMAL,8.09292,-76.73111999999999,2009-11-28,2018-07-07,URBANO,47634761,57219120,TURBO,3F,5837,TURBO
12296316,TURBO,TURBO,402-14,402-14,OPEN,C436,PRIMARIA,13.2,RST,NORMAL,8.10009,-76.72125,2009-12-23,2017-09-07,URBANO,57223302,57223303,TURBO,3F,5837,TURBO
12297753,CAREPA,APARTADO,401-42,401-42,CLOSED,C4147,SUBTRANSMISION,44.0,TSR,NORMAL,7.78384,-76.6546,2009-12-29,2014-10-20,RURAL,57436991,57436992,APARTADO,3F,5147,APARTADO
12298430,APARTADÓ,APARTADO,401-16,401-16,CLOSED,C4375,PRIMARIA,13.2,RST,NORMAL,7.87713,-76.62592,2009-12-31,2018-07-07,URBANO,51142095,57230113,APARTADO,3F,5045,APARTADO
12298432,APARTADÓ,APARTADO,401-16,401-17,OPEN,C4376,PRIMARIA,13.2,RST,NORMAL,7.877089999999999,-76.63305,2009-12-31,2020-03-09,URBANO,47637030,57616224,APARTADO,3F,5045,APARTADO
12298770,CAREPA,APARTADO,401-41,412-41,OPEN,C4146,SUBTRANSMISION,44.0,TSR,NORMAL,7.77975,-76.65581999999999,2010-01-04,2019-11-19,RURAL,57802671,57987311,APARTADO,3F,5147,APARTADO
12301186,CAREPA,CAREPA,412-41,412-41,CLOSED,C4149,SUBTRANSMISION,44.0,TSR,NORMAL,7.81133,-76.70492,2010-01-07,2019-11-19,RURAL,57437205,57437249,CAREPA,3F,5147,APARTADO
12310274,APARTADÓ,APARTADO,401-15,401-15,CLOSED,C41079,PRIMARIA,13.2,RTS,NORMAL,7.883589999999999,-76.63415,2010-01-25,2018-07-07,URBANO,57231075,57231076,APARTADO,3F,5045,APARTADO
12310322,APARTADÓ,APARTADO,401-15,401-15,CLOSED,C41078,PRIMARIA,13.2,RTS,NORMAL,7.8824,-76.63280999999999,2010-01-25,2019-05-06,URBANO,47633338,57228251,APARTADO,3F,5045,APARTADO
12310698,APARTADÓ,APARTADO,401-18,401-18,CLOSED,C41274,PRIMARIA,13.2,RTS,NORMAL,7.879339999999999,-76.63343,2010-01-26,2018-07-07,URBANO,57775496,57228348,APARTADO,3F,5045,APARTADO
12312126,CHIGORODÓ,CHIGORODO,403-13,403-13,CLOSED,C4872,PRIMARIA,13.2,RST,NORMAL,7.665830000000001,-76.67707,2010-01-28,2019-06-07,URBANO,47635413,57228850,CHIGORODO,3F,5172,APARTADO
12315512,TURBO,TURBO,402-16,402-16,CLOSED,C4118,PRIMARIA,13.2,RST,NORMAL,8.09218,-76.72761,2010-02-02,2019-05-07,URBANO,57363811,57363810,TURBO,3F,5837,TURBO
12321480,TURBO,TURBO,402-15,402-15,CLOSED,C4169,PRIMARIA,13.2,TSR,NORMAL,8.095089999999999,-76.72700999999999,2010-02-09,2012-05-07,URBANO,57361037,57361038,TURBO,3F,5837,TURBO
12321481,TURBO,TURBO,402-15,402-15,CLOSED,C4170,PRIMARIA,13.2,TSR,NORMAL,8.092189999999999,-76.72596,2010-02-09,2012-05-07,URBANO,57232200,57232201,TURBO,3F,5837,TURBO
12321487,TURBO,TURBO,402-15,402-16,OPEN,C4173,PRIMARIA,13.2,RST,NORMAL,8.09046,-76.72711,2010-02-09,2013-01-25,URBANO,57471373,51145142,TURBO,3F,5837,TURBO
12325181,APARTADÓ,APARTADO,401-18,401-18,CLOSED,C41273,PRIMARIA,13.2,RTS,NORMAL,7.87825,-76.63314,2010-02-12,2018-07-07,URBANO,57240192,57775494,APARTADO,3F,5045,APARTADO
12355202,CHIGORODÓ,CHIGORODO,403-16,403-16,CLOSED,C4671,PRIMARIA,13.2,RST,NORMAL,7.6586,-76.67105,2010-03-09,2018-07-07,RURAL,47636245,57244351,CHIGORODO,3F,5172,APARTADO
12359500,TURBO,URABA,411-12,411-12,CLOSED,C446,PRIMARIA,13.2,TSR,NORMAL,8.03133,-76.64805,2010-03-15,2013-06-11,RURAL,47642544,57245790,URABA,3F,5837,TURBO
12359515,TURBO,URABA,411-41,411-41,CLOSED,C456,SUBTRANSMISION,44.0,RST,NORMAL,7.931080000000001,-76.62151,2010-03-15,2018-07-07,RURAL,57429174,57429175,URABA,3F,5837,TURBO
12359530,TURBO,URABA,411-11,411-11,CLOSED,C41330,PRIMARIA,13.2,RST,NORMAL,8.00506,-76.64086,2010-03-15,2017-04-04,RURAL,57388057,57388059,URABA,3F,5837,TURBO
12368655,TURBO,TURBO,402-15,402-15,OPEN,C4171,PRIMARIA,13.2,RST,NORMAL,8.0904,-76.72576,2010-03-29,2020-06-24,URBANO,70762154,70762155,TURBO,3F,5837,TURBO
12369460,MUTATÁ,CAUCHERAS,404-11,404-11,CLOSED,C4163,PRIMARIA,13.2,TSR,NORMAL,7.3039,-76.48549,2010-04-05,2020-05-04,RURAL,57364740,57364741,CAUCHERAS,3F,5480,APARTADO
12370573,SAN PEDRO DE URABÁ,S.PEDRO URABA,407-12,407-11,OPEN,C4155,PRIMARIA,13.2,RST,NORMAL,8.27707,-76.37889,2010-04-06,2018-07-07,URBANO,57531063,57531374,S.PEDRO URABA,3F,5665,TURBO
12375355,APARTADÓ,APARTADO,401-15,401-18,OPEN,C41082,PRIMARIA,13.2,RST,NORMAL,7.88076,-76.63299,2010-04-13,2018-07-07,URBANO,57155988,57251516,APARTADO,3F,5045,APARTADO
12384070,TURBO,TURBO,402-16,402-16,CLOSED,C440,PRIMARIA,13.2,RST,NORMAL,8.0943,-76.71735,2010-04-27,2012-03-29,URBANO,57254392,57254393,TURBO,3F,5837,TURBO
12390864,TURBO,URABA,411-11,411-11,OPEN,C4192,PRIMARIA,13.2,RST,NORMAL,7.98751,-76.6357,2010-05-07,2016-11-24,RURAL,47642234,53145357,URABA,3F,5837,TURBO
12393619,TURBO,URABA,411-44,411-44,CLOSED,C4109,SUBTRANSMISION,44.0,RST,NORMAL,8.20293,-76.52534,2010-05-13,2012-09-11,RURAL,57257725,57257728,URABA,3F,5837,TURBO
12393628,TURBO,URABA,411-44,411-44,CLOSED,C4108,SUBTRANSMISION,44.0,TSR,NORMAL,8.10265,-76.61081999999999,2010-05-13,2012-09-06,RURAL,47146236,57257734,URABA,3F,5837,TURBO
