G3E_FID,DEPARTAMEN,MUNICIPIO,COMUNA,BARRIO,VEREDA,SUBESTACIO,CIRCUITO,CIRCUITO_S,EST_ESTABL,CODIGO,TIPO_RED,TENSION,FASES,USO,FID_ANTERI,COOR_X,COOR_Y,COOR_Z,COOR_GPS_L,COOR_GPS_1,FECHA_COLO,FECHA_INST,FECHA_MODI,CLASIFICAC,NODO1_ID,NODO2_ID,EST_OPERAT,TIPO_RED_C,SUBESTACI1,CIRCUITO_C,TENSION_CO,FASES_CONN,CAPACIDAD_,FECHA_ACTU,NUMERO_FAS,DEPARTAME1,MUNICIPIO_,SUBREGION
21317911,ANTIOQUIA,APARTADÓ,,,SALSIPUEDES,APARTADO,401-11,401-11,CLOSED,C59192,PRIMARIA,13.2,RST,NORMAL,21317911,,,,7.87522,-76.60791,1/23/2020,2/4/2020,2/12/2020,URBANO,58005151,58005152,CLOSED,PRIMARIA,APARTADO,401-11,13.2,RST,600,1/23/2020,3F,5,5045,APARTADO
21317915,ANTIOQUIA,APARTADÓ,,,SALSIPUEDES,APARTADO,401-11,401-11,CLOSED,C59193,PRIMARIA,13.2,RST,NORMAL,21317915,,,,7.87527,-76.60784,1/23/2020,2/4/2020,2/12/2020,URBANO,58005153,58005154,CLOSED,PRIMARIA,APARTADO,401-11,13.2,RST,0,1/23/2020,3F,5,5045,APARTADO
21317986,ANTIOQUIA,APARTADÓ,,,SALSIPUEDES,APARTADO,401-11,401-11,CLOSED,C59194,PRIMARIA,13.2,RST,NORMAL,21317986,,,,7.87506,-76.60877,1/23/2020,1/23/2020,2/12/2020,URBANO,58005145,58005146,CLOSED,PRIMARIA,APARTADO,401-11,13.2,RST,600,1/23/2020,3F,5,5045,APARTADO
21320525,ANTIOQUIA,CHIGORODÓ,,,EL DOS,CHIGORODO,403-16,403-16,OPEN,C59252,PRIMARIA,13.2,RST,NORMAL,21320525,,,,7.58632,-76.63235,1/27/2020,3/3/2020,3/16/2020,RURAL,57798527,58013881,CLOSED,PRIMARIA,CHIGORODO,403-16,13.2,RST,600,1/27/2020,3F,5,5172,APARTADO
21337788,ANTIOQUIA,MUTATÁ,,,BEDO PINAL,CAUCHERAS,404-11,605-14,OPEN,C59551,PRIMARIA,7.621,T,NORMAL,21337788,,,,7.19805,-76.41281,2/14/2020,2/11/2020,3/30/2020,RURAL,53155594,58005755,CLOSED,PRIMARIA,CAUCHERAS,404-11,7.621,T,600,2/14/2020,1F,5,5480,APARTADO
21337962,ANTIOQUIA,TURBO,TURBO,SAN MARTIN,TURBO,TURBO,402-15,402-15,CLOSED,C59552,PRIMARIA,13.2,RST,NORMAL,21337962,,,,8.09043,-76.72572,2/14/2020,2/14/2020,6/24/2020,URBANO,70762154,58005811,CLOSED,PRIMARIA,TURBO,402-15,13.2,RST,0,2/14/2020,3F,5,5837,TURBO
21337967,ANTIOQUIA,TURBO,TURBO,SAN MARTIN,,TURBO,402-15,402-15,CLOSED,C59553,PRIMARIA,13.2,RST,NORMAL,21337967,,,,8.09043,-76.72581,2/14/2020,2/14/2020,6/24/2020,URBANO,58005813,70762155,CLOSED,PRIMARIA,TURBO,402-15,13.2,RST,0,2/14/2020,3F,5,5837,TURBO
21345612,ANTIOQUIA,APARTADÓ,APARTADÓ,FUNDADORES,APARTADO,APARTADO,401-15,401-15,OPEN,C59732,PRIMARIA,13.2,STR,NORMAL,21345612,,,,7.88311,-76.63229,2/24/2020,2/24/2020,2/27/2020,URBANO,57375633,58009321,CLOSED,PRIMARIA,APARTADO,401-15,13.2,STR,0,2/24/2020,3F,5,5045,APARTADO
21345622,ANTIOQUIA,APARTADÓ,APARTADÓ,FUNDADORES,APARTADO,APARTADO,401-15,401-15,CLOSED,C59734,PRIMARIA,13.2,STR,NORMAL,21345622,,,,7.88317,-76.63232,2/24/2020,2/24/2020,2/27/2020,URBANO,57375633,58009319,CLOSED,PRIMARIA,APARTADO,401-15,13.2,STR,0,2/24/2020,3F,5,5045,APARTADO
21345627,ANTIOQUIA,APARTADÓ,APARTADÓ,FUNDADORES,APARTADO,APARTADO,401-15,401-15,CLOSED,C59735,PRIMARIA,13.2,STR,NORMAL,21345627,,,,7.88308,-76.63235,2/24/2020,2/24/2020,2/27/2020,URBANO,58009320,58009321,CLOSED,PRIMARIA,APARTADO,401-15,13.2,STR,0,2/24/2020,3F,5,5045,APARTADO
21348116,ANTIOQUIA,APARTADÓ,APARTADÓ,LA CHINITA,APARTADO,APARTADO,401-13,401-13,CLOSED,C59791,PRIMARIA,13.2,RTS,NORMAL,21348116,,,,7.8877,-76.63064,2/26/2020,2/21/2020,3/17/2020,URBANO,57380411,58008831,CLOSED,PRIMARIA,APARTADO,401-13,13.2,RTS,600,2/26/2020,3F,5,5045,APARTADO
21348122,ANTIOQUIA,APARTADÓ,APARTADÓ,LA CHINITA,APARTADO,APARTADO,401-13,401-13,CLOSED,C59792,PRIMARIA,13.2,RTS,NORMAL,21348122,,,,7.88772,-76.63074,2/26/2020,2/21/2020,3/19/2020,URBANO,58008832,58014639,CLOSED,PRIMARIA,APARTADO,401-13,13.2,RTS,600,2/26/2020,3F,5,5045,APARTADO
21348125,ANTIOQUIA,APARTADÓ,APARTADÓ,LA CHINITA,APARTADO,APARTADO,401-13,401-13,OPEN,C59793,PRIMARIA,13.2,RTS,NORMAL,21348125,,,,7.88768,-76.6307,2/26/2020,2/21/2020,3/19/2020,URBANO,57380411,58014639,CLOSED,PRIMARIA,APARTADO,401-13,13.2,RTS,600,2/26/2020,3F,5,5045,APARTADO
21350842,ANTIOQUIA,TURBO,TURBO,SAN MARTIN,NUEVA COLONIA,NUEVA COLONIA,406-12,406-12,CLOSED,C59814,PRIMARIA,13.2,SRT,NORMAL,21350842,,,,7.93355,-76.71432,2/27/2020,2/27/2020,3/3/2020,RURAL,47639475,58010518,CLOSED,PRIMARIA,NUEVA COLONIA,406-12,13.2,SRT,0,2/27/2020,3F,5,5837,TURBO
21350843,ANTIOQUIA,TURBO,TURBO,SAN MARTIN,NUEVA COLONIA,NUEVA COLONIA,406-12,406-12,CLOSED,C59815,PRIMARIA,13.2,SRT,NORMAL,21350843,,,,7.93364,-76.71436,2/27/2020,2/27/2020,3/3/2020,RURAL,58010519,58010520,CLOSED,PRIMARIA,NUEVA COLONIA,406-12,13.2,SRT,0,2/27/2020,3F,5,5837,TURBO
21359339,ANTIOQUIA,TURBO,TURBO,EL CENTRO,,TURBO,402-16,402-16,CLOSED,C59991,PRIMARIA,13.2,RST,NORMAL,21359339,,,,8.09154,-76.7285,3/9/2020,3/18/2020,5/6/2020,URBANO,70751902,70751884,CLOSED,PRIMARIA,TURBO,402-16,13.2,RST,0,3/9/2020,3F,5,5837,TURBO
21359356,ANTIOQUIA,TURBO,TURBO,EL CENTRO,,TURBO,402-16,402-16,CLOSED,C59992,PRIMARIA,13.2,RST,NORMAL,21359356,,,,8.0915,-76.72858,3/9/2020,3/18/2020,5/6/2020,URBANO,70751886,70751887,CLOSED,PRIMARIA,TURBO,402-16,13.2,RST,0,3/9/2020,3F,5,5837,TURBO
22524911,ANTIOQUIA,NECOCLÍ,,,BOTIJUELA,NECOCLI,415-13,415-13,CLOSED,C60413,PRIMARIA,7.621,R,NORMAL,22524911,,,,8.49779,-76.71489,4/2/2020,9/26/2019,4/2/2020,RURAL,58678276,47643963,CLOSED,PRIMARIA,NECOCLI,415-13,7.621,R,0,4/2/2020,1F,5,5490,TURBO
22524912,ANTIOQUIA,NECOCLÍ,,,BOTIJUELA,NECOCLI,415-13,415-13,CLOSED,C60414,PRIMARIA,13.2,RST,NORMAL,22524912,,,,8.49789,-76.71486,4/2/2020,9/26/2019,4/2/2020,RURAL,58678269,58678282,CLOSED,PRIMARIA,NECOCLI,415-13,13.2,RST,0,4/2/2020,3F,5,5490,TURBO
31293084,ANTIOQUIA,NECOCLÍ,,,EL VALE PAVAS,NECOCLI,415-13,415-13,CLOSED,C61000,PRIMARIA,13.2,TSR,NORMAL,31293084,,,,8.47922,-76.73127,5/5/2020,9/25/2019,5/6/2020,RURAL,57961375,70751542,CLOSED,PRIMARIA,NECOCLI,415-13,13.2,TSR,600,5/5/2020,3F,5,5490,TURBO
