G3E_FID,MUNICIPIO,COMUNA,BARRIO,VEREDA,UBICACION,SUBESTACIO,CIRCUITO,CIRCUITO_S,EST_ESTABL,CODIGO,TIPO_RED,TENSION,FASES,CAPACIDAD_,NRO_OPERAC,MODELO,VALORES_PL,CORRIENTE1,CURVAS_OPE,NRO_DISP_C,NRO_DISP_1,COMUNICACI,BIDIRECCIO,FID_ANTERI,COOR_X,COOR_Y,COOR_Z,COOR_GPS_L,COOR_GPS_1,FECHA_COLO,FECHA_MODI,JOB_COLOCA,DIRECCION,CLASIFICAC,NODO1_ID,NODO2_ID,EST_OPERAT,TIPO_RED_C,SUBESTACI1,CIRCUITO_C,TENSION_CO,FASES_CONN,UBICACION_,FECHA_ACTU,MUNICIPIO_,SUBREGION
13966266,TURBO,,,PARAISO TULAPA,,NECOCLI,415-12,415-12,CLOSED,R1275,PRIMARIA,7.621,R,,0,,,,,,,,,13966266,,,,8.36255,-76.61072,2/2/2017,6/9/2020,REQ_81046,,RURAL,57792876,57792880,CLOSED,PRIMARIA,NECOCLI,415-12,7.621,R,13966266-5,4/16/2018,5837,TURBO
13966943,SAN JUAN DE URABÁ,,,SAN JUAN DE URABA,,ARBOLETES,409-12,409-12,CLOSED,R1265,PRIMARIA,13.2,RST,,0,,,,,,,,,13966943,,,,8.75677,-76.52875,2/3/2017,12/27/2019,WO#571,,RURAL,57487252,57793143,CLOSED,PRIMARIA,ARBOLETES,409-12,13.2,RST,13966943-5,4/13/2018,5659,TURBO
13967092,NECOCLÍ,,,PUEBLO NUEVO,,NECOCLI,415-12,415-12,CLOSED,R1269,PRIMARIA,13.2,STR,,0,,,,,,,,,13967092,,,,8.42015,-76.64649,2/3/2017,6/9/2020,WO#571,,RURAL,57310102,57310129,CLOSED,PRIMARIA,NECOCLI,415-12,13.2,STR,13967092-5,4/16/2018,5490,TURBO
13967124,NECOCLÍ,,,PUEBLO NUEVO,,NECOCLI,415-12,415-12,CLOSED,R1274,PRIMARIA,13.2,STR,,0,,,,,,,,,13967124,,,,8.41041,-76.64414,2/3/2017,6/9/2020,WO#571,,RURAL,57964369,58003463,CLOSED,PRIMARIA,NECOCLI,415-12,13.2,STR,13967124-5,4/16/2018,5490,TURBO
14010289,APARTADÓ,APARTADÓ,LA CHINITA,APARTADO,,APARTADO,401-11,401-11,CLOSED,R1223,PRIMARIA,13.2,STR,,0,,,,,,,,,14010289,,,,7.8891,-76.6277,4/3/2017,12/27/2019,REQ_38620,,URBANO,57808042,57808043,CLOSED,PRIMARIA,APARTADO,401-11,13.2,STR,14010289-5,4/16/2018,5045,APARTADO
14063242,CHIGORODÓ,CHIGORODÓ,CHIGORODO,CHIGORODO,,CHIGORODO,403-13,403-13,CLOSED,R1337,PRIMARIA,13.2,RST,,0,,,,,,,,,14063242,,,,7.66479,-76.67581,7/6/2017,6/9/2020,NORTE-METR,,URBANO,57389288,57825465,CLOSED,PRIMARIA,CHIGORODO,403-13,13.2,RST,14063242-5,2/28/2018,5172,APARTADO
14063731,TURBO,,,MONO MACHO,,URABA,411-13,410-11,OPEN,R1301,PRIMARIA,7.621,T,,0,,,,,,,,,14063731,,,,8.17374,-76.53048,7/7/2017,12/27/2019,URABA-NORTE,,RURAL,57782461,57788318,CLOSED,PRIMARIA,URABA,411-13,7.621,T,14063731-5,4/16/2018,5837,TURBO
14063844,TURBO,,,CARACOLI,,URABA,411-13,411-13,CLOSED,R1303,PRIMARIA,7.621,T,,0,,,,,,,,,14063844,,,,8.12566,-76.57975,7/7/2017,12/27/2019,URABA-NORTE,,RURAL,57891012,57891013,CLOSED,PRIMARIA,URABA,411-13,7.621,T,14063844-5,4/16/2018,5837,TURBO
14063917,TURBO,,,PUEBLO BELLO,,PUEBLO BELLO,410-11,410-11,CLOSED,R1335,PRIMARIA,7.621,T,,0,,,,,,,,,14063917,,,,8.20402,-76.52579,7/7/2017,6/9/2020,URABA-NORTE,,RURAL,47641533,57825654,CLOSED,PRIMARIA,PUEBLO BELLO,410-11,7.621,T,14063917-5,4/10/2018,5837,TURBO
14065373,APARTADÓ,,,EL OSITO,,NUEVA COLONIA,406-11,406-11,CLOSED,R1332,PRIMARIA,13.2,RT,,0,,,,,,,,,14065373,,,,7.92604,-76.62011,7/10/2017,6/9/2020,URABA-NORTE,,RURAL,57391482,57391483,CLOSED,PRIMARIA,NUEVA COLONIA,406-11,13.2,RT,14065373-5,4/16/2018,5045,APARTADO
14065414,TURBO,,,EL DOS,,URABA,411-13,411-13,CLOSED,R1302,PRIMARIA,13.2,RST,,0,,,,,,,,,14065414,,,,8.12659,-76.68271,7/10/2017,6/9/2020,URABA-NORTE,,RURAL,57999327,57999326,CLOSED,PRIMARIA,URABA,411-13,13.2,RST,14065414-5,4/16/2018,5837,TURBO
14065543,CAREPA,,,CHIRIDO,,CAREPA,412-11,412-11,CLOSED,R1300,PRIMARIA,7.621,T,,0,,,,,,,,,14065543,,,,7.74787,-76.70453,7/10/2017,6/9/2020,URABA-NORTE,,RURAL,47643120,57826187,CLOSED,PRIMARIA,CAREPA,412-11,7.621,T,14065543-5,4/10/2018,5147,APARTADO
14065604,SAN PEDRO DE URABÁ,SAN PEDRO DE URABÁ,ZOILA LOPEZ,SAN PEDRO DE URABA,,S.PEDRO URABA,407-13,407-13,CLOSED,R1333,PRIMARIA,13.2,SRT,,0,,,,,,,,,14065604,,,,8.28753,-76.38984,7/10/2017,6/9/2020,URABA-NORTE,,URBANO,47674544,57492408,CLOSED,PRIMARIA,S.PEDRO URABA,407-13,13.2,SRT,14065604-5,4/11/2018,5665,TURBO
14065656,APARTADÓ,,,EL TIGRE,,APARTADO,401-11,401-11,CLOSED,R1230,PRIMARIA,7.621,S,,0,,,,,,,,,14065656,,,,7.89561,-76.61527,7/10/2017,6/9/2020,CAL_,,RURAL,47688326,57826226,CLOSED,PRIMARIA,APARTADO,401-11,7.621,S,14065656-5,4/16/2018,5045,APARTADO
14065668,TURBO,,,BONGA,,PUEBLO BELLO,410-11,410-11,CLOSED,R1336,PRIMARIA,7.621,R,,0,,,,,,,,,14065668,,,,8.21416,-76.51151,7/10/2017,6/9/2020,URABA-NORTE,,RURAL,57987937,57987938,CLOSED,PRIMARIA,PUEBLO BELLO,410-11,7.621,R,14065668-5,4/10/2018,5837,TURBO
14088489,ARBOLETES,,,EL GUAIMARO,,ARBOLETES,409-11,409-11,CLOSED,R1334,PRIMARIA,7.621,R,,0,,,,,,,,,14088489,,,,8.83947,-76.40997,8/1/2017,6/9/2020,STP_120842,,RURAL,57831058,57831059,CLOSED,PRIMARIA,ARBOLETES,409-11,7.621,R,14088489-5,4/9/2018,5051,TURBO
14089839,APARTADÓ,APARTADÓ,SIN NOMBRE,APARTADO,,APARTADO,401-16,401-16,CLOSED,R1370,PRIMARIA,13.2,STR,,0,,,,,,,,,14089839,,,,7.87456,-76.63504,8/3/2017,6/9/2020,STP_122226,,URBANO,57831474,57831475,CLOSED,PRIMARIA,APARTADO,401-16,13.2,STR,14089839-5,4/10/2018,5045,APARTADO
14095226,CHIGORODÓ,,,EL VIJAO,,CHIGORODO,403-14,403-14,CLOSED,R1367,PRIMARIA,7.621,S,,0,,,,,,,,,14095226,,,,7.69383,-76.67425,8/17/2017,6/9/2020,STP_124245,,RURAL,47635521,57845575,CLOSED,PRIMARIA,CHIGORODO,403-14,7.621,S,14095226-5,4/11/2018,5172,APARTADO
14095300,NECOCLÍ,,,RIO NECOCLI,,NECOCLI,415-11,415-11,CLOSED,R1368,PRIMARIA,7.621,T,,0,,,,,,,,,14095300,,,,8.49679,-76.80661,8/17/2017,6/9/2020,STP_124251,,RURAL,57409303,57439851,CLOSED,PRIMARIA,NECOCLI,415-11,7.621,T,14095300-5,4/13/2018,5490,TURBO
14104511,TURBO,,,BONGA,,PUEBLO BELLO,410-11,410-11,CLOSED,R1396,PRIMARIA,7.621,R,,0,,,,,,,,,14104511,,,,8.21411,-76.51145,9/11/2017,6/9/2020,STP_129082,,RURAL,57987945,57987947,CLOSED,PRIMARIA,PUEBLO BELLO,410-11,7.621,R,14104511-5,4/4/2019,5837,TURBO
14106296,ARBOLETES,,,ATOYOSA,,S.PEDRO URABA,407-41,407-41,CLOSED,R1393,SUBTRANSMISION,44,TSR,,0,,,,,,,,,14106296,,,,8.6862,-76.42247,9/13/2017,12/27/2019,STP_128354,,RURAL,57837122,57837123,CLOSED,SUBTRANSMISION,S.PEDRO URABA,407-41,44,TSR,6001358-5,3/1/2018,5051,TURBO
14106437,CAREPA,,,CARACOLI,,CAREPA,412-14,412-14,CLOSED,R1425,PRIMARIA,7.621,S,,0,,,,,,,,,14106437,,,,7.76435,-76.51433,9/13/2017,6/9/2020,STP_128364,,RURAL,57195961,57512184,CLOSED,PRIMARIA,CAREPA,412-14,7.621,S,14106437-5,3/24/2018,5147,APARTADO
14113305,CHIGORODÓ,CHIGORODÓ,CHIGORODO,CHIGORODO,,CHIGORODO,403-11,403-11,CLOSED,R1424,PRIMARIA,13.2,TSR,,0,,,,,,,,,14113305,,,,7.6708,-76.68367,9/27/2017,12/27/2019,REQ_44576,,URBANO,57839426,57839432,CLOSED,PRIMARIA,CHIGORODO,403-11,13.2,TSR,14113305-5,2/19/2018,5172,APARTADO
14113937,TURBO,TURBO,JESUS MORA,TURBO,,TURBO,402-14,402-14,CLOSED,R1395,PRIMARIA,13.2,TSR,,0,,,,,,,,,14113937,,,,8.09592,-76.72868,9/29/2017,6/9/2020,REQ_44655,,URBANO,57839638,57839640,CLOSED,PRIMARIA,TURBO,402-14,13.2,TSR,14113937-5,4/16/2018,5837,TURBO
14124784,CAREPA,,,CASA VERDE,,APARTADO,401-42,401-42,CLOSED,R1471,SUBTRANSMISION,44,TSR,,0,,,,,,,,,14124784,,,,7.79191,-76.6529,10/23/2017,12/27/2019,STP_135883,,RURAL,57844369,57844370,CLOSED,SUBTRANSMISION,APARTADO,401-42,44,TSR,6001369-5,4/12/2018,5147,APARTADO
14126637,CAREPA,,,CASA VERDE,,APARTADO,401-41,401-41,CLOSED,R1422,SUBTRANSMISION,44,TSR,,0,,,,,,,,,14126637,,,,7.78107,-76.65552,10/27/2017,12/27/2019,STP_135663,,RURAL,57843283,57843285,CLOSED,SUBTRANSMISION,APARTADO,401-41,44,TSR,6001372-5,4/10/2018,5147,APARTADO
14139461,CAREPA,,,CASA VERDE,,APARTADO,401-41,401-42,OPEN,R1423,SUBTRANSMISION,44,RST,600,0,VBM,,,,,,,,14139461,,,,7.77699,-76.65602,11/9/2017,12/27/2019,REQ_45988,,RURAL,57844062,57987704,CLOSED,SUBTRANSMISION,APARTADO,401-41,44,RST,6001372-5,4/10/2018,5147,APARTADO
14154739,SAN PEDRO DE URABÁ,SAN PEDRO DE URABÁ,ZOILA LOPEZ,SAN PEDRO DE URABA,,S.PEDRO URABA,407-11,407-11,CLOSED,R1295,PRIMARIA,13.2,RST,600,0,,,,,,,,,14154739,745201.819,1408967.804,,8.28761,-76.38977,12/7/2017,12/27/2019,REQ46710,,URBANO,53153845,57873163,CLOSED,PRIMARIA,S.PEDRO URABA,407-11,13.2,RST,13094487-5,4/16/2018,5665,TURBO
14154740,SAN PEDRO DE URABÁ,SAN PEDRO DE URABÁ,ZOILA LOPEZ,SAN PEDRO DE URABA,,S.PEDRO URABA,407-12,407-12,CLOSED,R1296,PRIMARIA,13.2,RST,600,0,,,,,,,,,14154740,745191.973,1408970.238,,8.2876,-76.38976,12/7/2017,12/27/2019,REQ46710,,URBANO,57241260,57241262,CLOSED,PRIMARIA,S.PEDRO URABA,407-12,13.2,RST,13094604-5,4/16/2018,5665,TURBO
14154743,SAN PEDRO DE URABÁ,SAN PEDRO DE URABÁ,ZOILA LOPEZ,SAN PEDRO DE URABA,,S.PEDRO URABA,407-13,407-13,CLOSED,R1297,PRIMARIA,13.2,SRT,600,0,,,,,,,,,14154743,745194.446,1408959.484,,8.28753,-76.38983,12/7/2017,12/27/2019,REQ46712,,URBANO,51147396,47674544,CLOSED,PRIMARIA,S.PEDRO URABA,407-13,13.2,SRT,13092809-5,4/11/2018,5665,TURBO
14155968,SAN PEDRO DE URABÁ,SAN PEDRO DE URABÁ,ZOILA LOPEZ,SAN PEDRO DE URABA,,S.PEDRO URABA,407-41,407-41,CLOSED,R1294,SUBTRANSMISION,44,TSR,600,0,,,,,,,,,14155968,,,,8.28761,-76.38998,12/12/2017,12/27/2019,REQ46587,,URBANO,57750757,57678653,CLOSED,SUBTRANSMISION,S.PEDRO URABA,407-41,44,TSR,6001358-5,3/1/2018,5665,TURBO
14157636,TURBO,,,SINAI,,URABA,411-44,411-44,CLOSED,R1394,SUBTRANSMISION,44,RST,600,0,,,,,,,,,14157636,,,,8.20825,-76.52176,12/18/2017,12/27/2019,ZSUROCC,,RURAL,57832545,57832567,CLOSED,SUBTRANSMISION,URABA,411-44,44,RST,6001333-5,12/19/2017,5837,TURBO
14200381,ARBOLETES,,,ATOYOSA,,LA ATOYOSA,414-13,414-13,CLOSED,R1270,PRIMARIA,13.2,RST,600,0,,,,,,,,,14200381,,,,8.69485,-76.42432,3/6/2018,6/9/2020,REQ_48896,,RURAL,57253477,57868661,CLOSED,PRIMARIA,LA ATOYOSA,414-13,13.2,RST,14200381-5,10/6/2018,5051,TURBO
14235796,APARTADÓ,,,VIJAGUAL,,CAREPA,412-13,412-13,CLOSED,R1512,PRIMARIA,13.2,ST,630,0,EVRC2A-N,,,,,,,SI,14235796,,,,7.80084,-76.63956,5/29/2018,6/9/2020,2-may,,RURAL,57881887,57881890,CLOSED,PRIMARIA,CAREPA,412-13,13.2,ST,14235796-5,5/30/2018,5045,APARTADO
14262511,ARBOLETES,,,MARSELLA,,S.PEDRO URABA,407-12,414-12,OPEN,R1502,PRIMARIA,13.2,RS,630,0,EVRC2A-NT,,,,,,,SI,14262511,,,,8.54462,-76.37618,7/19/2018,1/1/2020,4-jul,,RURAL,57635946,57844841,CLOSED,PRIMARIA,S.PEDRO URABA,407-12,13.2,RS,13491388-5,7/20/2018,5051,TURBO
14263507,APARTADÓ,,,CHURIDO PUENTE,,APARTADO,401-16,401-16,CLOSED,R1087,PRIMARIA,13.2,RTS,,4,,"15 kV	630 A	12.5 kA
",800,"DT(0.01) - IEC EI (0.1)
",1,3,NO TIENE,NO,14263507,716757.605,1360272.078,,7.84615,-76.64492,7/24/2018,6/9/2020,4-jul,,RURAL,58010913,58010932,CLOSED,PRIMARIA,APARTADO,401-16,13.2,RTS,12496279-5,7/25/2018,5045,APARTADO
14272467,TURBO,,,27 DE DICIEMBRE,,URABA,411-43,411-43,CLOSED,R1472,SUBTRANSMISION,44,RST,600,0,,,,,,,,,14272467,,,,8.19759,-76.74481,8/9/2018,12/27/2019,WO#650,,RURAL,57801336,57801337,CLOSED,SUBTRANSMISION,URABA,411-43,44,RST,6001334-5,8/10/2018,5837,TURBO
14272734,NECOCLÍ,NECOCLÍ,PARROQUIAL,VIRGEN DEL COBRE,,NECOCLI,415-13,415-13,CLOSED,R1511,PRIMARIA,13.2,RST,630,0,ETR300-R,,,,,,,SI,14272734,702010.594,1424675.436,,8.42701,-76.78242,8/10/2018,11/18/2019,WO#650,,URBANO,53144984,57493394,CLOSED,PRIMARIA,NECOCLI,415-13,13.2,RST,13094793-5,8/13/2018,5490,TURBO
14272740,NECOCLÍ,NECOCLÍ,PARROQUIAL,VIRGEN DEL COBRE,,NECOCLI,415-11,415-11,CLOSED,R1509,PRIMARIA,13.2,RST,630,0,ETR300-R,,,,,,,SI,14272740,702013.494,1424676.485,,8.42702,-76.7824,8/10/2018,11/18/2019,WO#650,,URBANO,57296035,57493405,CLOSED,PRIMARIA,NECOCLI,415-11,13.2,RST,13094813-5,8/13/2018,5490,TURBO
14272745,NECOCLÍ,NECOCLÍ,PARROQUIAL,VIRGEN DEL COBRE,,NECOCLI,415-12,415-12,CLOSED,R1510,PRIMARIA,13.2,RST,630,0,ETR300-R,,,,,,,SI,14272745,702016.296,1424674.393,,8.42701,-76.78238,8/10/2018,4/20/2020,WO#650,,URBANO,70747764,57199084,CLOSED,PRIMARIA,NECOCLI,415-12,13.2,RST,13094722-5,8/13/2018,5490,TURBO
14282466,TURBO,TURBO,UNIBAN,NUEVA COLONIA,,NUEVA COLONIA,406-12,406-12,CLOSED,R1534,PRIMARIA,13.2,RST,630,0,ETR300-R,,,,,,,SI,14282466,,,,7.93332,-76.71592,9/6/2018,6/9/2020,1-sep,,RURAL,57378993,57911372,CLOSED,PRIMARIA,NUEVA COLONIA,406-12,13.2,RST,14282466-5,9/7/2018,5837,TURBO
14288766,ARBOLETES,,,ATOYOSA,,LA ATOYOSA,414-13,414-13,CLOSED,R793,PRIMARIA,13.2,RST,6.3,0,,,,,,,,NO,14288766,,,,8.6859,-76.42267,9/24/2018,5/27/2020,1-sep,,RURAL,57901322,57902882,CLOSED,PRIMARIA,LA ATOYOSA,414-13,13.2,RST,14288766-5,9/25/2018,5051,TURBO
14296563,ARBOLETES,,,EL CARMELO,,LA ATOYOSA,414-12,414-12,CLOSED,R1089,PRIMARIA,13.2,TR,,0,,,,,,,,NO,14296563,,,,8.62424,-76.3737,10/9/2018,6/9/2020,2-oct,,RURAL,57915497,57915500,CLOSED,PRIMARIA,LA ATOYOSA,414-12,13.2,TR,14296563-5,10/10/2018,5051,TURBO
14296910,TURBO,,,PALOS BLANCOS,,NUEVA COLONIA,406-11,406-11,CLOSED,R1552,PRIMARIA,13.2,TSR,630,0,EVRC2A-NT,,,,,,,SI,14296910,,,,7.93819,-76.67444,10/10/2018,6/9/2020,2-oct,,RURAL,57915484,57915485,CLOSED,PRIMARIA,NUEVA COLONIA,406-11,13.2,TSR,14296910-5,10/10/2018,5837,TURBO
14362743,TURBO,,,LA ESPERANZA,,URABA,411-13,411-13,CLOSED,R1245,PRIMARIA,13.2,RST,630,0,,,,,,,,,14362743,714772.034,1386543.229,,8.08336,-76.66442,2/7/2019,1/15/2020,RQ60622,,RURAL,57351828,57351835,CLOSED,PRIMARIA,URABA,411-13,13.2,RST,13098903-5,2/7/2019,5837,TURBO
14366423,ARBOLETES,,,GARRAPATA,,LA ATOYOSA,414-12,414-12,CLOSED,R1500,PRIMARIA,13.2,TR,630,0,EVRC2A-NT,,,,,,,SI,14366423,,,,8.63374,-76.36985,2/14/2019,6/9/2020,RQ60624,,RURAL,57929059,57929060,CLOSED,PRIMARIA,LA ATOYOSA,414-12,13.2,TR,14366423-5,2/14/2019,5051,TURBO
14379743,SAN PEDRO DE URABÁ,,,SANTA CATALINA,,S.PEDRO URABA,407-12,407-12,CLOSED,R1504,PRIMARIA,13.2,RS,630,0,EVRC2A-NT,,,,,,,SI,14379743,,,,8.39471,-76.31952,3/7/2019,6/9/2020,RQ61468,,RURAL,57933550,57933551,CLOSED,PRIMARIA,S.PEDRO URABA,407-12,13.2,RS,14379743-5,3/7/2019,5665,TURBO
14410934,TURBO,,,CURRULAO,,URABA,411-12,411-12,CLOSED,R2733,PRIMARIA,13.2,TSR,630,0,ETR300-R600,,,,,,,SI,14410934,,,,7.99691,-76.63815,5/8/2019,6/9/2020,OT1213765,,RURAL,57945664,57945666,CLOSED,PRIMARIA,URABA,411-12,13.2,TSR,14410934-5,5/8/2019,5837,TURBO
14414432,APARTADÓ,APARTADÓ,OBRERO,APARTADO,,APARTADO,401-12,401-12,CLOSED,R2765,PRIMARIA,13.2,RST,630,0,ETR300-R600,,,,,,,SI,14414432,,,,7.88393,-76.62215,5/13/2019,6/9/2020,1237552,,URBANO,57946848,57946829,CLOSED,PRIMARIA,APARTADO,401-12,13.2,RST,14414432-5,5/13/2019,5045,APARTADO
14432311,CAREPA,,,ZARABANDA,,ZUNGO,405-13,405-13,CLOSED,R204,PRIMARIA,13.2,RST,630,0,NOVA 27,,,,,,,NO,14432311,,,-1,7.78291,-76.75201,6/17/2019,6/9/2020,OT1284522,,RURAL,57953336,57953341,CLOSED,PRIMARIA,ZUNGO,405-13,13.2,RST,14432311-5,6/17/2019,5147,APARTADO
14434464,TURBO,,,BOCAS DEL RIO TURBO,,TURBO,402-12,402-12,CLOSED,R2680,PRIMARIA,7.621,S,630,0,ETR300-R600,,,,,,,SI,14434464,,,-1,8.10979,-76.73383,6/20/2019,6/9/2020,1328066,,RURAL,57953980,57953978,CLOSED,PRIMARIA,TURBO,402-12,7.621,S,14434464-5,6/20/2019,5837,TURBO
14434715,CAREPA,,,ZARABANDA,,ZUNGO,405-11,405-11,CLOSED,R2749,PRIMARIA,13.2,RST,630,0,ETR300-R600,,,,,,,SI,14434715,,,,7.8232,-76.72223,6/20/2019,6/9/2020,OT-1237634,,RURAL,57954059,57954066,CLOSED,PRIMARIA,ZUNGO,405-11,13.2,RST,14434715-5,6/20/2019,5147,APARTADO
14434949,TURBO,,,PIEDRECITAS,,TURBO,402-13,402-13,CLOSED,R2693,PRIMARIA,13.2,RST,630,0,ETR300-R600,,,,,,,SI,14434949,,,,8.13047,-76.70313,6/20/2019,6/9/2020,OT1328396,,RURAL,57954134,57954136,CLOSED,PRIMARIA,TURBO,402-13,13.2,RST,14434949-5,6/20/2019,5837,TURBO
14437322,APARTADÓ,,,SALSIPUEDES,,APARTADO,401-11,401-11,CLOSED,R2637,PRIMARIA,7.621,T,630,0,ETR300-R600,,,,,,,SI,14437322,,,,7.86724,-76.60509,6/26/2019,6/9/2020,OT1333611,,RURAL,57955006,57955008,CLOSED,PRIMARIA,APARTADO,401-11,7.621,T,14437322-5,6/26/2019,5045,APARTADO
14453902,SAN PEDRO DE URABÁ,,,ZAPINDONGA,,LA ATOYOSA,414-12,414-12,CLOSED,R1576,PRIMARIA,7.621,R,630,0,EVRC2A-NT,,,,,,,SI,14453902,,,-1,8.52544,-76.29382,7/23/2019,6/9/2020,OT1543811,,RURAL,57960569,57960571,CLOSED,PRIMARIA,LA ATOYOSA,414-12,7.621,R,14453902-5,7/23/2019,5665,TURBO
14455391,SAN PEDRO DE URABÁ,,,CABECERA MUNICIPAL-VEREDA,,S.PEDRO URABA,407-12,407-12,CLOSED,R2700,PRIMARIA,7.621,R,630,0,ETR300-R600,,,,,,,SI,14455391,,,-1,8.26627,-76.3725,7/25/2019,6/9/2020,OT1543437,,RURAL,57961099,57961093,CLOSED,PRIMARIA,S.PEDRO URABA,407-12,7.621,R,14455391-5,7/25/2019,5665,TURBO
21200952,ARBOLETES,ARBOLETES,MIRA MAR,BAJO GRANDE,,ARBOLETES,409-12,409-12,CLOSED,R1570,PRIMARIA,13.2,RST,630,0,ETR300-R,,,,,,,SI,21200952,740960.749,1470991,,8.8477,-76.43167,8/6/2019,8/6/2019,60656,,URBANO,51147420,57492303,CLOSED,PRIMARIA,ARBOLETES,409-12,13.2,RST,13092625-5,8/7/2019,5051,TURBO
21200953,ARBOLETES,ARBOLETES,MIRA MAR,BAJO GRANDE,,ARBOLETES,409-11,409-11,CLOSED,R1569,PRIMARIA,13.2,RST,630,0,ETR300-R,,,,,,,SI,21200953,740968.263,1471001.147,,8.8478,-76.4316,8/6/2019,11/18/2019,60656,,URBANO,51147402,51147407,CLOSED,PRIMARIA,ARBOLETES,409-11,13.2,RST,12986989-5,8/6/2019,5051,TURBO
21200954,ARBOLETES,ARBOLETES,MIRA MAR,ARBOLETES,,ARBOLETES,409-13,409-13,CLOSED,R1572,PRIMARIA,13.2,RST,630,0,ETR300-R,,,,,,,SI,21200954,740950.367,1471001.906,,8.8478,-76.43177,8/6/2019,8/6/2019,60656,,URBANO,57165207,57218286,CLOSED,PRIMARIA,ARBOLETES,409-13,13.2,RST,12975075-5,8/6/2019,5051,TURBO
21201214,ARBOLETES,ARBOLETES,MIRA MAR,BAJO GRANDE,,ARBOLETES,409-G1,409-G1,CLOSED,R1568,PRIMARIA,13.2,RST,630,0,ETR300-R,,,,,,,SI,21201214,,,,8.84777,-76.43114,8/6/2019,6/9/2020,60656,,URBANO,57963996,57963997,CLOSED,PRIMARIA,ARBOLETES,409-G1,13.2,RST,21201214-5,8/6/2019,5051,TURBO
21204331,ARBOLETES,ARBOLETES,MIRA MAR,BAJO GRANDE,,ARBOLETES,409-G2,409-G2,CLOSED,R1567,SUBTRANSMISION,34.5,RST,630,0,ETR300-R,,,,,,,SI,21204331,,,,8.84764,-76.43112,8/12/2019,6/9/2020,213718,,URBANO,57964926,57964932,CLOSED,SUBTRANSMISION,ARBOLETES,409-G2,34.5,RST,21204331-5,8/12/2019,5051,TURBO
21206688,SAN PEDRO DE URABÁ,,,EL TOMATE,,S.PEDRO URABA,407-12,407-12,CLOSED,R2565,PRIMARIA,13.2,RS,630,0,ETR300-R600,,,,,,,SI,21206688,,,,8.45582,-76.36511,8/15/2019,6/9/2020,OT-1347682,,RURAL,57965802,57965803,CLOSED,PRIMARIA,S.PEDRO URABA,407-12,13.2,RS,21206688-5,8/15/2019,5665,TURBO
21206710,SAN PEDRO DE URABÁ,,,CABECERA MUNICIPAL-VEREDA,,S.PEDRO URABA,407-11,407-11,CLOSED,R2683,PRIMARIA,7.621,S,630,0,ETR300-R600,,,,,,,SI,21206710,,,,8.26206,-76.37927,8/15/2019,6/9/2020,OT1615756,,RURAL,57965808,57965811,CLOSED,PRIMARIA,S.PEDRO URABA,407-11,7.621,S,21206710-5,8/15/2019,5665,TURBO
21207410,MUTATÁ,,,PORROSO,,CAUCHERAS,404-12,404-12,CLOSED,R2652,PRIMARIA,7.621,R,630,0,ETR300-R600,,,,,,,SI,21207410,,,,7.4298,-76.53791,8/16/2019,6/9/2020,OT1615793,,RURAL,57966038,57966041,CLOSED,PRIMARIA,CAUCHERAS,404-12,7.621,R,21207410-5,8/17/2019,5480,APARTADO
21215526,MUTATÁ,,,PAVARANDOCITO,,CAUCHERAS,404-11,404-11,CLOSED,R2657,PRIMARIA,13.2,RT,630,0,ETR300-R600,,,,,,,SI,21215526,,,,7.31754,-76.48775,8/30/2019,6/9/2020,OT1615799,,RURAL,57874629,57968888,CLOSED,PRIMARIA,CAUCHERAS,404-11,13.2,RT,21215526-5,8/30/2019,5480,APARTADO
21217632,TURBO,,,SINAI,,PUEBLO BELLO,410-11,410-11,CLOSED,R2623,PRIMARIA,7.621,T,630,0,ETR300-R600,,,,,,,SI,21217632,,,,8.20287,-76.52519,9/4/2019,6/9/2020,OT1668602,,RURAL,57969588,57969589,CLOSED,PRIMARIA,PUEBLO BELLO,410-11,7.621,T,21217632-5,9/4/2019,5837,TURBO
21217759,ARBOLETES,,,BAJO GRANDE,,ARBOLETES,409-12,409-12,CLOSED,R2658,PRIMARIA,7.621,T,630,0,ETR300-R600,,,,,,,SI,21217759,,,,8.8378,-76.43494,9/4/2019,6/9/2020,OT1668686,,RURAL,57969611,57969612,CLOSED,PRIMARIA,ARBOLETES,409-12,7.621,T,21217759-5,9/4/2019,5051,TURBO
21239308,CAREPA,,,CASA VERDE,,CAREPA,412-14,412-14,CLOSED,R2639,PRIMARIA,7.621,R,630,0,ETR300-R600,,,,,,,SI,21239308,,,,7.77438,-76.65657,10/1/2019,6/9/2020,CONTROL_CALIDAD__,,RURAL,57975968,57975969,CLOSED,PRIMARIA,CAREPA,412-14,7.621,R,21239308-5,10/1/2019,5147,APARTADO
21239529,NECOCLÍ,,,PUEBLO NUEVO,,NECOCLI,415-12,415-12,CLOSED,R2624,PRIMARIA,13.2,STR,630,0,ETR300-R600,,,,,,,SI,21239529,,,,8.41996,-76.64664,10/1/2019,6/9/2020,OT1755615,,RURAL,57976029,57976033,CLOSED,PRIMARIA,NECOCLI,415-12,13.2,STR,21239529-5,10/1/2019,5490,TURBO
