G3E_FID,MERCADO,DEPARTAMEN,MUNICIPIO,COMUNA,BARRIO,CORREGIMIE,LOCALIZACI,SUBESTACIO,CIRCUITO,CIRCUITO_S,EST_ESTABL,TIPO_AISLA,TIPO_RED,TENSION,FASES,CAPACIDAD_,FID_ANTERI,COOR_X,COOR_Y,COOR_Z,COOR_GPS_L,COOR_GPS_1,FECHA_COLO,FECHA_MODI,CLASIFICAC,NODO1_ID,NODO2_ID,EST_OPERAT,TIPO_RED_C,SUBESTACI1,CIRCUITO_C,TENSION_CO,FASES_CONN,UBICACION_,FECHA_ACTU,NUMERO_FAS,MUNICIPIO_,SUBREGION
12895539,REGIONAL,ANTIOQUIA,TURBO,,,,,S.PEDRO URABA,407-13,407-13,CLOSED,NORMAL,PRIMARIA,7.621,R,15,12895539,732889.261,1417733.844,,8.36614,-76.50192,6/15/2012,2/2/2016,RURAL,57421839,57481030,CLOSED,PRIMARIA,S.PEDRO URABA,407-13,7.621,R,12895539-5,4/11/2018,1F,5837,TURBO
12895574,REGIONAL,ANTIOQUIA,ARBOLETES,,,,,ARBOLETES,409-12,409-12,CLOSED,NORMAL,PRIMARIA,7.621,T,10,12895574,742680.735,1465653.603,,8.79958,-76.41574,6/15/2012,7/11/2019,RURAL,57421831,57421854,CLOSED,PRIMARIA,ARBOLETES,409-12,7.621,T,12895574-5,4/13/2018,1F,5051,TURBO
12895596,REGIONAL,ANTIOQUIA,SAN PEDRO DE URABÁ,,,,,S.PEDRO URABA,407-12,407-12,CLOSED,NORMAL,PRIMARIA,7.621,S,10,12895596,753126.366,1410265.416,,8.29974,-76.31795,6/15/2012,5/16/2019,RURAL,57221127,57421866,CLOSED,PRIMARIA,S.PEDRO URABA,407-12,7.621,S,12895596-5,4/16/2018,1F,5665,TURBO
12895619,REGIONAL,ANTIOQUIA,SAN PEDRO DE URABÁ,,,,,S.PEDRO URABA,407-12,407-12,CLOSED,NORMAL,PRIMARIA,7.621,S,10,12895619,753472.757,1410197.863,,8.29915,-76.31481,6/15/2012,5/16/2019,RURAL,57221158,57421882,CLOSED,PRIMARIA,S.PEDRO URABA,407-12,7.621,S,12895619-5,4/16/2018,1F,5665,TURBO
12895623,REGIONAL,ANTIOQUIA,SAN PEDRO DE URABÁ,,,,,S.PEDRO URABA,407-12,407-12,CLOSED,NORMAL,PRIMARIA,7.621,S,6,12895623,753482.623,1409992.982,,8.2973,-76.31471,6/15/2012,5/16/2019,RURAL,57221159,57421884,CLOSED,PRIMARIA,S.PEDRO URABA,407-12,7.621,S,12895623-5,4/16/2018,1F,5665,TURBO
12895627,REGIONAL,ANTIOQUIA,ARBOLETES,,,,,ARBOLETES,409-12,409-12,CLOSED,NORMAL,PRIMARIA,7.621,T,6,12895627,744125.598,1465490.315,,8.79819,-76.40261,6/15/2012,7/11/2019,RURAL,57185129,57421886,CLOSED,PRIMARIA,ARBOLETES,409-12,7.621,T,12895627-5,4/13/2018,1F,5051,TURBO
12895673,REGIONAL,ANTIOQUIA,SAN PEDRO DE URABÁ,,,,,S.PEDRO URABA,407-12,407-12,CLOSED,NORMAL,PRIMARIA,7.621,S,10,12895673,753791.42,1410138.386,,8.29863,-76.31191,6/15/2012,5/16/2019,RURAL,57221170,57421911,CLOSED,PRIMARIA,S.PEDRO URABA,407-12,7.621,S,12895673-5,4/16/2018,1F,5665,TURBO
12896149,REGIONAL,ANTIOQUIA,SAN PEDRO DE URABÁ,,,,,S.PEDRO URABA,407-12,407-12,CLOSED,NORMAL,PRIMARIA,7.621,S,6,12896149,754292.064,1410404.1,,8.30105,-76.3074,6/15/2012,5/16/2019,RURAL,57221177,57698716,CLOSED,PRIMARIA,S.PEDRO URABA,407-12,7.621,S,12896149-5,4/16/2018,1F,5665,TURBO
12896158,REGIONAL,ANTIOQUIA,SAN PEDRO DE URABÁ,,,,,S.PEDRO URABA,407-12,407-12,CLOSED,NORMAL,PRIMARIA,7.621,S,6,12896158,754571.974,1410250.947,,8.29969,-76.30484,6/15/2012,5/16/2019,RURAL,57221179,57421982,CLOSED,PRIMARIA,S.PEDRO URABA,407-12,7.621,S,12896158-5,4/16/2018,1F,5665,TURBO
12896181,REGIONAL,ANTIOQUIA,TURBO,,,,,S.PEDRO URABA,407-13,407-13,CLOSED,NORMAL,PRIMARIA,13.2,SRT,10,12896181,741219.223,1411785.467,,8.31285,-76.42604,6/15/2012,2/2/2016,RURAL,57419006,57421991,CLOSED,PRIMARIA,S.PEDRO URABA,407-13,13.2,SRT,12896181-5,4/11/2018,3F,5837,TURBO
12896197,REGIONAL,ANTIOQUIA,NECOCLÍ,,,,,NECOCLI,415-13,415-13,CLOSED,NORMAL,PRIMARIA,7.621,R,6,12896197,714400.066,1438052.356,,8.54864,-76.67082,6/15/2012,7/7/2018,RURAL,57421996,57421997,CLOSED,PRIMARIA,NECOCLI,415-13,7.621,R,12896197-5,4/13/2018,1F,5490,TURBO
12896202,REGIONAL,ANTIOQUIA,SAN PEDRO DE URABÁ,,,,,S.PEDRO URABA,407-12,407-12,CLOSED,NORMAL,PRIMARIA,7.621,S,6,12896202,754687.624,1410708.577,,8.30383,-76.30381,6/15/2012,5/16/2019,RURAL,57252822,57421999,CLOSED,PRIMARIA,S.PEDRO URABA,407-12,7.621,S,12896202-5,4/16/2018,1F,5665,TURBO
12896204,REGIONAL,ANTIOQUIA,NECOCLÍ,,,,,NECOCLI,415-13,415-13,CLOSED,NORMAL,PRIMARIA,7.621,R,10,12896204,714438.349,1437912.975,,8.54734,-76.67049,6/15/2012,7/7/2018,RURAL,47644119,57422000,CLOSED,PRIMARIA,NECOCLI,415-13,7.621,R,12896204-5,4/13/2018,1F,5490,TURBO
12896261,REGIONAL,ANTIOQUIA,TURBO,,,,,NECOCLI,415-12,415-12,CLOSED,NORMAL,PRIMARIA,7.621,R,15,12896261,723521.489,1417576.099,,8.36418,-76.58688,6/19/2012,7/7/2018,RURAL,57420526,57422024,CLOSED,PRIMARIA,NECOCLI,415-12,7.621,R,12896261-5,4/16/2018,1F,5837,TURBO
12896279,REGIONAL,ANTIOQUIA,SAN PEDRO DE URABÁ,,,,,S.PEDRO URABA,407-12,407-12,CLOSED,NORMAL,PRIMARIA,7.621,S,6,12896279,754620.393,1411035.149,,8.30677,-76.30444,6/19/2012,5/16/2019,RURAL,57221249,57422028,CLOSED,PRIMARIA,S.PEDRO URABA,407-12,7.621,S,12896279-5,4/16/2018,1F,5665,TURBO
12896611,REGIONAL,ANTIOQUIA,ARBOLETES,,,,,ARBOLETES,409-12,409-12,CLOSED,NORMAL,PRIMARIA,13.2,SR,6,12896611,740270.7,1469521.581,,8.83439,-76.43785,6/19/2012,9/2/2014,RURAL,57422173,57422178,CLOSED,PRIMARIA,ARBOLETES,409-12,13.2,SR,12896611-5,4/13/2018,2F,5051,TURBO
12896658,REGIONAL,ANTIOQUIA,TURBO,,,,,NECOCLI,415-12,415-12,CLOSED,NORMAL,PRIMARIA,7.621,R,6,12896658,720985.512,1417137.452,,8.36007,-76.60986,6/19/2012,7/7/2018,RURAL,57285663,57422201,CLOSED,PRIMARIA,NECOCLI,415-12,7.621,R,12896658-5,4/16/2018,1F,5837,TURBO
12896663,REGIONAL,ANTIOQUIA,ARBOLETES,,,,,ARBOLETES,409-12,409-12,CLOSED,NORMAL,PRIMARIA,7.621,S,10,12896663,739390.293,1469355.271,,8.83284,-76.44584,6/19/2012,9/2/2014,RURAL,47641492,57422208,CLOSED,PRIMARIA,ARBOLETES,409-12,7.621,S,12896663-5,4/13/2018,1F,5051,TURBO
12896845,REGIONAL,ANTIOQUIA,NECOCLÍ,,,,,NECOCLI,415-13,415-13,CLOSED,NORMAL,PRIMARIA,7.621,S,10,12896845,715605.401,1437993.832,,8.54814,-76.65991,6/19/2012,7/7/2018,RURAL,57303753,57422248,CLOSED,PRIMARIA,NECOCLI,415-13,7.621,S,12896845-5,4/13/2018,1F,5490,TURBO
12897090,REGIONAL,ANTIOQUIA,NECOCLÍ,,,,,NECOCLI,415-13,415-13,CLOSED,NORMAL,PRIMARIA,7.621,S,6,12897090,704290.486,1435602.454,,8.52585,-76.76243,6/19/2012,7/7/2018,RURAL,57422326,57422330,CLOSED,PRIMARIA,NECOCLI,415-13,7.621,S,12897090-5,4/13/2018,1F,5490,TURBO
12897308,REGIONAL,ANTIOQUIA,SAN JUAN DE URABÁ,,,,,ARBOLETES,409-12,409-12,CLOSED,NORMAL,PRIMARIA,7.621,S,15,12897308,727102.214,1459058.236,,8.7391,-76.55682,6/19/2012,7/7/2018,RURAL,57422416,57422417,CLOSED,PRIMARIA,ARBOLETES,409-12,7.621,S,12897308-5,4/13/2018,1F,5659,TURBO
12897502,REGIONAL,ANTIOQUIA,TURBO,,,,,NECOCLI,415-12,415-12,CLOSED,NORMAL,PRIMARIA,7.621,R,10,12897502,718840.211,1412482.59,,8.3179,-76.62904,6/20/2012,7/7/2018,RURAL,57421118,57422495,CLOSED,PRIMARIA,NECOCLI,415-12,7.621,R,12897502-5,4/16/2018,1F,5837,TURBO
12897882,REGIONAL,ANTIOQUIA,NECOCLÍ,,,,,LA ATOYOSA,414-11,414-11,CLOSED,DE REPETICION,PRIMARIA,7.621,T,25,12897882,718172.911,1439304.579,,8.56009,-76.63669,6/20/2012,5/17/2019,RURAL,47644143,57422659,CLOSED,PRIMARIA,LA ATOYOSA,414-11,7.621,T,12897882-5,4/16/2018,1F,5490,TURBO
12897889,REGIONAL,ANTIOQUIA,SAN JUAN DE URABÁ,,,,,ARBOLETES,409-12,409-12,CLOSED,NORMAL,PRIMARIA,7.621,T,15,12897889,722257.887,1456537.549,,8.71604,-76.60065,6/20/2012,2/10/2020,RURAL,47640895,57422664,CLOSED,PRIMARIA,ARBOLETES,409-12,7.621,T,12897889-5,4/13/2018,1F,5659,TURBO
12898547,REGIONAL,ANTIOQUIA,ARBOLETES,,,,,LA ATOYOSA,414-12,414-12,CLOSED,DE REPETICION,PRIMARIA,13.2,TR,25,12898547,746997.827,1437901.01,,8.5491,-76.37501,6/21/2012,11/22/2018,RURAL,57422954,57912758,CLOSED,PRIMARIA,LA ATOYOSA,414-12,13.2,TR,12898547-5,4/10/2018,2F,5051,TURBO
12898625,REGIONAL,ANTIOQUIA,SAN PEDRO DE URABÁ,,,,,S.PEDRO URABA,407-12,407-12,CLOSED,NORMAL,PRIMARIA,7.621,S,25,12898625,750904.956,1411575.561,,8.31147,-76.33817,6/21/2012,5/16/2019,RURAL,57423003,57423006,CLOSED,PRIMARIA,S.PEDRO URABA,407-12,7.621,S,12898625-5,4/16/2018,1F,5665,TURBO
12898635,REGIONAL,ANTIOQUIA,SAN PEDRO DE URABÁ,,,,,S.PEDRO URABA,407-12,407-12,CLOSED,NORMAL,PRIMARIA,7.621,S,10,12898635,751541.686,1411980.361,,8.31516,-76.33242,6/21/2012,5/16/2019,RURAL,57216965,57423008,CLOSED,PRIMARIA,S.PEDRO URABA,407-12,7.621,S,12898635-5,4/16/2018,1F,5665,TURBO
12898655,REGIONAL,ANTIOQUIA,SAN JUAN DE URABÁ,,,,,ARBOLETES,409-12,409-12,CLOSED,NORMAL,PRIMARIA,7.621,T,6,12898655,722978.715,1454752.628,,8.69996,-76.594,6/21/2012,7/7/2018,RURAL,57236031,57423018,CLOSED,PRIMARIA,ARBOLETES,409-12,7.621,T,12898655-5,4/13/2018,1F,5659,TURBO
12898715,REGIONAL,ANTIOQUIA,ARBOLETES,,,,,LA ATOYOSA,414-12,414-12,CLOSED,NORMAL,PRIMARIA,7.621,R,15,12898715,747982.056,1437789.775,,8.54815,-76.36607,6/21/2012,5/17/2019,RURAL,57423046,57423047,CLOSED,PRIMARIA,LA ATOYOSA,414-12,7.621,R,12898715-5,4/10/2018,1F,5051,TURBO
12898759,REGIONAL,ANTIOQUIA,SAN PEDRO DE URABÁ,,,,,S.PEDRO URABA,407-12,407-12,CLOSED,NORMAL,PRIMARIA,7.621,S,10,12898759,751968.887,1411833.971,,8.31386,-76.32853,6/21/2012,5/16/2019,RURAL,57216968,57423067,CLOSED,PRIMARIA,S.PEDRO URABA,407-12,7.621,S,12898759-5,4/16/2018,1F,5665,TURBO
12898832,REGIONAL,ANTIOQUIA,NECOCLÍ,,,,,LA ATOYOSA,414-11,414-11,CLOSED,NORMAL,PRIMARIA,7.621,T,10,12898832,719367.331,1441840.795,,8.58312,-76.626,6/21/2012,5/17/2019,RURAL,57423070,57423089,CLOSED,PRIMARIA,LA ATOYOSA,414-11,7.621,T,12898832-5,4/16/2018,1F,5490,TURBO
12898843,REGIONAL,ANTIOQUIA,SAN JUAN DE URABÁ,,,,,ARBOLETES,409-12,409-12,CLOSED,NORMAL,PRIMARIA,7.621,T,6,12898843,723000.813,1454622.411,,8.69879,-76.59379,6/21/2012,7/7/2018,RURAL,57236044,57423094,CLOSED,PRIMARIA,ARBOLETES,409-12,7.621,T,12898843-5,4/13/2018,1F,5659,TURBO
12898875,REGIONAL,ANTIOQUIA,SAN PEDRO DE URABÁ,,,,,S.PEDRO URABA,407-12,407-12,CLOSED,NORMAL,PRIMARIA,7.621,S,10,12898875,753013.253,1411833.313,,8.3139,-76.31906,6/21/2012,5/16/2019,RURAL,57216973,57423116,CLOSED,PRIMARIA,S.PEDRO URABA,407-12,7.621,S,12898875-5,4/16/2018,1F,5665,TURBO
12898954,REGIONAL,ANTIOQUIA,NECOCLÍ,,,,,LA ATOYOSA,414-11,414-11,CLOSED,NORMAL,PRIMARIA,7.621,T,6,12898954,719403.536,1441934.756,,8.58397,-76.62568,6/22/2012,7/7/2018,RURAL,57371969,57423148,CLOSED,PRIMARIA,LA ATOYOSA,414-11,7.621,T,12898954-5,4/16/2018,1F,5490,TURBO
12899013,REGIONAL,ANTIOQUIA,SAN PEDRO DE URABÁ,,,,,S.PEDRO URABA,407-12,407-12,CLOSED,NORMAL,PRIMARIA,7.621,S,10,12899013,753278.048,1412296.838,,8.3181,-76.31668,6/22/2012,5/16/2019,RURAL,57247932,57423180,CLOSED,PRIMARIA,S.PEDRO URABA,407-12,7.621,S,12899013-5,4/16/2018,1F,5665,TURBO
12899019,REGIONAL,ANTIOQUIA,NECOCLÍ,,,,,LA ATOYOSA,414-11,414-11,CLOSED,NORMAL,PRIMARIA,7.621,T,6,12899019,719629.637,1442720.316,,8.59108,-76.62368,6/22/2012,7/7/2018,RURAL,57263571,57423183,CLOSED,PRIMARIA,LA ATOYOSA,414-11,7.621,T,12899019-5,4/16/2018,1F,5490,TURBO
12899031,REGIONAL,ANTIOQUIA,NECOCLÍ,,,,,LA ATOYOSA,414-11,414-11,CLOSED,NORMAL,PRIMARIA,7.621,T,6,12899031,719626.737,1442720.847,,8.59108,-76.6237,6/22/2012,7/7/2018,RURAL,57263571,57423189,CLOSED,PRIMARIA,LA ATOYOSA,414-11,7.621,T,12899031-5,4/16/2018,1F,5490,TURBO
12899074,REGIONAL,ANTIOQUIA,NECOCLÍ,,,,,LA ATOYOSA,414-11,414-11,CLOSED,NORMAL,PRIMARIA,7.621,T,6,12899074,719279.784,1443018.242,,8.59375,-76.62687,6/22/2012,7/7/2018,RURAL,57423213,57423209,CLOSED,PRIMARIA,LA ATOYOSA,414-11,7.621,T,12899074-5,4/16/2018,1F,5490,TURBO
12899240,REGIONAL,ANTIOQUIA,SAN PEDRO DE URABÁ,,,,,S.PEDRO URABA,407-12,407-12,CLOSED,NORMAL,PRIMARIA,7.621,S,10,12899240,753815.474,1412744.558,,8.32218,-76.31183,6/22/2012,5/16/2019,RURAL,57217063,57423259,CLOSED,PRIMARIA,S.PEDRO URABA,407-12,7.621,S,12899240-5,4/16/2018,1F,5665,TURBO
12899356,REGIONAL,ANTIOQUIA,SAN PEDRO DE URABÁ,,,,,S.PEDRO URABA,407-12,407-12,CLOSED,NORMAL,PRIMARIA,7.621,S,10,12899356,754167.583,1412864.661,,8.32328,-76.30864,6/22/2012,5/16/2019,RURAL,57217173,57423308,CLOSED,PRIMARIA,S.PEDRO URABA,407-12,7.621,S,12899356-5,4/16/2018,1F,5665,TURBO
12899479,REGIONAL,ANTIOQUIA,ARBOLETES,,,,,LA ATOYOSA,414-12,414-12,CLOSED,NORMAL,PRIMARIA,7.621,R,15,12899479,749043.01,1437301.417,,8.54379,-76.35642,6/22/2012,5/17/2019,RURAL,57281031,57423389,CLOSED,PRIMARIA,LA ATOYOSA,414-12,7.621,R,12899479-5,4/10/2018,1F,5051,TURBO
12899498,REGIONAL,ANTIOQUIA,SAN JUAN DE URABÁ,,,,,ARBOLETES,409-12,409-12,CLOSED,NORMAL,PRIMARIA,7.621,T,,12899498,723970.304,1452874.602,,8.68306,-76.58489,6/22/2012,7/7/2018,RURAL,57423404,57423405,CLOSED,PRIMARIA,ARBOLETES,409-12,7.621,T,12899498-5,4/13/2018,1F,5659,TURBO
12899633,REGIONAL,ANTIOQUIA,ARBOLETES,,,,,LA ATOYOSA,414-12,414-12,CLOSED,NORMAL,PRIMARIA,7.621,R,15,12899633,749232.316,1437462.282,,8.54526,-76.35471,6/22/2012,5/17/2019,RURAL,57281061,57423478,CLOSED,PRIMARIA,LA ATOYOSA,414-12,7.621,R,12899633-5,4/10/2018,1F,5051,TURBO
12899721,REGIONAL,ANTIOQUIA,ARBOLETES,,,,,LA ATOYOSA,414-12,414-12,CLOSED,NORMAL,PRIMARIA,7.621,R,6,12899721,749447.957,1437870.545,,8.54896,-76.35277,6/22/2012,1/21/2015,RURAL,57281181,57423515,CLOSED,PRIMARIA,LA ATOYOSA,414-12,7.621,R,12899721-5,4/10/2018,1F,5051,TURBO
12900102,REGIONAL,ANTIOQUIA,NECOCLÍ,,,,,NECOCLI,415-12,415-12,CLOSED,NORMAL,PRIMARIA,7.621,S,6,12900102,708040.798,1425822.214,,8.43775,-76.72779,6/25/2012,7/7/2018,RURAL,57423653,57423655,CLOSED,PRIMARIA,NECOCLI,415-12,7.621,S,12900102-5,4/16/2018,1F,5490,TURBO
12900246,REGIONAL,ANTIOQUIA,NECOCLÍ,,,,,LA ATOYOSA,414-11,414-11,CLOSED,NORMAL,PRIMARIA,7.621,T,15,12900246,718141.877,1442035.833,,8.5848,-76.63713,6/25/2012,10/3/2019,RURAL,57423720,57423721,CLOSED,PRIMARIA,LA ATOYOSA,414-11,7.621,T,12900246-5,4/16/2018,1F,5490,TURBO
12900437,REGIONAL,ANTIOQUIA,NECOCLÍ,,,,,LA ATOYOSA,414-11,414-11,CLOSED,NORMAL,PRIMARIA,7.621,T,15,12900437,718239.993,1442180.487,,8.58612,-76.63625,6/25/2012,5/17/2019,RURAL,57423799,57423803,CLOSED,PRIMARIA,LA ATOYOSA,414-11,7.621,T,12900437-5,4/16/2018,1F,5490,TURBO
12900771,REGIONAL,ANTIOQUIA,NECOCLÍ,,,,,LA ATOYOSA,414-11,414-11,CLOSED,NORMAL,PRIMARIA,7.621,T,6,12900771,719910.562,1443094.323,,8.59447,-76.62115,6/26/2012,7/7/2018,RURAL,57423925,57423932,CLOSED,PRIMARIA,LA ATOYOSA,414-11,7.621,T,12900771-5,4/16/2018,1F,5490,TURBO
12900775,REGIONAL,ANTIOQUIA,NECOCLÍ,,,,,ARBOLETES,409-12,409-12,CLOSED,NORMAL,PRIMARIA,7.621,S,,12900775,720165.31,1448057.619,,8.63932,-76.61914,6/26/2012,7/7/2018,RURAL,57262248,57423935,CLOSED,PRIMARIA,ARBOLETES,409-12,7.621,S,12900775-5,4/13/2018,1F,5490,TURBO
12901132,REGIONAL,ANTIOQUIA,SAN PEDRO DE URABÁ,,,,,LA ATOYOSA,414-12,414-12,OPEN,NORMAL,PRIMARIA,7.621,R,15,12901132,755922.779,1435232.925,,8.52547,-76.29381,6/26/2012,9/2/2019,RURAL,57424088,57969150,CLOSED,PRIMARIA,LA ATOYOSA,414-12,7.621,R,12901132-5,4/10/2018,1F,5665,TURBO
12901229,REGIONAL,ANTIOQUIA,NECOCLÍ,,,,,ARBOLETES,409-12,409-12,CLOSED,NORMAL,PRIMARIA,7.621,S,6,12901229,720478.074,1447348.493,,8.63293,-76.61625,6/26/2012,7/7/2018,RURAL,57424128,57424133,CLOSED,PRIMARIA,ARBOLETES,409-12,7.621,S,12901229-5,4/13/2018,1F,5490,TURBO
12901334,REGIONAL,ANTIOQUIA,NECOCLÍ,,,,,ARBOLETES,409-12,409-12,CLOSED,NORMAL,PRIMARIA,7.621,S,6,12901334,721695.603,1446520.888,,8.62553,-76.60515,6/26/2012,7/7/2018,RURAL,57261762,57424174,CLOSED,PRIMARIA,ARBOLETES,409-12,7.621,S,12901334-5,4/13/2018,1F,5490,TURBO
12901363,REGIONAL,ANTIOQUIA,NECOCLÍ,,,,,NECOCLI,415-12,415-12,CLOSED,NORMAL,PRIMARIA,7.621,R,6,12901363,717240.351,1422736.452,,8.41042,-76.64414,6/26/2012,2/5/2020,RURAL,57964369,57793208,CLOSED,PRIMARIA,NECOCLI,415-12,7.621,R,12901363-5,4/16/2018,1F,5490,TURBO
12901521,REGIONAL,ANTIOQUIA,SAN JUAN DE URABÁ,,,,,ARBOLETES,409-12,409-12,CLOSED,NORMAL,PRIMARIA,7.621,R,10,12901521,732424.946,1460466.454,,8.75214,-76.50858,6/27/2012,7/7/2018,RURAL,47641285,57424269,CLOSED,PRIMARIA,ARBOLETES,409-12,7.621,R,12901521-5,4/13/2018,1F,5659,TURBO
12901522,REGIONAL,ANTIOQUIA,NECOCLÍ,,,,,LA ATOYOSA,414-11,414-11,CLOSED,NORMAL,PRIMARIA,7.621,T,6,12901522,720614.284,1443549.994,,8.59863,-76.61479,6/27/2012,7/7/2018,RURAL,57292907,57424276,CLOSED,PRIMARIA,LA ATOYOSA,414-11,7.621,T,12901522-5,4/16/2018,1F,5490,TURBO
12901523,REGIONAL,ANTIOQUIA,NECOCLÍ,,,,,LA ATOYOSA,414-11,414-11,CLOSED,NORMAL,PRIMARIA,7.621,T,6,12901523,720615.803,1443550.888,,8.59864,-76.61478,6/27/2012,7/7/2018,RURAL,57292907,57424272,CLOSED,PRIMARIA,LA ATOYOSA,414-11,7.621,T,12901523-5,4/16/2018,1F,5490,TURBO
12901657,REGIONAL,ANTIOQUIA,ARBOLETES,,,,,ARBOLETES,409-12,409-12,CLOSED,NORMAL,PRIMARIA,7.621,R,10,12901657,738856.788,1469168.221,,8.83112,-76.45068,6/27/2012,4/18/2020,RURAL,47641484,57424324,CLOSED,PRIMARIA,ARBOLETES,409-12,7.621,R,12901657-5,4/13/2018,1F,5051,TURBO
12901694,REGIONAL,ANTIOQUIA,NECOCLÍ,,,,,LA ATOYOSA,414-11,414-11,CLOSED,NORMAL,PRIMARIA,7.621,R,6,12901694,718900.222,1437874.379,,8.54726,-76.63,6/27/2012,7/7/2018,RURAL,47644149,57424349,CLOSED,PRIMARIA,LA ATOYOSA,414-11,7.621,R,12901694-5,4/16/2018,1F,5490,TURBO
12901740,REGIONAL,ANTIOQUIA,SAN PEDRO DE URABÁ,,,,,S.PEDRO URABA,407-12,407-12,CLOSED,NORMAL,PRIMARIA,7.621,S,10,12901740,749110.083,1415613.371,,8.34785,-76.35466,6/27/2012,5/16/2019,RURAL,47639704,57638066,CLOSED,PRIMARIA,S.PEDRO URABA,407-12,7.621,S,12901740-5,4/16/2018,1F,5665,TURBO
12901933,REGIONAL,ANTIOQUIA,NECOCLÍ,,,,,LA ATOYOSA,414-11,414-11,CLOSED,NORMAL,PRIMARIA,7.621,T,6,12901933,720703.338,1443744.051,,8.60039,-76.61399,6/27/2012,7/7/2018,RURAL,57424167,57424479,CLOSED,PRIMARIA,LA ATOYOSA,414-11,7.621,T,12901933-5,4/16/2018,1F,5490,TURBO
12902027,REGIONAL,ANTIOQUIA,SAN JUAN DE URABÁ,,,,,ARBOLETES,409-12,409-12,CLOSED,NORMAL,PRIMARIA,13.2,TSR,15,12902027,730718.76,1460235.864,,8.74995,-76.52406,6/27/2012,7/7/2018,RURAL,47641197,57424498,CLOSED,PRIMARIA,ARBOLETES,409-12,13.2,TSR,12902027-5,4/13/2018,3F,5659,TURBO
12902116,REGIONAL,ANTIOQUIA,NECOCLÍ,,,,,LA ATOYOSA,414-11,414-11,CLOSED,NORMAL,PRIMARIA,7.621,T,6,12902116,720827.121,1444243.494,,8.60491,-76.6129,6/28/2012,7/7/2018,RURAL,57292935,57424521,CLOSED,PRIMARIA,LA ATOYOSA,414-11,7.621,T,12902116-5,4/16/2018,1F,5490,TURBO
12902664,REGIONAL,ANTIOQUIA,NECOCLÍ,,,,,NECOCLI,415-13,415-13,CLOSED,NORMAL,PRIMARIA,13.2,RST,10,12902664,713692.483,1441152.912,,8.57656,-76.67746,6/28/2012,7/7/2018,RURAL,57424665,57436215,CLOSED,PRIMARIA,NECOCLI,415-13,13.2,RST,12902664-5,4/13/2018,3F,5490,TURBO
12902665,REGIONAL,ANTIOQUIA,NECOCLÍ,,,,,NECOCLI,415-12,415-12,CLOSED,NORMAL,PRIMARIA,7.621,R,15,12902665,717884.426,1422279.532,,8.40635,-76.63827,6/28/2012,2/5/2020,RURAL,57964396,57424667,CLOSED,PRIMARIA,NECOCLI,415-12,7.621,R,12902665-5,4/16/2018,1F,5490,TURBO
12902679,REGIONAL,ANTIOQUIA,NECOCLÍ,,,,,NECOCLI,415-13,415-13,CLOSED,NORMAL,PRIMARIA,7.621,R,10,12902679,713545.952,1441489.318,,8.57959,-76.67881,6/28/2012,7/7/2018,RURAL,57424674,57424675,CLOSED,PRIMARIA,NECOCLI,415-13,7.621,R,12902679-5,4/13/2018,1F,5490,TURBO
12902997,REGIONAL,ANTIOQUIA,SAN PEDRO DE URABÁ,,,,,LA ATOYOSA,414-12,414-12,CLOSED,NORMAL,PRIMARIA,7.621,R,10,12902997,757246.45,1434125.399,,8.51553,-76.2818,6/28/2012,7/7/2018,RURAL,57424759,57424761,CLOSED,PRIMARIA,LA ATOYOSA,414-12,7.621,R,12902997-5,4/10/2018,1F,5665,TURBO
12903012,REGIONAL,ANTIOQUIA,SAN JUAN DE URABÁ,,,,,ARBOLETES,409-12,409-12,CLOSED,NORMAL,PRIMARIA,7.621,T,15,12903012,725558.031,1459150.535,,8.73984,-76.57085,6/28/2012,7/7/2018,RURAL,47641009,57424770,CLOSED,PRIMARIA,ARBOLETES,409-12,7.621,T,12903012-5,4/13/2018,1F,5659,TURBO
12903207,REGIONAL,ANTIOQUIA,SAN PEDRO DE URABÁ,,,,,S.PEDRO URABA,407-12,407-12,CLOSED,NORMAL,PRIMARIA,7.621,S,10,12903207,751731.501,1415007.39,,8.34251,-76.33085,6/28/2012,5/16/2019,RURAL,57324922,57424859,CLOSED,PRIMARIA,S.PEDRO URABA,407-12,7.621,S,12903207-5,4/16/2018,1F,5665,TURBO
12903212,REGIONAL,ANTIOQUIA,SAN PEDRO DE URABÁ,,,,,S.PEDRO URABA,407-12,407-12,CLOSED,NORMAL,PRIMARIA,7.621,R,10,12903212,751732.392,1415005.571,,8.3425,-76.33084,6/28/2012,5/16/2019,RURAL,57324922,57424861,CLOSED,PRIMARIA,S.PEDRO URABA,407-12,7.621,R,12903212-5,4/16/2018,1F,5665,TURBO
12903477,REGIONAL,ANTIOQUIA,NECOCLÍ,,,,,NECOCLI,415-12,415-12,CLOSED,NORMAL,PRIMARIA,7.621,R,6,12903477,717440.024,1418213.395,,8.36958,-76.64208,6/29/2012,7/7/2018,RURAL,57257923,57425098,CLOSED,PRIMARIA,NECOCLI,415-12,7.621,R,12903477-5,4/16/2018,1F,5490,TURBO
