G3E_FID,COMUNA,REGION,GRUPO,LOCALIZACI,SUBESTACIO,CIRCUITO,TIPO_RED,TENSION,TENSION_SE,TENSION_CR,CAPACIDAD_,FASES,NRO_TRANSF,NODO_TRANS,MUNICIPIO,BARRIO,FABRICANTE,FID_ANTERI,COOR_X,COOR_Y,COOR_Z,COOR_GPS_L,COOR_GPS_1,FECHA_COLO,FECHA_INST,FECHA_MODI,FECHA_ACTU,CLASIFICAC,NODO1_ID,NODO2_ID,NODO_TRAN1,TENSION_S1,TIPO_RED_C,SUBESTACI1,LOCALIZAC1,CIRCUITO_C,CIRCUITO_S,TENSION_CO,FASES_CONN,UBICACION_,NUMERO_FAS,MUNICIPIO_,SUBREGION
7017815,APARTADÓ,URABA,,AEREO,APARTADO,401-13,PRIMARIA,7.621,120/240,1,75,R,426618,426618,APARTADÓ,URBANIZACION LA SERRANIA,RYMEL,7017815,717829.984,1365881.531,,7.8969,-76.63555,1/23/2008,9/16/2011,10/2/2018,2/28/2018,URBANO,47633067,57482358,426618,120/240,PRIMARIA,APARTADO,AEREO,401-13,401-13,7.621,R,426618,1F,5045,APARTADO
7017816,APARTADÓ,URABA,,AEREO,APARTADO,401-13,PRIMARIA,7.621,120/240,1,50,S,426363,426363,APARTADÓ,URBANIZACION LA SERRANIA,SIN CARGAR,7017816,717833.33,1365697.704,,7.89524,-76.63551,1/23/2008,1/23/2008,4/1/2020,2/28/2018,URBANO,47633070,57482701,426363,120/240,PRIMARIA,APARTADO,AEREO,401-13,401-13,7.621,S,426363,1F,5045,APARTADO
7017817,APARTADÓ,URABA,,AEREO,APARTADO,401-13,PRIMARIA,7.621,240/120,1,50,S,111097,426364,APARTADÓ,URBANIZACION LA SERRANIA,SIEMENS,7017817,717915.21,1365624.325,,7.89458,-76.63476,1/23/2008,11/12/2013,4/1/2020,2/28/2018,URBANO,47633078,57482835,426364,240/120,PRIMARIA,APARTADO,AEREO,401-13,401-13,7.621,S,426364,1F,5045,APARTADO
7017818,APARTADÓ,URABA,,AEREO,APARTADO,401-13,PRIMARIA,7.621,120/240,1,37.5,S,426202,426202,APARTADÓ,URBANIZACION LA SERRANIA,SIN CARGAR,7017818,717967.496,1365667.41,,7.89498,-76.63429,1/23/2008,1/23/2008,4/1/2020,2/28/2018,URBANO,47633083,57482799,426202,120/240,PRIMARIA,APARTADO,AEREO,401-13,401-13,7.621,S,426202,1F,5045,APARTADO
7017819,APARTADÓ,URABA,,AEREO,APARTADO,401-13,PRIMARIA,7.621,120/240,1,5,S,426200,426200,APARTADÓ,URBANIZACION LA SERRANIA,SIN CARGAR,7017819,717998.417,1365696.305,,7.89524,-76.63401,1/23/2008,1/23/2008,4/1/2020,2/28/2018,URBANO,47633088,57482575,426200,120/240,PRIMARIA,APARTADO,AEREO,401-13,401-13,7.621,S,426200,1F,5045,APARTADO
7017820,APARTADÓ,URABA,,AEREO,APARTADO,401-13,PRIMARIA,7.621,120/240,1,25,T,101769,426297,APARTADÓ,LA CHINITA,SIEMENS,7017820,718340.487,1364795.255,,7.88708,-76.63093,1/23/2008,7/31/2017,4/1/2020,2/28/2018,URBANO,57145609,57636387,426297,120/240,PRIMARIA,APARTADO,AEREO,401-13,401-13,7.621,T,426297,1F,5045,APARTADO
7017821,APARTADÓ,URABA,,AEREO,APARTADO,401-13,PRIMARIA,13.2,120/240,1,75,RTS,426270,426270,APARTADÓ,OBRERO,,7017821,719438.619,1363955.689,,7.8796,-76.62087,1/23/2008,1/23/2008,7/11/2018,2/28/2018,URBANO,53150694,57355407,426270,120/240,PRIMARIA,APARTADO,AEREO,401-13,401-13,13.2,RTS,426270,3F,5045,APARTADO
7017822,APARTADÓ,URABA,,AEREO,APARTADO,401-13,PRIMARIA,7.621,240/120,1,37.5,R,100299,426272,APARTADÓ,OBRERO,SIEMENS,7017822,719244.169,1364067.082,,7.88064,-76.62267,1/23/2008,5/21/2013,4/1/2020,2/28/2018,URBANO,57783458,0,426272,240/120,PRIMARIA,APARTADO,AEREO,401-13,401-13,7.621,R,426272,1F,5045,APARTADO
7017823,APARTADÓ,URABA,,AEREO,APARTADO,401-14,PRIMARIA,7.621,120/240,1,37.5,S,426039,426039,APARTADÓ,SAN FERNANDO,SIN CARGAR,7017823,719573.724,1363823.014,,7.8784,-76.61962,1/23/2008,1/23/2008,4/1/2020,1/25/2018,URBANO,47633184,57497898,426039,120/240,PRIMARIA,APARTADO,AEREO,401-14,401-14,7.621,S,426039,1F,5045,APARTADO
7017824,APARTADÓ,URABA,,AEREO,APARTADO,401-14,PRIMARIA,7.621,240/120,1,37.5,R,76678,426041,APARTADÓ,SAN FERNANDO,SIEMENS,7017824,719530.028,1363744.17,,7.8779,-76.62003,1/23/2008,8/19/2009,4/1/2020,1/25/2018,URBANO,47633182,57475589,426041,240/120,PRIMARIA,APARTADO,AEREO,401-14,401-14,7.621,R,426041,1F,5045,APARTADO
7017825,APARTADÓ,URABA,,AEREO,APARTADO,401-14,PRIMARIA,13.2,120/240,1,50,RS,426699,426043,APARTADÓ,SAN FERNANDO,SIN CARGAR,7017825,719492.15,1363692.727,,7.87723,-76.62024,1/23/2008,1/23/2008,4/1/2020,1/25/2018,URBANO,47633179,57475605,426043,120/240,PRIMARIA,APARTADO,AEREO,401-14,401-14,13.2,RS,426043,2F,5045,APARTADO
7017826,APARTADÓ,URABA,,AEREO,APARTADO,401-14,PRIMARIA,7.621,120/240,1,75,R,452081,426045,APARTADÓ,SAN FERNANDO,SIN CARGAR,7017826,719478.994,1363660.412,,7.87691,-76.62046,1/23/2008,1/23/2008,4/1/2020,1/25/2018,URBANO,47633177,57475623,426045,120/240,PRIMARIA,APARTADO,AEREO,401-14,401-14,7.621,R,426045,1F,5045,APARTADO
7017827,,URABA,,AEREO,APARTADO,401-11,PRIMARIA,7.621,240/120,1,25,S,439038,439038,APARTADÓ,,RYMEL,7017827,724793.094,1362359.484,,7.86547,-76.57227,1/23/2008,1/23/2008,11/19/2019,4/16/2018,RURAL,47632868,57213694,439038,240/120,PRIMARIA,APARTADO,AEREO,401-11,401-11,7.621,S,439038,1F,5045,APARTADO
7017829,APARTADÓ,URABA,,AEREO,APARTADO,401-14,PRIMARIA,7.621,240/120,1,75,S,120073,426048,APARTADÓ,SAN FERNANDO,SIEMENS,7017829,719406.523,1363733.207,,7.87756,-76.62115,1/23/2008,9/27/2014,4/1/2020,1/25/2018,URBANO,47633173,57475744,426048,240/120,PRIMARIA,APARTADO,AEREO,401-14,401-14,7.621,S,426048,1F,5045,APARTADO
7017830,APARTADÓ,URABA,,AEREO,APARTADO,401-14,PRIMARIA,7.621,240/120,1,50,S,133710,426049,APARTADÓ,LAS BRISA Y PRIMERO DE MAYO,MAGNETRON,7017830,719329.149,1363781.384,,7.87803,-76.62188,1/23/2008,9/13/2016,4/1/2020,1/25/2018,URBANO,47633168,57475739,426049,240/120,PRIMARIA,APARTADO,AEREO,401-14,401-14,7.621,S,426049,1F,5045,APARTADO
7017831,APARTADÓ,URABA,,AEREO,APARTADO,401-14,PRIMARIA,7.621,240/120,1,50,R,133698,426059,APARTADÓ,LAS BRISA Y PRIMERO DE MAYO,MAGNETRON,7017831,719299.07,1364011.041,,7.88006,-76.62209,1/23/2008,8/23/2016,4/1/2020,1/25/2018,URBANO,47633167,57476123,426059,240/120,PRIMARIA,APARTADO,AEREO,401-14,401-14,7.621,R,426059,1F,5045,APARTADO
7017832,APARTADÓ,URABA,,AEREO,APARTADO,401-14,PRIMARIA,7.621,120/240,1,50,T,426732,426732,APARTADÓ,LAS BRISA Y PRIMERO DE MAYO,SIN CARGAR,7017832,719365.816,1363917.114,,7.87924,-76.62142,1/23/2008,1/23/2008,1/15/2020,1/25/2018,URBANO,47633171,57442288,426732,120/240,PRIMARIA,APARTADO,AEREO,401-14,401-14,7.621,T,426732,1F,5045,APARTADO
7017833,APARTADÓ,URABA,,AEREO,APARTADO,401-14,PRIMARIA,7.621,120/240,1,75,T,426297,426055,APARTADÓ,LAS BRISA Y PRIMERO DE MAYO,SIEMENS,7017833,719189.82,1364063.456,,7.88056,-76.62313,1/23/2008,9/23/2014,10/4/2018,1/25/2018,URBANO,47633164,57450742,426055,120/240,PRIMARIA,APARTADO,AEREO,401-14,401-14,7.621,T,426055,1F,5045,APARTADO
7017834,APARTADÓ,URABA,,AEREO,APARTADO,401-14,PRIMARIA,7.621,120/240,1,50,S,426053,426053,APARTADÓ,LAS BRISA Y PRIMERO DE MAYO,SIN CARGAR,7017834,719047.369,1364082.507,,7.88072,-76.62442,1/23/2008,1/23/2008,7/19/2019,1/25/2018,URBANO,53150907,57474568,426053,120/240,PRIMARIA,APARTADO,AEREO,401-14,401-14,7.621,S,426053,1F,5045,APARTADO
7017836,CHIGORODÓ,URABA,,AEREO,CHIGORODO,403-12,PRIMARIA,7.621,120/240,1,37.5,R,475006,750429,CHIGORODÓ,CHIGORODO,,7017836,712474.863,1340220.232,,7.66481,-76.68263,1/23/2008,1/23/2008,4/1/2020,4/5/2018,URBANO,53162124,57153962,750429,120/240,PRIMARIA,CHIGORODO,AEREO,403-12,403-12,7.621,R,750429,1F,5172,APARTADO
7017837,CHIGORODÓ,URABA,,AEREO,CHIGORODO,403-13,PRIMARIA,7.621,240/120,1,75,T,83950,465145,CHIGORODÓ,CHIGORODO,RYMEL,7017837,712930.231,1340454.919,,7.66688,-76.6785,1/23/2008,1/23/2008,2/27/2020,2/28/2018,URBANO,47635407,57165003,465145,240/120,PRIMARIA,CHIGORODO,AEREO,403-13,403-13,7.621,T,465145,1F,5172,APARTADO
7017838,CHIGORODÓ,URABA,,AEREO,CHIGORODO,403-13,PRIMARIA,7.621,120/240,1,50,T,475146,465146,CHIGORODÓ,CHIGORODO,SIN CARGAR,7017838,713002.285,1340386.623,,7.6663,-76.67781,1/23/2008,1/23/2008,2/27/2020,2/28/2018,URBANO,47635410,57165011,465146,120/240,PRIMARIA,CHIGORODO,AEREO,403-13,403-13,7.621,T,465146,1F,5172,APARTADO
7017839,CHIGORODÓ,URABA,,AEREO,CHIGORODO,403-13,PRIMARIA,13.2,120/240,1,45,RST,475147,465147,CHIGORODÓ,CHIGORODO,SIN CARGAR,7017839,713038.316,1340363.464,,7.66611,-76.67756,1/23/2008,1/23/2008,12/9/2019,2/28/2018,URBANO,47635412,0,465147,120/240,PRIMARIA,CHIGORODO,AEREO,403-13,403-13,13.2,RST,465147,3F,5172,APARTADO
7017840,CHIGORODÓ,URABA,,AEREO,CHIGORODO,403-13,PRIMARIA,7.621,120/240,1,75,S,475148,465148,CHIGORODÓ,CHIGORODO,SIN CARGAR,7017840,713047.825,1340311.728,,7.66557,-76.6775,1/23/2008,1/23/2008,4/1/2020,2/28/2018,URBANO,53155110,57409019,465148,120/240,PRIMARIA,CHIGORODO,AEREO,403-13,403-13,7.621,S,465148,1F,5172,APARTADO
7017841,CHIGORODÓ,URABA,,AEREO,CHIGORODO,403-13,PRIMARIA,7.621,240/120,1,25,S,475149,465149,CHIGORODÓ,CHIGORODO,SIEMENS,7017841,713153.596,1340266.166,,7.66522,-76.67649,1/23/2008,1/23/2008,4/1/2020,2/28/2018,URBANO,47635421,57406073,465149,240/120,PRIMARIA,CHIGORODO,AEREO,403-13,403-13,7.621,S,465149,1F,5172,APARTADO
7017842,APARTADÓ,URABA,,AEREO,APARTADO,401-14,PRIMARIA,7.621,120/240,1,50,R,426060,426060,APARTADÓ,LAS BRISA Y PRIMERO DE MAYO,SIN CARGAR,7017842,718889.767,1364160.836,,7.88159,-76.62582,1/23/2008,1/23/2008,4/1/2020,1/25/2018,URBANO,47633157,57430253,426060,120/240,PRIMARIA,APARTADO,AEREO,401-14,401-14,7.621,R,426060,1F,5045,APARTADO
7017843,APARTADÓ,URABA,,AEREO,APARTADO,401-14,PRIMARIA,7.621,240/120,1,37.5,S,97445,426459,APARTADÓ,LA CHINITA,RYMEL,7017843,718696.526,1364343.977,,7.88312,-76.62767,1/23/2008,4/26/2013,4/1/2020,1/25/2018,URBANO,53150919,57641702,426459,240/120,PRIMARIA,APARTADO,AEREO,401-14,401-14,7.621,S,426459,1F,5045,APARTADO
7017844,APARTADÓ,URABA,,AEREO,APARTADO,401-14,PRIMARIA,13.2,220/127,1,75,RST,137775,426038,APARTADÓ,ALFONSO LOPEZ,MAGNETRON,7017844,720000.594,1363579.206,,7.8763,-76.61573,1/23/2008,10/30/2017,4/1/2020,1/25/2018,URBANO,47633201,57499267,426038,220/127,PRIMARIA,APARTADO,AEREO,401-14,401-14,13.2,RST,426038,3F,5045,APARTADO
7017845,APARTADÓ,URABA,,AEREO,APARTADO,401-14,PRIMARIA,7.621,120/240,1,50,T,27316,426001,APARTADÓ,EL CONCEJO,TPL,7017845,720147.381,1363394.131,,7.87456,-76.61441,1/23/2008,2/21/2008,4/1/2020,1/25/2018,URBANO,47633211,57474865,426001,120/240,PRIMARIA,APARTADO,AEREO,401-14,401-14,7.621,T,426001,1F,5045,APARTADO
7017847,,URABA,,AEREO,APARTADO,401-11,PRIMARIA,7.621,240/120,1,10,T,439040,439040,APARTADÓ,,SIEMENS,7017847,725130.054,1364131.057,,7.88149,-76.56931,1/23/2008,12/12/2011,4/1/2020,4/16/2018,RURAL,53149621,0,439040,240/120,PRIMARIA,APARTADO,AEREO,401-11,401-11,7.621,T,439040,1F,5045,APARTADO
7017848,,URABA,,AEREO,APARTADO,401-11,PRIMARIA,7.621,240/120,1,25,S,439043,439043,APARTADÓ,,TPL,7017848,725643.036,1364405.839,,7.88397,-76.56464,1/23/2008,1/23/2008,11/19/2019,4/16/2018,RURAL,53149629,57160917,439043,240/120,PRIMARIA,APARTADO,AEREO,401-11,401-11,7.621,S,439043,1F,5045,APARTADO
7017849,,URABA,,AEREO,APARTADO,401-11,PRIMARIA,7.621,240/120,1,25,T,52872,439046,APARTADÓ,,RYMEL,7017849,725904.049,1364510.622,,7.88492,-76.56234,1/23/2008,11/3/2010,11/19/2019,4/16/2018,RURAL,53149635,57644197,439046,240/120,PRIMARIA,APARTADO,AEREO,401-11,401-11,7.621,T,439046,1F,5045,APARTADO
7017850,,URABA,,AEREO,APARTADO,401-11,PRIMARIA,7.621,240/120,1,30,S,439060,439060,APARTADÓ,,TPL,7017850,721146.099,1362565.79,,7.86713,-76.60532,1/23/2008,1/23/2008,4/1/2020,4/16/2018,RURAL,47632817,0,439060,240/120,PRIMARIA,APARTADO,AEREO,401-11,401-11,7.621,S,439060,1F,5045,APARTADO
7017852,,URABA,,AEREO,APARTADO,401-11,PRIMARIA,7.621,240/120,1,25,S,426668,426668,APARTADÓ,,RYMEL,7017852,724938.047,1361603.507,,7.85864,-76.57091,1/23/2008,1/23/2008,4/1/2020,4/16/2018,RURAL,47632871,57213652,426668,240/120,PRIMARIA,APARTADO,AEREO,401-11,401-11,7.621,S,426668,1F,5045,APARTADO
7017853,,URABA,,AEREO,APARTADO,401-11,PRIMARIA,7.621,240/120,1,10,S,426667,426667,APARTADÓ,,RYMEL,7017853,725018.858,1361540.907,-1,7.85786,-76.57062,1/23/2008,1/23/2008,11/19/2019,4/16/2018,RURAL,57213657,57213662,426667,240/120,PRIMARIA,APARTADO,AEREO,401-11,401-11,7.621,S,426667,1F,5045,APARTADO
7017854,,URABA,,AEREO,APARTADO,401-11,PRIMARIA,7.621,240/120,1,5,S,86579,426655,APARTADÓ,,MAGNETRON,7017854,720125.483,1366080.293,,7.89883,-76.61476,1/23/2008,6/15/2013,4/1/2020,4/16/2018,RURAL,57826228,57399567,426655,240/120,PRIMARIA,APARTADO,AEREO,401-11,401-11,7.621,S,426655,1F,5045,APARTADO
7017855,,URABA,,AEREO,APARTADO,401-11,PRIMARIA,7.621,240/120,1,10,S,426649,426649,APARTADÓ,,RYMEL,7017855,720061.866,1365721.75,,7.8956,-76.61533,1/23/2008,1/23/2008,4/1/2020,4/16/2018,RURAL,47688326,0,426649,240/120,PRIMARIA,APARTADO,AEREO,401-11,401-11,7.621,S,426649,1F,5045,APARTADO
7017856,,URABA,,AEREO,APARTADO,401-11,PRIMARIA,7.621,240/120,1,3,R,85909,426647,APARTADÓ,,SIEMENS,7017856,719543.111,1365576.117,,7.89424,-76.62001,1/23/2008,4/18/2012,4/1/2020,4/16/2018,RURAL,47632615,0,426647,240/120,PRIMARIA,APARTADO,AEREO,401-11,401-11,7.621,R,426647,1F,5045,APARTADO
7017857,,URABA,,AEREO,NUEVA COLONIA,406-11,PRIMARIA,7.621,120/240,1,25,S,426665,426665,APARTADÓ,,SIN CARGAR,7017857,706646.464,1366956.631,,7.90602,-76.73709,1/23/2008,1/23/2008,6/8/2020,4/16/2018,RURAL,47632217,57200849,426665,120/240,PRIMARIA,NUEVA COLONIA,AEREO,406-11,401-11,7.621,S,426665,1F,5045,TURBO
7017858,,URABA,,AEREO,NUEVA COLONIA,406-11,PRIMARIA,7.621,120/240,1,25,S,426653,750409,APARTADÓ,,RYMEL,7017858,706512.199,1366747.458,-1,7.90408,-76.73823,1/23/2008,1/23/2008,11/19/2019,4/16/2018,RURAL,53150123,57167540,750409,120/240,PRIMARIA,NUEVA COLONIA,AEREO,406-11,401-11,7.621,S,750409,1F,5045,TURBO
7017859,,URABA,,AEREO,NUEVA COLONIA,406-11,PRIMARIA,7.621,240/120,1,10,S,86344,750417,APARTADÓ,,BLANCO,7017859,707286.769,1368078.44,,7.91615,-76.73119,1/23/2008,10/4/2010,10/18/2019,4/16/2018,RURAL,53163976,0,750417,240/120,PRIMARIA,NUEVA COLONIA,AEREO,406-11,401-11,7.621,S,750417,1F,5045,TURBO
7017860,APARTADÓ,URABA,,AEREO,APARTADO,401-14,PRIMARIA,7.621,120/240,1,37.5,R,426002,426002,APARTADÓ,EL CONCEJO,FBM,7017860,720220.172,1363349.251,,7.87416,-76.61375,1/23/2008,1/23/2008,10/2/2018,1/25/2018,URBANO,47633217,57474911,426002,120/240,PRIMARIA,APARTADO,AEREO,401-14,401-14,7.621,R,426002,1F,5045,APARTADO
7017861,,URABA,,AEREO,CHIGORODO,403-14,PRIMARIA,7.621,120/240,1,15,T,458078,458078,CAREPA,,SIN CARGAR,7017861,714597.898,1348277.641,,7.73765,-76.66386,1/23/2008,1/23/2008,12/9/2019,4/11/2018,RURAL,57164940,57667123,458078,120/240,PRIMARIA,CHIGORODO,AEREO,403-14,403-14,7.621,T,458078,1F,5147,APARTADO
7017862,,URABA,,AEREO,CHIGORODO,403-14,PRIMARIA,7.621,120/240,1,15,R,458073,458073,CAREPA,,,7017862,714550.879,1348343.065,,7.7383,-76.66428,1/23/2008,1/23/2008,12/9/2019,4/11/2018,RURAL,57164941,0,458073,120/240,PRIMARIA,CHIGORODO,AEREO,403-14,403-14,7.621,R,458073,1F,5147,APARTADO
7017863,,URABA,,AEREO,CHIGORODO,403-14,PRIMARIA,7.621,120/240,1,37.5,R,460074,460074,CAREPA,,,7017863,715603.285,1347507.718,,7.73081,-76.6547,1/23/2008,1/23/2008,11/19/2019,4/11/2018,RURAL,57164973,57667262,460074,120/240,PRIMARIA,CHIGORODO,AEREO,403-14,403-14,7.621,R,460074,1F,5147,APARTADO
7017864,,URABA,,AEREO,CHIGORODO,403-14,PRIMARIA,13.2,214/124,1,112.5,STR,452460,452460,CAREPA,,ABB,7017864,715522.416,1347115.514,,7.72726,-76.65541,1/23/2008,1/23/2008,6/18/2014,4/11/2018,RURAL,57164976,0,452460,214/124,PRIMARIA,CHIGORODO,AEREO,403-14,403-14,13.2,STR,452460,3F,5147,APARTADO
7017866,,URABA,,AEREO,CHIGORODO,403-14,PRIMARIA,13.2,120/240,1,15,RST,454005,454005,CAREPA,,,7017866,714788.627,1348628.531,,7.74089,-76.66214,1/23/2008,1/23/2008,4/1/2020,4/11/2018,RURAL,57164979,57667119,454005,120/240,PRIMARIA,CHIGORODO,AEREO,403-14,403-14,13.2,RST,454005,3F,5147,APARTADO
7017867,,URABA,,AEREO,CHIGORODO,403-14,PRIMARIA,7.621,120/240,1,10,T,460090,460090,CAREPA,,,7017867,714764.623,1348999.557,,7.74424,-76.66238,1/23/2008,1/23/2008,12/9/2019,4/11/2018,RURAL,53155296,0,460090,120/240,PRIMARIA,CHIGORODO,AEREO,403-14,403-14,7.621,T,460090,1F,5147,APARTADO
7017868,,URABA,,AEREO,CHIGORODO,403-14,PRIMARIA,7.621,120/240,1,25,S,460107,460107,CAREPA,,,7017868,714642.067,1348953.265,,7.74382,-76.66348,1/23/2008,1/23/2008,4/1/2020,4/11/2018,RURAL,47635604,57507296,460107,120/240,PRIMARIA,CHIGORODO,AEREO,403-14,403-14,7.621,S,460107,1F,5147,APARTADO
7017869,,URABA,,AEREO,CHIGORODO,403-14,PRIMARIA,7.621,120/240,1,10,S,460089,460089,CAREPA,,,7017869,714822.38,1349294.799,,7.74691,-76.66187,1/23/2008,1/23/2008,12/9/2019,4/11/2018,RURAL,53155298,0,460089,120/240,PRIMARIA,CHIGORODO,AEREO,403-14,403-14,7.621,S,460089,1F,5147,APARTADO
7017870,,URABA,,SUBTERRANEO,CHIGORODO,403-14,PRIMARIA,13.2,228/132,2,500,TSR,104414,458072,CAREPA,,SUNTEC,7017870,714779.501,1349845.875,,7.75189,-76.66229,1/23/2008,6/11/2013,9/16/2014,4/11/2018,RURAL,57349789,0,458072,228/132,PRIMARIA,CHIGORODO,SUBTERRANEO,403-14,403-14,13.2,TSR,458072,3F,5147,APARTADO
7017871,,URABA,,AEREO,CHIGORODO,403-15,PRIMARIA,7.621,120/240,1,15,S,471006,471006,CHIGORODÓ,,,7017871,713936.757,1340876.147,,7.67082,-76.66943,1/23/2008,1/23/2008,1/14/2020,4/16/2018,RURAL,53155100,0,471006,120/240,PRIMARIA,CHIGORODO,AEREO,403-15,403-15,7.621,S,471006,1F,5172,APARTADO
7017872,,URABA,,AEREO,CHIGORODO,403-15,PRIMARIA,7.621,120/240,1,5,S,467029,467029,CHIGORODÓ,,SIN CARGAR,7017872,713393.298,1341047.233,,7.67245,-76.67438,1/23/2008,1/23/2008,4/10/2019,4/16/2018,RURAL,57383024,0,467029,120/240,PRIMARIA,CHIGORODO,AEREO,403-15,403-15,7.621,S,467029,1F,5172,APARTADO
7017873,CHIGORODÓ,URABA,,AEREO,CHIGORODO,403-15,PRIMARIA,7.621,120/240,1,37.5,R,475225,465225,CHIGORODÓ,CHIGORODO,,7017873,713303.997,1340384.452,,7.6663,-76.67517,1/23/2008,1/23/2008,5/7/2020,4/16/2018,URBANO,57166580,57408611,465225,120/240,PRIMARIA,CHIGORODO,AEREO,403-15,403-15,7.621,R,465225,1F,5172,APARTADO
7017874,CHIGORODÓ,URABA,,AEREO,CHIGORODO,403-15,PRIMARIA,7.621,240/120,1,15,S,70653,465226,CHIGORODÓ,CHIGORODO,RYMEL,7017874,713285.132,1340421.13,,7.66658,-76.67544,1/23/2008,6/16/2009,3/17/2020,4/16/2018,URBANO,47635685,57410985,465226,240/120,PRIMARIA,CHIGORODO,AEREO,403-15,403-15,7.621,S,465226,1F,5172,APARTADO
7017875,CHIGORODÓ,URABA,,AEREO,CHIGORODO,403-15,PRIMARIA,7.621,240/120,1,37.5,R,108357,465227,CHIGORODÓ,CHIGORODO,RYMEL,7017875,713245.133,1340373.931,,7.66618,-76.67567,1/23/2008,9/5/2013,4/1/2020,4/16/2018,URBANO,57166582,57166583,465227,240/120,PRIMARIA,CHIGORODO,AEREO,403-15,403-15,7.621,R,465227,1F,5172,APARTADO
7017876,CHIGORODÓ,URABA,,AEREO,CHIGORODO,403-15,PRIMARIA,7.621,240/120,1,37.5,S,77636,465228,CHIGORODÓ,CHIGORODO,RYMEL,7017876,713241.324,1340428.293,,7.6667,-76.67579,1/23/2008,1/23/2008,5/11/2020,4/16/2018,URBANO,57166585,57166584,465228,240/120,PRIMARIA,CHIGORODO,AEREO,403-15,403-15,7.621,S,465228,1F,5172,APARTADO
7017877,CHIGORODÓ,URABA,,AEREO,CHIGORODO,403-15,PRIMARIA,7.621,120/240,1,37.5,S,475230,465230,CHIGORODÓ,CHIGORODO,,7017877,713169.764,1340469.112,,7.6671,-76.67635,1/23/2008,1/23/2008,12/9/2019,4/16/2018,URBANO,47689015,57410277,465230,120/240,PRIMARIA,CHIGORODO,AEREO,403-15,403-15,7.621,S,465230,1F,5172,APARTADO
7017878,CHIGORODÓ,URABA,,AEREO,CHIGORODO,403-15,PRIMARIA,7.621,120/240,1,37.5,R,475231,465231,CHIGORODÓ,CHIGORODO,,7017878,713138.475,1340488.65,,7.66727,-76.67664,1/23/2008,1/23/2008,4/1/2020,4/16/2018,URBANO,57166659,57166660,465231,120/240,PRIMARIA,CHIGORODO,AEREO,403-15,403-15,7.621,R,465231,1F,5172,APARTADO
7017879,CHIGORODÓ,URABA,,AEREO,CHIGORODO,403-15,PRIMARIA,7.621,120/240,1,50,S,475236,465236,CHIGORODÓ,CHIGORODO,SIN CARGAR,7017879,712967.398,1340602.114,,7.66825,-76.67814,1/23/2008,1/23/2008,6/12/2020,4/16/2018,URBANO,47635660,57153178,465236,120/240,PRIMARIA,CHIGORODO,AEREO,403-15,403-15,7.621,S,465236,1F,5172,APARTADO
7017880,CHIGORODÓ,URABA,,AEREO,CHIGORODO,403-15,PRIMARIA,7.621,120/240,1,37.5,R,475237,465237,CHIGORODÓ,CHIGORODO,,7017880,712941.021,1340621.396,,7.66846,-76.67843,1/23/2008,1/23/2008,4/1/2020,4/16/2018,URBANO,47635659,57409422,465237,120/240,PRIMARIA,CHIGORODO,AEREO,403-15,403-15,7.621,R,465237,1F,5172,APARTADO
7017881,CHIGORODÓ,URABA,,AEREO,CHIGORODO,403-15,PRIMARIA,7.621,120/240,1,25,R,475238,465238,CHIGORODÓ,CHIGORODO,SIN CARGAR,7017881,712910.191,1340654.915,,7.66877,-76.6787,1/23/2008,1/23/2008,3/23/2020,4/16/2018,URBANO,47635654,57166669,465238,120/240,PRIMARIA,CHIGORODO,AEREO,403-15,403-15,7.621,R,465238,1F,5172,APARTADO
7017882,CHIGORODÓ,URABA,,AEREO,CHIGORODO,403-15,PRIMARIA,13.2,120/240,1,75,RST,473115,473115,CHIGORODÓ,CHIGORODO,SIN CARGAR,7017882,713309.309,1340316.097,,7.66544,-76.67508,1/23/2008,1/23/2008,5/12/2020,4/16/2018,URBANO,57166918,0,473115,120/240,PRIMARIA,CHIGORODO,AEREO,403-15,403-15,13.2,RST,473115,3F,5172,APARTADO
7017884,CHIGORODÓ,URABA,,AEREO,CHIGORODO,403-13,PRIMARIA,7.621,120/240,1,25,R,475259,465259,CHIGORODÓ,CHIGORODO,SIN CARGAR,7017884,713554.341,1339483.046,,7.65836,-76.67266,1/23/2008,1/23/2008,4/1/2020,2/28/2018,URBANO,57390033,57423566,465259,120/240,PRIMARIA,CHIGORODO,AEREO,403-13,403-13,7.621,R,465259,1F,5172,APARTADO
7017885,CHIGORODÓ,URABA,,AEREO,CHIGORODO,403-13,PRIMARIA,7.621,120/240,1,37.5,R,475261,465261,CHIGORODÓ,CHIGORODO,SIN CARGAR,7017885,713383.753,1339438.254,,7.65777,-76.67439,1/23/2008,1/23/2008,6/12/2020,2/28/2018,URBANO,47635432,57153048,465261,120/240,PRIMARIA,CHIGORODO,AEREO,403-13,403-13,7.621,R,465261,1F,5172,APARTADO
7017886,CHIGORODÓ,URABA,,AEREO,CHIGORODO,403-13,PRIMARIA,7.621,240/120,1,25,R,475263,465263,CHIGORODÓ,CHIGORODO,SIEMENS,7017886,713409.34,1339535.595,,7.65863,-76.67436,1/23/2008,1/23/2008,4/1/2020,2/28/2018,URBANO,53155219,57153039,465263,240/120,PRIMARIA,CHIGORODO,AEREO,403-13,403-13,7.621,R,465263,1F,5172,APARTADO
