,Circuit,Nombre_municipio,day,Month,District,ServiceType,NumberOT
1419,401-16,APARTADÓ,20,7,Apartado TyD,Daños Energía,1
1420,401-16,APARTADÓ,20,8,Apartado TyD,Daños Energía,1
1421,401-16,APARTADÓ,20,9,Apartado TyD,Daños Energía,1
1422,401-16,APARTADÓ,20,12,Apartado TyD,Daños Energía,1
1423,401-16,APARTADÓ,21,3,Apartado TyD,Daños Energía,1
1424,401-16,APARTADÓ,21,6,Apartado TyD,Daños Energía,2
1425,401-16,APARTADÓ,21,8,Apartado TyD,Daños Energía,1
1426,401-16,APARTADÓ,21,9,Apartado TyD,Daños Energía,1
1427,401-16,APARTADÓ,21,10,Apartado TyD,Daños Energía,3
1428,401-16,APARTADÓ,21,11,Apartado TyD,Daños Energía,1
1429,401-16,APARTADÓ,21,11,Apartado TyD,Mantenimiento Energía,1
1430,401-16,APARTADÓ,22,5,Apartado TyD,Daños Energía,1
1431,401-16,APARTADÓ,22,6,Apartado TyD,Daños Energía,1
1432,401-16,APARTADÓ,22,7,Apartado TyD,Daños Energía,1
1433,401-16,APARTADÓ,22,8,Apartado TyD,Daños Energía,2
1434,401-16,APARTADÓ,22,10,Apartado TyD,Daños Energía,2
1435,401-16,APARTADÓ,22,11,Apartado TyD,Daños Energía,1
1436,401-16,APARTADÓ,22,12,Apartado TyD,Daños Energía,2
1437,401-16,APARTADÓ,23,1,Apartado TyD,Daños Energía,4
1438,401-16,APARTADÓ,23,4,Apartado TyD,Daños Energía,1
1439,401-16,APARTADÓ,23,5,Apartado TyD,Daños Energía,2
1440,401-16,APARTADÓ,23,9,Apartado TyD,Daños Energía,1
1441,401-16,APARTADÓ,23,10,Apartado TyD,Daños Energía,3
1442,401-16,APARTADÓ,23,11,Apartado TyD,Daños Energía,2
1443,401-16,APARTADÓ,23,12,Apartado TyD,Daños Energía,1
1444,401-16,APARTADÓ,24,1,Apartado TyD,Daños Energía,2
1445,401-16,APARTADÓ,24,2,Apartado TyD,Daños Energía,1
1446,401-16,APARTADÓ,24,4,Apartado TyD,Mantenimiento Energía,1
1447,401-16,APARTADÓ,24,5,Apartado TyD,Daños Energía,2
1448,401-16,APARTADÓ,24,7,Apartado TyD,Daños Energía,2
1449,401-16,APARTADÓ,24,8,Apartado TyD,Mantenimiento Energía,1
1450,401-16,APARTADÓ,24,9,Apartado TyD,Daños Energía,1
1451,401-16,APARTADÓ,24,10,Apartado TyD,Daños Energía,1
1452,401-16,APARTADÓ,24,12,Apartado TyD,Daños Energía,1
1453,401-16,APARTADÓ,25,2,Apartado TyD,Daños Energía,1
1454,401-16,APARTADÓ,25,3,Apartado TyD,Daños Energía,3
1455,401-16,APARTADÓ,25,4,Apartado TyD,Daños Energía,1
1456,401-16,APARTADÓ,25,7,Apartado TyD,Daños Energía,1
1457,401-16,APARTADÓ,25,9,Apartado TyD,Daños Energía,1
1458,401-16,APARTADÓ,25,10,Apartado TyD,Mantenimiento Energía,1
1459,401-16,APARTADÓ,25,11,Apartado TyD,Daños Energía,1
1460,401-16,APARTADÓ,26,2,Apartado TyD,Daños Energía,1
1461,401-16,APARTADÓ,26,2,Apartado TyD,Mantenimiento Energía,1
1462,401-16,APARTADÓ,26,3,Apartado TyD,Daños Energía,3
1463,401-16,APARTADÓ,26,6,Apartado TyD,Daños Energía,1
1464,401-16,APARTADÓ,26,7,Apartado TyD,Daños Energía,3
1465,401-16,APARTADÓ,26,8,Apartado TyD,Daños Energía,1
1466,401-16,APARTADÓ,26,9,Apartado TyD,Daños Energía,3
1467,401-16,APARTADÓ,26,10,Apartado TyD,Daños Energía,2
1468,401-16,APARTADÓ,26,12,Apartado TyD,Daños Energía,1
1469,401-16,APARTADÓ,27,2,Apartado TyD,Daños Energía,1
1470,401-16,APARTADÓ,27,3,Apartado TyD,Daños Energía,1
1471,401-16,APARTADÓ,27,4,Apartado TyD,Daños Energía,1
1472,401-16,APARTADÓ,27,5,Apartado TyD,Daños Energía,4
1473,401-16,APARTADÓ,27,6,Apartado TyD,Daños Energía,1
1474,401-16,APARTADÓ,27,8,Apartado TyD,Daños Energía,1
1475,401-16,APARTADÓ,27,9,Apartado TyD,Daños Energía,1
1476,401-16,APARTADÓ,27,9,Apartado TyD,Mantenimiento Energía,2
1477,401-16,APARTADÓ,27,10,Apartado TyD,Daños Energía,2
1478,401-16,APARTADÓ,27,11,Apartado TyD,Daños Energía,1
1479,401-16,APARTADÓ,27,12,Apartado TyD,Daños Energía,3
1480,401-16,APARTADÓ,28,1,Apartado TyD,Daños Energía,3
1481,401-16,APARTADÓ,28,2,Apartado TyD,Daños Energía,1
1482,401-16,APARTADÓ,28,3,Apartado TyD,Daños Energía,1
1483,401-16,APARTADÓ,28,5,Apartado TyD,Daños Energía,1
1484,401-16,APARTADÓ,28,6,Apartado TyD,Daños Energía,1
1485,401-16,APARTADÓ,28,7,Apartado TyD,Daños Energía,2
1486,401-16,APARTADÓ,28,8,Apartado TyD,Daños Energía,2
1487,401-16,APARTADÓ,28,10,Apartado TyD,Daños Energía,4
1488,401-16,APARTADÓ,29,1,Apartado TyD,Daños Energía,2
1489,401-16,APARTADÓ,29,4,Apartado TyD,Daños Energía,5
1490,401-16,APARTADÓ,29,4,Apartado TyD,Mantenimiento Energía,1
1491,401-16,APARTADÓ,29,7,Apartado TyD,Daños Energía,2
1492,401-16,APARTADÓ,29,8,Apartado TyD,Daños Energía,1
1493,401-16,APARTADÓ,29,8,Apartado TyD,Mantenimiento Energía,1
1494,401-16,APARTADÓ,29,10,Apartado TyD,Daños Energía,6
1495,401-16,APARTADÓ,29,11,Apartado TyD,Daños Energía,1
1496,401-16,APARTADÓ,30,1,Apartado TyD,Daños Energía,3
1497,401-16,APARTADÓ,30,3,Apartado TyD,Daños Energía,1
1498,401-16,APARTADÓ,30,4,Apartado TyD,Daños Energía,2
1499,401-16,APARTADÓ,30,5,Apartado TyD,Daños Energía,3
1500,401-16,APARTADÓ,30,6,Apartado TyD,Daños Energía,2
1501,401-16,APARTADÓ,30,6,Apartado TyD,Mantenimiento Energía,2
1502,401-16,APARTADÓ,30,7,Apartado TyD,Daños Energía,3
1503,401-16,APARTADÓ,30,9,Apartado TyD,Daños Energía,3
1504,401-16,APARTADÓ,30,10,Apartado TyD,Daños Energía,3
1505,401-16,APARTADÓ,30,10,Apartado TyD,Mantenimiento Energía,1
1506,401-16,APARTADÓ,30,11,Apartado TyD,Daños Energía,1
1507,401-16,APARTADÓ,30,12,Apartado TyD,Daños Energía,2
1508,401-16,APARTADÓ,31,1,Apartado TyD,Daños Energía,1
1509,401-16,APARTADÓ,31,3,Apartado TyD,Daños Energía,1
1510,401-16,APARTADÓ,31,3,Apartado TyD,Mantenimiento Energía,1
1511,401-16,APARTADÓ,31,5,Apartado TyD,Daños Energía,5
1512,401-16,APARTADÓ,31,8,Apartado TyD,Daños Energía,2
1513,401-16,APARTADÓ,31,10,Apartado TyD,Daños Energía,2
1514,401-16,CAREPA,2,4,Apartado TyD,Daños Energía,1
1515,401-16,CAREPA,29,10,Apartado TyD,Daños Energía,1
1516,401-16,NECHÍ,29,10,Apartado TyD,Daños Energía,1
1517,401-16,TURBO,6,6,Apartado TyD,Mantenimiento Energía,1
1518,401-16,TURBO,22,3,Apartado TyD,Mantenimiento Energía,1
1519,401-17,ANORÍ,12,10,Apartado TyD,Daños Energía,1
1520,401-17,APARTADÓ,1,2,Apartado TyD,Daños Energía,2
1521,401-17,APARTADÓ,1,5,Apartado TyD,Daños Energía,1
1522,401-17,APARTADÓ,1,10,Apartado TyD,Daños Energía,2
1523,401-17,APARTADÓ,2,1,Apartado TyD,Daños Energía,1
1524,401-17,APARTADÓ,2,11,Apartado TyD,Daños Energía,1
1525,401-17,APARTADÓ,3,1,Apartado TyD,Daños Energía,2
1526,401-17,APARTADÓ,3,5,Apartado TyD,Daños Energía,2
1527,401-17,APARTADÓ,3,10,Apartado TyD,Daños Energía,1
1528,401-17,APARTADÓ,3,11,Apartado TyD,Daños Energía,3
1529,401-17,APARTADÓ,4,5,Apartado TyD,Daños Energía,1
1530,401-17,APARTADÓ,4,8,Apartado TyD,Mantenimiento Energía,1
1531,401-17,APARTADÓ,4,10,Apartado TyD,Daños Energía,1
1532,401-17,APARTADÓ,4,11,Apartado TyD,Daños Energía,1
1533,401-17,APARTADÓ,5,1,Apartado TyD,Daños Energía,1
1534,401-17,APARTADÓ,5,4,Apartado TyD,Daños Energía,1
1535,401-17,APARTADÓ,5,5,Apartado TyD,Daños Energía,1
1536,401-17,APARTADÓ,5,9,Apartado TyD,Daños Energía,1
1537,401-17,APARTADÓ,5,10,Apartado TyD,Daños Energía,1
1538,401-17,APARTADÓ,5,11,Apartado TyD,Daños Energía,1
1539,401-17,APARTADÓ,5,12,Apartado TyD,Daños Energía,1
1540,401-17,APARTADÓ,6,4,Apartado TyD,Daños Energía,1
1541,401-17,APARTADÓ,6,7,Apartado TyD,Daños Energía,1
1542,401-17,APARTADÓ,6,11,Apartado TyD,Daños Energía,2
1543,401-17,APARTADÓ,6,12,Apartado TyD,Daños Energía,1
1544,401-17,APARTADÓ,7,6,Apartado TyD,Daños Energía,2
1545,401-17,APARTADÓ,7,10,Apartado TyD,Daños Energía,1
1546,401-17,APARTADÓ,7,11,Apartado TyD,Daños Energía,1
1547,401-17,APARTADÓ,8,3,Apartado TyD,Daños Energía,2
1548,401-17,APARTADÓ,8,9,Apartado TyD,Daños Energía,1
1549,401-17,APARTADÓ,8,9,Apartado TyD,Mantenimiento Energía,1
1550,401-17,APARTADÓ,8,10,Apartado TyD,Daños Energía,2
1551,401-17,APARTADÓ,9,5,Apartado TyD,Daños Energía,2
1552,401-17,APARTADÓ,9,7,Apartado TyD,Daños Energía,1
1553,401-17,APARTADÓ,9,9,Apartado TyD,Daños Energía,3
1554,401-17,APARTADÓ,9,10,Apartado TyD,Daños Energía,1
1555,401-17,APARTADÓ,9,12,Apartado TyD,Daños Energía,1
1556,401-17,APARTADÓ,10,7,Apartado TyD,Daños Energía,1
1557,401-17,APARTADÓ,10,10,Apartado TyD,Daños Energía,1
1558,401-17,APARTADÓ,10,12,Apartado TyD,Daños Energía,2
1559,401-17,APARTADÓ,11,12,Apartado TyD,Daños Energía,2
1560,401-17,APARTADÓ,11,12,Apartado TyD,Mantenimiento Energía,1
1561,401-17,APARTADÓ,12,2,Apartado TyD,Daños Energía,1
1562,401-17,APARTADÓ,12,7,Apartado TyD,Daños Energía,2
1563,401-17,APARTADÓ,12,8,Apartado TyD,Daños Energía,1
1564,401-17,APARTADÓ,12,11,Apartado TyD,Daños Energía,2
1565,401-17,APARTADÓ,12,12,Apartado TyD,Daños Energía,3
1566,401-17,APARTADÓ,14,1,Apartado TyD,Daños Energía,1
1567,401-17,APARTADÓ,14,6,Apartado TyD,Daños Energía,1
1568,401-17,APARTADÓ,14,12,Apartado TyD,Daños Energía,1
1569,401-17,APARTADÓ,15,3,Apartado TyD,Daños Energía,3
1570,401-17,APARTADÓ,15,6,Apartado TyD,Daños Energía,1
1571,401-17,APARTADÓ,15,7,Apartado TyD,Daños Energía,1
1572,401-17,APARTADÓ,15,8,Apartado TyD,Daños Energía,1
1573,401-17,APARTADÓ,15,9,Apartado TyD,Daños Energía,1
1574,401-17,APARTADÓ,15,9,Apartado TyD,Mantenimiento Energía,1
1575,401-17,APARTADÓ,15,11,Apartado TyD,Daños Energía,2
1576,401-17,APARTADÓ,15,12,Apartado TyD,Daños Energía,1
1577,401-17,APARTADÓ,16,5,Apartado TyD,Daños Energía,2
1578,401-17,APARTADÓ,17,4,Apartado TyD,Daños Energía,1
1579,401-17,APARTADÓ,17,9,Apartado TyD,Daños Energía,1
1580,401-17,APARTADÓ,18,3,Apartado TyD,Daños Energía,1
1581,401-17,APARTADÓ,18,4,Apartado TyD,Daños Energía,1
1582,401-17,APARTADÓ,18,12,Apartado TyD,Daños Energía,1
1583,401-17,APARTADÓ,19,1,Apartado TyD,Daños Energía,1
1584,401-17,APARTADÓ,19,3,Apartado TyD,Daños Energía,2
1585,401-17,APARTADÓ,19,5,Apartado TyD,Daños Energía,1
1586,401-17,APARTADÓ,19,6,Apartado TyD,Daños Energía,1
1587,401-17,APARTADÓ,19,11,Apartado TyD,Daños Energía,2
1588,401-17,APARTADÓ,19,12,Apartado TyD,Daños Energía,1
1589,401-17,APARTADÓ,20,4,Apartado TyD,Daños Energía,4
1590,401-17,APARTADÓ,20,5,Apartado TyD,Daños Energía,4
1591,401-17,APARTADÓ,20,7,Apartado TyD,Daños Energía,2
1592,401-17,APARTADÓ,20,8,Apartado TyD,Daños Energía,1
1593,401-17,APARTADÓ,21,1,Apartado TyD,Daños Energía,2
1594,401-17,APARTADÓ,21,2,Apartado TyD,Daños Energía,1
1595,401-17,APARTADÓ,21,4,Apartado TyD,Daños Energía,2
1596,401-17,APARTADÓ,21,6,Apartado TyD,Daños Energía,1
1597,401-17,APARTADÓ,21,10,Apartado TyD,Daños Energía,1
1598,401-17,APARTADÓ,22,4,Apartado TyD,Daños Energía,2
1599,401-17,APARTADÓ,22,7,Apartado TyD,Daños Energía,1
1600,401-17,APARTADÓ,22,10,Apartado TyD,Daños Energía,1
1601,401-17,APARTADÓ,23,1,Apartado TyD,Daños Energía,1
1602,401-17,APARTADÓ,23,8,Apartado TyD,Daños Energía,1
1603,401-17,APARTADÓ,23,10,Apartado TyD,Daños Energía,1
1604,401-17,APARTADÓ,23,12,Apartado TyD,Daños Energía,1
1605,401-17,APARTADÓ,24,4,Apartado TyD,Daños Energía,1
1606,401-17,APARTADÓ,24,4,Apartado TyD,Mantenimiento Energía,6
1607,401-17,APARTADÓ,24,6,Apartado TyD,Daños Energía,1
1608,401-17,APARTADÓ,24,11,Apartado TyD,Daños Energía,2
1609,401-17,APARTADÓ,25,5,Apartado TyD,Daños Energía,1
1610,401-17,APARTADÓ,25,6,Apartado TyD,Daños Energía,1
1611,401-17,APARTADÓ,25,7,Apartado TyD,Mantenimiento Energía,6
1612,401-17,APARTADÓ,25,9,Apartado TyD,Daños Energía,1
1613,401-17,APARTADÓ,25,10,Apartado TyD,Daños Energía,1
1614,401-17,APARTADÓ,26,4,Apartado TyD,Daños Energía,1
1615,401-17,APARTADÓ,26,5,Apartado TyD,Mantenimiento Energía,1
1616,401-17,APARTADÓ,26,6,Apartado TyD,Daños Energía,2
1617,401-17,APARTADÓ,27,6,Apartado TyD,Daños Energía,1
1618,401-17,APARTADÓ,28,4,Apartado TyD,Mantenimiento Energía,1
1619,401-17,APARTADÓ,28,10,Apartado TyD,Daños Energía,1
1620,401-17,APARTADÓ,29,3,Apartado TyD,Daños Energía,1
1621,401-17,APARTADÓ,29,4,Apartado TyD,Daños Energía,1
1622,401-17,APARTADÓ,29,4,Apartado TyD,Mantenimiento Energía,1
1623,401-17,APARTADÓ,29,7,Apartado TyD,Daños Energía,1
1624,401-17,APARTADÓ,30,10,Apartado TyD,Daños Energía,2
1625,401-17,APARTADÓ,30,12,Apartado TyD,Daños Energía,1
1626,401-17,APARTADÓ,31,1,Apartado TyD,Mantenimiento Energía,1
1627,401-17,APARTADÓ,31,3,Apartado TyD,Daños Energía,1
1628,401-17,APARTADÓ,31,5,Apartado TyD,Daños Energía,1
1629,401-17,APARTADÓ,31,7,Apartado TyD,Daños Energía,2
1630,401-17,APARTADÓ,31,10,Apartado TyD,Daños Energía,1
1631,401-18,APARTADÓ,1,4,Apartado TyD,Daños Energía,2
1632,401-18,APARTADÓ,1,6,Apartado TyD,Daños Energía,2
1633,401-18,APARTADÓ,1,7,Apartado TyD,Daños Energía,1
1634,401-18,APARTADÓ,1,11,Apartado TyD,Daños Energía,3
1635,401-18,APARTADÓ,2,1,Apartado TyD,Daños Energía,2
1636,401-18,APARTADÓ,2,4,Apartado TyD,Daños Energía,3
1637,401-18,APARTADÓ,2,4,Apartado TyD,Mantenimiento Energía,1
1638,401-18,APARTADÓ,2,7,Apartado TyD,Daños Energía,2
1639,401-18,APARTADÓ,2,8,Apartado TyD,Daños Energía,3
1640,401-18,APARTADÓ,2,10,Apartado TyD,Daños Energía,1
1641,401-18,APARTADÓ,2,11,Apartado TyD,Daños Energía,2
1642,401-18,APARTADÓ,2,11,Apartado TyD,Mantenimiento Energía,2
1643,401-18,APARTADÓ,3,4,Apartado TyD,Daños Energía,1
1644,401-18,APARTADÓ,3,4,Apartado TyD,Mantenimiento Energía,1
1645,401-18,APARTADÓ,3,5,Apartado TyD,Daños Energía,2
1646,401-18,APARTADÓ,3,7,Apartado TyD,Daños Energía,1
1647,401-18,APARTADÓ,3,12,Apartado TyD,Daños Energía,2
1648,401-18,APARTADÓ,4,12,Apartado TyD,Daños Energía,1
1649,401-18,APARTADÓ,5,3,Apartado TyD,Daños Energía,1
1650,401-18,APARTADÓ,5,5,Apartado TyD,Daños Energía,1
1651,401-18,APARTADÓ,5,6,Apartado TyD,Daños Energía,1
1652,401-18,APARTADÓ,5,10,Apartado TyD,Daños Energía,1
1653,401-18,APARTADÓ,5,11,Apartado TyD,Daños Energía,2
1654,401-18,APARTADÓ,5,12,Apartado TyD,Daños Energía,3
1655,401-18,APARTADÓ,6,2,Apartado TyD,Daños Energía,1
1656,401-18,APARTADÓ,6,4,Apartado TyD,Daños Energía,1
1657,401-18,APARTADÓ,6,6,Apartado TyD,Daños Energía,1
1658,401-18,APARTADÓ,6,7,Apartado TyD,Daños Energía,1
1659,401-18,APARTADÓ,6,8,Apartado TyD,Mantenimiento Energía,7
1660,401-18,APARTADÓ,6,11,Apartado TyD,Daños Energía,1
1661,401-18,APARTADÓ,6,12,Apartado TyD,Daños Energía,2
1662,401-18,APARTADÓ,7,5,Apartado TyD,Daños Energía,1
1663,401-18,APARTADÓ,7,9,Apartado TyD,Daños Energía,2
1664,401-18,APARTADÓ,7,10,Apartado TyD,Daños Energía,1
1665,401-18,APARTADÓ,7,11,Apartado TyD,Daños Energía,1
1666,401-18,APARTADÓ,8,4,Apartado TyD,Mantenimiento Energía,1
1667,401-18,APARTADÓ,8,5,Apartado TyD,Daños Energía,1
1668,401-18,APARTADÓ,8,8,Apartado TyD,Daños Energía,2
1669,401-18,APARTADÓ,8,8,Apartado TyD,Mantenimiento Energía,1
1670,401-18,APARTADÓ,8,10,Apartado TyD,Daños Energía,1
1671,401-18,APARTADÓ,9,4,Apartado TyD,Daños Energía,1
1672,401-18,APARTADÓ,9,8,Apartado TyD,Daños Energía,1
1673,401-18,APARTADÓ,9,9,Apartado TyD,Daños Energía,2
1674,401-18,APARTADÓ,9,11,Apartado TyD,Daños Energía,1
1675,401-18,APARTADÓ,10,1,Apartado TyD,Daños Energía,2
1676,401-18,APARTADÓ,10,5,Apartado TyD,Mantenimiento Energía,2
1677,401-18,APARTADÓ,10,6,Apartado TyD,Daños Energía,2
1678,401-18,APARTADÓ,10,7,Apartado TyD,Daños Energía,3
1679,401-18,APARTADÓ,10,9,Apartado TyD,Daños Energía,1
1680,401-18,APARTADÓ,11,3,Apartado TyD,Daños Energía,2
1681,401-18,APARTADÓ,11,5,Apartado TyD,Daños Energía,1
1682,401-18,APARTADÓ,11,6,Apartado TyD,Daños Energía,1
1683,401-18,APARTADÓ,11,8,Apartado TyD,Daños Energía,2
1684,401-18,APARTADÓ,11,9,Apartado TyD,Daños Energía,2
1685,401-18,APARTADÓ,11,11,Apartado TyD,Daños Energía,1
1686,401-18,APARTADÓ,12,1,Apartado TyD,Daños Energía,3
1687,401-18,APARTADÓ,12,1,Apartado TyD,Mantenimiento Energía,1
1688,401-18,APARTADÓ,12,2,Apartado TyD,Daños Energía,1
1689,401-18,APARTADÓ,12,9,Apartado TyD,Daños Energía,1
1690,401-18,APARTADÓ,12,10,Apartado TyD,Daños Energía,1
1691,401-18,APARTADÓ,12,11,Apartado TyD,Daños Energía,3
1692,401-18,APARTADÓ,13,1,Apartado TyD,Daños Energía,1
1693,401-18,APARTADÓ,13,1,Apartado TyD,Mantenimiento Energía,1
1694,401-18,APARTADÓ,13,2,Apartado TyD,Daños Energía,1
1695,401-18,APARTADÓ,13,4,Apartado TyD,Daños Energía,1
1696,401-18,APARTADÓ,13,5,Apartado TyD,Daños Energía,1
1697,401-18,APARTADÓ,13,8,Apartado TyD,Daños Energía,1
1698,401-18,APARTADÓ,13,8,Apartado TyD,Mantenimiento Energía,9
1699,401-18,APARTADÓ,13,11,Apartado TyD,Daños Energía,1
1700,401-18,APARTADÓ,14,1,Apartado TyD,Daños Energía,2
1701,401-18,APARTADÓ,14,2,Apartado TyD,Daños Energía,1
1702,401-18,APARTADÓ,14,3,Apartado TyD,Daños Energía,1
1703,401-18,APARTADÓ,14,4,Apartado TyD,Daños Energía,2
1704,401-18,APARTADÓ,14,6,Apartado TyD,Daños Energía,4
1705,401-18,APARTADÓ,14,11,Apartado TyD,Daños Energía,3
1706,401-18,APARTADÓ,14,12,Apartado TyD,Daños Energía,1
1707,401-18,APARTADÓ,15,3,Apartado TyD,Daños Energía,1
1708,401-18,APARTADÓ,15,4,Apartado TyD,Daños Energía,1
1709,401-18,APARTADÓ,15,5,Apartado TyD,Daños Energía,1
1710,401-18,APARTADÓ,15,11,Apartado TyD,Daños Energía,1
1711,401-18,APARTADÓ,15,11,Apartado TyD,Mantenimiento Energía,1
1712,401-18,APARTADÓ,15,12,Apartado TyD,Daños Energía,1
1713,401-18,APARTADÓ,16,4,Apartado TyD,Daños Energía,1
1714,401-18,APARTADÓ,16,5,Apartado TyD,Daños Energía,4
1715,401-18,APARTADÓ,16,5,Apartado TyD,Mantenimiento Energía,2
1716,401-18,APARTADÓ,16,7,Apartado TyD,Daños Energía,2
1717,401-18,APARTADÓ,16,8,Apartado TyD,Daños Energía,2
1718,401-18,APARTADÓ,16,11,Apartado TyD,Daños Energía,2
1719,401-18,APARTADÓ,16,12,Apartado TyD,Daños Energía,6
1720,401-18,APARTADÓ,16,12,Apartado TyD,Mantenimiento Energía,1
1721,401-18,APARTADÓ,17,5,Apartado TyD,Daños Energía,3
1722,401-18,APARTADÓ,17,6,Apartado TyD,Mantenimiento Energía,1
1723,401-18,APARTADÓ,17,8,Apartado TyD,Daños Energía,1
1724,401-18,APARTADÓ,17,9,Apartado TyD,Daños Energía,1
1725,401-18,APARTADÓ,17,10,Apartado TyD,Daños Energía,2
1726,401-18,APARTADÓ,17,11,Apartado TyD,Mantenimiento Energía,1
1727,401-18,APARTADÓ,17,12,Apartado TyD,Daños Energía,1
1728,401-18,APARTADÓ,18,5,Apartado TyD,Daños Energía,3
1729,401-18,APARTADÓ,18,6,Apartado TyD,Daños Energía,4
1730,401-18,APARTADÓ,18,8,Apartado TyD,Daños Energía,3
1731,401-18,APARTADÓ,18,11,Apartado TyD,Daños Energía,1
1732,401-18,APARTADÓ,18,12,Apartado TyD,Daños Energía,2
1733,401-18,APARTADÓ,19,2,Apartado TyD,Daños Energía,1
1734,401-18,APARTADÓ,19,2,Apartado TyD,Mantenimiento Energía,2
1735,401-18,APARTADÓ,19,3,Apartado TyD,Daños Energía,3
1736,401-18,APARTADÓ,19,11,Apartado TyD,Daños Energía,1
1737,401-18,APARTADÓ,19,12,Apartado TyD,Daños Energía,1
1738,401-18,APARTADÓ,20,2,Apartado TyD,Daños Energía,1
1739,401-18,APARTADÓ,20,3,Apartado TyD,Daños Energía,1
1740,401-18,APARTADÓ,20,4,Apartado TyD,Daños Energía,1
1741,401-18,APARTADÓ,20,5,Apartado TyD,Daños Energía,2
1742,401-18,APARTADÓ,20,7,Apartado TyD,Daños Energía,1
1743,401-18,APARTADÓ,20,9,Apartado TyD,Mantenimiento Energía,1
1744,401-18,APARTADÓ,20,11,Apartado TyD,Daños Energía,1
1745,401-18,APARTADÓ,21,1,Apartado TyD,Daños Energía,1
1746,401-18,APARTADÓ,21,3,Apartado TyD,Daños Energía,1
1747,401-18,APARTADÓ,21,5,Apartado TyD,Daños Energía,1
1748,401-18,APARTADÓ,21,8,Apartado TyD,Daños Energía,1
1749,401-18,APARTADÓ,21,10,Apartado TyD,Daños Energía,1
1750,401-18,APARTADÓ,21,11,Apartado TyD,Daños Energía,1
1751,401-18,APARTADÓ,21,12,Apartado TyD,Daños Energía,2
1752,401-18,APARTADÓ,22,3,Apartado TyD,Daños Energía,4
1753,401-18,APARTADÓ,22,4,Apartado TyD,Daños Energía,3
1754,401-18,APARTADÓ,22,6,Apartado TyD,Mantenimiento Energía,1
1755,401-18,APARTADÓ,22,7,Apartado TyD,Daños Energía,1
1756,401-18,APARTADÓ,22,8,Apartado TyD,Daños Energía,1
1757,401-18,APARTADÓ,22,8,Apartado TyD,Mantenimiento Energía,2
1758,401-18,APARTADÓ,22,12,Apartado TyD,Daños Energía,1
1759,401-18,APARTADÓ,23,1,Apartado TyD,Daños Energía,2
1760,401-18,APARTADÓ,23,2,Apartado TyD,Daños Energía,1
1761,401-18,APARTADÓ,23,3,Apartado TyD,Daños Energía,1
1762,401-18,APARTADÓ,23,4,Apartado TyD,Daños Energía,2
1763,401-18,APARTADÓ,23,5,Apartado TyD,Daños Energía,1
1764,401-18,APARTADÓ,23,6,Apartado TyD,Mantenimiento Energía,1
1765,401-18,APARTADÓ,23,7,Apartado TyD,Daños Energía,4
1766,401-18,APARTADÓ,23,9,Apartado TyD,Daños Energía,1
1767,401-18,APARTADÓ,23,9,Apartado TyD,Mantenimiento Energía,1
1768,401-18,APARTADÓ,23,10,Apartado TyD,Daños Energía,1
1769,401-18,APARTADÓ,23,11,Apartado TyD,Daños Energía,1
1770,401-18,APARTADÓ,24,1,Apartado TyD,Daños Energía,1
1771,401-18,APARTADÓ,24,4,Apartado TyD,Daños Energía,1
1772,401-18,APARTADÓ,24,5,Apartado TyD,Daños Energía,1
1773,401-18,APARTADÓ,24,9,Apartado TyD,Daños Energía,1
1774,401-18,APARTADÓ,24,10,Apartado TyD,Daños Energía,2
1775,401-18,APARTADÓ,25,6,Apartado TyD,Daños Energía,3
1776,401-18,APARTADÓ,25,7,Apartado TyD,Mantenimiento Energía,6
1777,401-18,APARTADÓ,25,9,Apartado TyD,Daños Energía,2
1778,401-18,APARTADÓ,25,10,Apartado TyD,Daños Energía,3
1779,401-18,APARTADÓ,26,6,Apartado TyD,Daños Energía,1
1780,401-18,APARTADÓ,26,7,Apartado TyD,Daños Energía,2
1781,401-18,APARTADÓ,26,8,Apartado TyD,Daños Energía,4
1782,401-18,APARTADÓ,26,10,Apartado TyD,Daños Energía,1
1783,401-18,APARTADÓ,26,11,Apartado TyD,Daños Energía,1
1784,401-18,APARTADÓ,27,1,Apartado TyD,Daños Energía,1
1785,401-18,APARTADÓ,27,5,Apartado TyD,Daños Energía,2
1786,401-18,APARTADÓ,27,6,Apartado TyD,Daños Energía,2
1787,401-18,APARTADÓ,27,7,Apartado TyD,Daños Energía,2
1788,401-18,APARTADÓ,27,8,Apartado TyD,Daños Energía,1
1789,401-18,APARTADÓ,27,11,Apartado TyD,Daños Energía,1
1790,401-18,APARTADÓ,28,1,Apartado TyD,Daños Energía,1
1791,401-18,APARTADÓ,28,3,Apartado TyD,Daños Energía,1
1792,401-18,APARTADÓ,28,6,Apartado TyD,Daños Energía,1
1793,401-18,APARTADÓ,28,7,Apartado TyD,Daños Energía,2
1794,401-18,APARTADÓ,29,1,Apartado TyD,Daños Energía,1
1795,401-18,APARTADÓ,29,3,Apartado TyD,Daños Energía,1
1796,401-18,APARTADÓ,29,7,Apartado TyD,Daños Energía,1
1797,401-18,APARTADÓ,29,10,Apartado TyD,Daños Energía,2
1798,401-18,APARTADÓ,30,6,Apartado TyD,Daños Energía,1
1799,401-18,APARTADÓ,30,10,Apartado TyD,Daños Energía,4
1800,401-18,APARTADÓ,31,7,Apartado TyD,Daños Energía,2
1801,401-18,APARTADÓ,31,10,Apartado TyD,Daños Energía,2
