,Circuit,Nombre_municipio,day,Month,District,ServiceType,NumberOT
1802,401-18,CAREPA,17,9,Apartado TyD,Mantenimiento Energía,2
1803,401-18,MEDELLÍN,4,12,Apartado TyD,Daños Energía,2
1804,401-18,TURBO,23,4,Apartado TyD,Daños Energía,1
1805,401-41,APARTADÓ,6,9,Apartado TyD,Mantenimiento Energía,2
1806,401-41,APARTADÓ,9,9,Apartado TyD,Mantenimiento Energía,1
1807,401-41,APARTADÓ,10,9,Apartado TyD,Mantenimiento Energía,3
1808,401-41,APARTADÓ,15,5,Apartado TyD,Daños Energía,3
1809,401-41,APARTADÓ,18,7,Apartado TyD,Mantenimiento Energía,2
1810,401-41,APARTADÓ,19,3,Apartado TyD,Daños Energía,1
1811,401-41,APARTADÓ,25,3,Apartado TyD,Mantenimiento Energía,3
1812,401-41,APARTADÓ,26,3,Apartado TyD,Mantenimiento Energía,2
1813,401-41,APARTADÓ,26,4,Apartado TyD,Mantenimiento Energía,1
1814,401-41,APARTADÓ,28,10,Apartado TyD,Daños Energía,1
1815,401-41,APARTADÓ,29,3,Apartado TyD,Mantenimiento Energía,1
1816,401-41,APARTADÓ,29,9,Apartado TyD,Mantenimiento Energía,4
1817,401-41,CAREPA,1,4,Apartado TyD,Mantenimiento Energía,4
1818,401-41,CAREPA,17,7,Apartado TyD,Mantenimiento Energía,2
1819,401-41,CAREPA,19,3,Apartado TyD,Daños Energía,1
1820,401-41,CHIGORODÓ,2,5,Apartado TyD,Mantenimiento Energía,4
1821,401-41,CHIGORODÓ,3,5,Apartado TyD,Mantenimiento Energía,1
1822,401-41,CHIGORODÓ,10,4,Apartado TyD,Mantenimiento Energía,2
1823,401-41,CHIGORODÓ,12,4,Apartado TyD,Mantenimiento Energía,3
1824,401-41,CHIGORODÓ,29,4,Apartado TyD,Mantenimiento Energía,1
1825,401-42,ANORÍ,12,5,Apartado TyD,Mantenimiento Energía,1
1826,401-42,APARTADÓ,4,1,Apartado TyD,Mantenimiento Energía,1
1827,401-42,APARTADÓ,10,11,Apartado TyD,Mantenimiento Energía,1
1828,401-42,APARTADÓ,11,5,Apartado TyD,Mantenimiento Energía,1
1829,401-42,APARTADÓ,12,10,Apartado TyD,Daños Energía,1
1830,401-42,APARTADÓ,13,5,Apartado TyD,Mantenimiento Energía,1
1831,401-42,APARTADÓ,14,2,Apartado TyD,Mantenimiento Energía,2
1832,401-42,APARTADÓ,16,5,Apartado TyD,Mantenimiento Energía,2
1833,401-42,APARTADÓ,18,6,Apartado TyD,Daños Energía,1
1834,401-42,APARTADÓ,21,2,Apartado TyD,Mantenimiento Energía,1
1835,401-42,APARTADÓ,21,10,Apartado TyD,Mantenimiento Energía,1
1836,401-42,APARTADÓ,23,4,Apartado TyD,Mantenimiento Energía,1
1837,401-42,APARTADÓ,25,3,Apartado TyD,Mantenimiento Energía,9
1838,401-42,APARTADÓ,27,3,Apartado TyD,Daños Energía,2
1839,401-42,APARTADÓ,30,9,Apartado TyD,Mantenimiento Energía,2
1840,401-42,ARBOLETES,14,2,Apartado TyD,Mantenimiento Energía,1
1841,401-42,CAREPA,1,4,Apartado TyD,Mantenimiento Energía,5
1842,401-42,CAREPA,3,4,Apartado TyD,Mantenimiento Energía,15
1843,401-42,CAREPA,5,3,Apartado TyD,Mantenimiento Energía,1
1844,401-42,CAREPA,10,5,Apartado TyD,Mantenimiento Energía,2
1845,401-42,CAREPA,12,10,Apartado TyD,Daños Energía,2
1846,401-42,CAREPA,14,3,Apartado TyD,Mantenimiento Energía,4
1847,401-42,CAREPA,16,4,Apartado TyD,Mantenimiento Energía,8
1848,401-42,CAREPA,18,3,Apartado TyD,Mantenimiento Energía,1
1849,401-42,CAREPA,19,3,Apartado TyD,Mantenimiento Energía,5
1850,401-42,CAREPA,20,3,Apartado TyD,Mantenimiento Energía,2
1851,401-42,CAREPA,20,10,Apartado TyD,Mantenimiento Energía,14
1852,401-42,CAREPA,21,3,Apartado TyD,Mantenimiento Energía,1
1853,401-42,CAREPA,21,10,Apartado TyD,Mantenimiento Energía,1
1854,401-42,CAREPA,22,2,Apartado TyD,Daños Energía,3
1855,401-42,CAREPA,23,9,Apartado TyD,Daños Energía,1
1856,401-42,CAREPA,25,2,Apartado TyD,Mantenimiento Energía,2
1857,401-42,CAREPA,28,8,Apartado TyD,Daños Energía,1
1858,401-42,CAREPA,29,5,Apartado TyD,Mantenimiento Energía,1
1859,401-42,CAREPA,29,8,Apartado TyD,Mantenimiento Energía,1
1860,401-42,CHIGORODÓ,20,10,Apartado TyD,Mantenimiento Energía,2
1861,401-45,APARTADÓ,2,8,Apartado TyD,Daños Energía,1
1862,401-45,APARTADÓ,2,10,Apartado TyD,Daños Energía,1
1863,401-45,APARTADÓ,4,3,Apartado TyD,Daños Energía,1
1864,401-45,APARTADÓ,4,12,Apartado TyD,Daños Energía,1
1865,401-45,APARTADÓ,5,2,Apartado TyD,Daños Energía,1
1866,401-45,APARTADÓ,5,4,Apartado TyD,Daños Energía,1
1867,401-45,APARTADÓ,5,4,Apartado TyD,Mantenimiento Energía,1
1868,401-45,APARTADÓ,6,5,Apartado TyD,Daños Energía,1
1869,401-45,APARTADÓ,6,5,Apartado TyD,Mantenimiento Energía,12
1870,401-45,APARTADÓ,7,6,Apartado TyD,Daños Energía,1
1871,401-45,APARTADÓ,7,9,Apartado TyD,Daños Energía,1
1872,401-45,APARTADÓ,8,1,Apartado TyD,Daños Energía,1
1873,401-45,APARTADÓ,9,4,Apartado TyD,Mantenimiento Energía,9
1874,401-45,APARTADÓ,9,5,Apartado TyD,Mantenimiento Energía,5
1875,401-45,APARTADÓ,10,10,Apartado TyD,Daños Energía,3
1876,401-45,APARTADÓ,12,1,Apartado TyD,Daños Energía,2
1877,401-45,APARTADÓ,13,2,Apartado TyD,Daños Energía,1
1878,401-45,APARTADÓ,13,5,Apartado TyD,Mantenimiento Energía,6
1879,401-45,APARTADÓ,14,3,Apartado TyD,Daños Energía,2
1880,401-45,APARTADÓ,14,8,Apartado TyD,Mantenimiento Energía,2
1881,401-45,APARTADÓ,15,5,Apartado TyD,Mantenimiento Energía,2
1882,401-45,APARTADÓ,16,1,Apartado TyD,Daños Energía,1
1883,401-45,APARTADÓ,16,4,Apartado TyD,Daños Energía,1
1884,401-45,APARTADÓ,19,10,Apartado TyD,Daños Energía,1
1885,401-45,APARTADÓ,21,9,Apartado TyD,Daños Energía,1
1886,401-45,APARTADÓ,23,7,Apartado TyD,Daños Energía,1
1887,401-45,APARTADÓ,23,10,Apartado TyD,Daños Energía,1
1888,401-45,APARTADÓ,24,10,Apartado TyD,Daños Energía,1
1889,401-45,APARTADÓ,27,7,Apartado TyD,Daños Energía,2
1890,401-45,APARTADÓ,27,8,Apartado TyD,Daños Energía,1
1891,401-45,APARTADÓ,28,2,Apartado TyD,Daños Energía,1
1892,401-45,APARTADÓ,28,3,Apartado TyD,Daños Energía,1
1893,401-45,APARTADÓ,28,12,Apartado TyD,Daños Energía,1
1894,401-45,APARTADÓ,30,1,Apartado TyD,Daños Energía,1
1895,401-45,APARTADÓ,30,4,Apartado TyD,Daños Energía,1
1896,401-45,APARTADÓ,31,3,Apartado TyD,Daños Energía,1
1897,401-45,APARTADÓ,31,3,Apartado TyD,Mantenimiento Energía,1
1898,402-11,CHIGORODÓ,20,3,Turbo TyD,Daños Energía,1
1899,402-11,TURBO,1,5,Turbo TyD,Daños Energía,1
1900,402-11,TURBO,2,1,Turbo TyD,Daños Energía,1
1901,402-11,TURBO,2,1,Turbo TyD,Mantenimiento Energía,2
1902,402-11,TURBO,2,2,Turbo TyD,Daños Energía,2
1903,402-11,TURBO,2,5,Turbo TyD,Daños Energía,1
1904,402-11,TURBO,2,8,Turbo TyD,Mantenimiento Energía,2
1905,402-11,TURBO,2,11,Turbo TyD,Daños Energía,1
1906,402-11,TURBO,3,3,Turbo TyD,Daños Energía,1
1907,402-11,TURBO,3,12,Turbo TyD,Daños Energía,1
1908,402-11,TURBO,4,2,Turbo TyD,Daños Energía,1
1909,402-11,TURBO,4,2,Turbo TyD,Mantenimiento Energía,2
1910,402-11,TURBO,4,4,Turbo TyD,Daños Energía,1
1911,402-11,TURBO,5,3,Turbo TyD,Daños Energía,2
1912,402-11,TURBO,5,6,Turbo TyD,Daños Energía,1
1913,402-11,TURBO,6,6,Turbo TyD,Daños Energía,1
1914,402-11,TURBO,8,1,Turbo TyD,Mantenimiento Energía,1
1915,402-11,TURBO,8,6,Turbo TyD,Daños Energía,1
1916,402-11,TURBO,8,10,Turbo TyD,Mantenimiento Energía,1
1917,402-11,TURBO,9,1,Turbo TyD,Mantenimiento Energía,1
1918,402-11,TURBO,10,4,Turbo TyD,Daños Energía,1
1919,402-11,TURBO,10,9,Turbo TyD,Daños Energía,2
1920,402-11,TURBO,11,1,Turbo TyD,Mantenimiento Energía,1
1921,402-11,TURBO,11,9,Turbo TyD,Daños Energía,1
1922,402-11,TURBO,11,9,Turbo TyD,Mantenimiento Energía,1
1923,402-11,TURBO,12,10,Turbo TyD,Daños Energía,1
1924,402-11,TURBO,13,3,Turbo TyD,Mantenimiento Energía,1
1925,402-11,TURBO,14,1,Turbo TyD,Daños Energía,1
1926,402-11,TURBO,14,7,Turbo TyD,Daños Energía,2
1927,402-11,TURBO,16,6,Turbo TyD,Daños Energía,1
1928,402-11,TURBO,16,7,Turbo TyD,Daños Energía,1
1929,402-11,TURBO,17,1,Turbo TyD,Daños Energía,1
1930,402-11,TURBO,17,6,Turbo TyD,Daños Energía,1
1931,402-11,TURBO,18,1,Turbo TyD,Mantenimiento Energía,2
1932,402-11,TURBO,19,3,Turbo TyD,Daños Energía,2
1933,402-11,TURBO,19,11,Turbo TyD,Mantenimiento Energía,1
1934,402-11,TURBO,20,12,Turbo TyD,Daños Energía,2
1935,402-11,TURBO,21,6,Turbo TyD,Daños Energía,1
1936,402-11,TURBO,21,8,Turbo TyD,Daños Energía,1
1937,402-11,TURBO,22,12,Turbo TyD,Daños Energía,1
1938,402-11,TURBO,23,1,Turbo TyD,Mantenimiento Energía,2
1939,402-11,TURBO,23,4,Turbo TyD,Daños Energía,2
1940,402-11,TURBO,23,7,Turbo TyD,Daños Energía,1
1941,402-11,TURBO,25,5,Turbo TyD,Daños Energía,1
1942,402-11,TURBO,26,7,Turbo TyD,Daños Energía,1
1943,402-11,TURBO,26,9,Turbo TyD,Daños Energía,1
1944,402-11,TURBO,27,3,Turbo TyD,Daños Energía,1
1945,402-11,TURBO,27,10,Turbo TyD,Daños Energía,1
1946,402-11,TURBO,27,11,Turbo TyD,Daños Energía,2
1947,402-11,TURBO,28,8,Turbo TyD,Daños Energía,2
1948,402-11,TURBO,28,11,Turbo TyD,Daños Energía,2
1949,402-11,TURBO,29,12,Turbo TyD,Daños Energía,1
1950,402-11,TURBO,30,4,Turbo TyD,Daños Energía,1
1951,402-11,TURBO,30,6,Turbo TyD,Daños Energía,1
1952,402-11,TURBO,30,8,Turbo TyD,Daños Energía,1
1953,402-11,TURBO,30,12,Turbo TyD,Daños Energía,1
1954,402-11,TURBO,31,12,Turbo TyD,Daños Energía,1
1955,402-12,CHIGORODÓ,14,10,Apartado TyD,Daños Energía,1
1956,402-12,SAN PEDRO DE URABÁ,7,8,Turbo TyD,Daños Energía,1
1957,402-12,TURBO,1,2,Turbo TyD,Daños Energía,1
1958,402-12,TURBO,1,2,Turbo TyD,Mantenimiento Energía,1
1959,402-12,TURBO,1,3,Turbo TyD,Daños Energía,2
1960,402-12,TURBO,1,4,Turbo TyD,Daños Energía,3
1961,402-12,TURBO,1,5,Turbo TyD,Daños Energía,1
1962,402-12,TURBO,1,7,Turbo TyD,Daños Energía,2
1963,402-12,TURBO,1,8,Turbo TyD,Daños Energía,2
1964,402-12,TURBO,1,8,Turbo TyD,Mantenimiento Energía,1
1965,402-12,TURBO,1,10,Turbo TyD,Daños Energía,1
1966,402-12,TURBO,1,11,Turbo TyD,Daños Energía,2
1967,402-12,TURBO,2,1,Turbo TyD,Daños Energía,2
1968,402-12,TURBO,2,2,Turbo TyD,Daños Energía,1
1969,402-12,TURBO,2,2,Turbo TyD,Mantenimiento Energía,1
1970,402-12,TURBO,2,4,Turbo TyD,Daños Energía,6
1971,402-12,TURBO,2,5,Turbo TyD,Daños Energía,1
1972,402-12,TURBO,2,7,Turbo TyD,Daños Energía,4
1973,402-12,TURBO,2,8,Turbo TyD,Daños Energía,1
1974,402-12,TURBO,2,9,Turbo TyD,Daños Energía,1
1975,402-12,TURBO,2,9,Turbo TyD,Mantenimiento Energía,2
1976,402-12,TURBO,2,10,Turbo TyD,Daños Energía,1
1977,402-12,TURBO,2,11,Turbo TyD,Daños Energía,3
1978,402-12,TURBO,2,12,Turbo TyD,Daños Energía,6
1979,402-12,TURBO,3,1,Turbo TyD,Daños Energía,1
1980,402-12,TURBO,3,2,Turbo TyD,Daños Energía,1
1981,402-12,TURBO,3,4,Turbo TyD,Daños Energía,1
1982,402-12,TURBO,3,5,Turbo TyD,Daños Energía,1
1983,402-12,TURBO,3,6,Turbo TyD,Mantenimiento Energía,1
1984,402-12,TURBO,3,7,Turbo TyD,Daños Energía,2
1985,402-12,TURBO,3,8,Turbo TyD,Daños Energía,2
1986,402-12,TURBO,3,11,Turbo TyD,Daños Energía,3
1987,402-12,TURBO,3,12,Turbo TyD,Daños Energía,1
1988,402-12,TURBO,4,1,Turbo TyD,Daños Energía,1
1989,402-12,TURBO,4,2,Turbo TyD,Daños Energía,2
1990,402-12,TURBO,4,4,Turbo TyD,Daños Energía,1
1991,402-12,TURBO,4,5,Turbo TyD,Daños Energía,1
1992,402-12,TURBO,4,6,Turbo TyD,Daños Energía,3
1993,402-12,TURBO,4,7,Turbo TyD,Daños Energía,4
1994,402-12,TURBO,4,9,Turbo TyD,Daños Energía,2
1995,402-12,TURBO,4,10,Turbo TyD,Daños Energía,2
1996,402-12,TURBO,4,12,Turbo TyD,Daños Energía,1
1997,402-12,TURBO,5,2,Turbo TyD,Daños Energía,2
1998,402-12,TURBO,5,2,Turbo TyD,Mantenimiento Energía,1
1999,402-12,TURBO,5,3,Turbo TyD,Daños Energía,3
2000,402-12,TURBO,5,4,Turbo TyD,Daños Energía,1
2001,402-12,TURBO,5,5,Turbo TyD,Daños Energía,2
2002,402-12,TURBO,5,5,Turbo TyD,Mantenimiento Energía,1
2003,402-12,TURBO,5,7,Turbo TyD,Daños Energía,2
2004,402-12,TURBO,5,8,Turbo TyD,Daños Energía,2
2005,402-12,TURBO,5,9,Turbo TyD,Daños Energía,3
2006,402-12,TURBO,5,10,Turbo TyD,Daños Energía,3
2007,402-12,TURBO,5,11,Turbo TyD,Daños Energía,1
2008,402-12,TURBO,5,12,Turbo TyD,Daños Energía,2
2009,402-12,TURBO,6,2,Turbo TyD,Daños Energía,1
2010,402-12,TURBO,6,3,Turbo TyD,Daños Energía,3
2011,402-12,TURBO,6,3,Turbo TyD,Mantenimiento Energía,1
2012,402-12,TURBO,6,5,Turbo TyD,Daños Energía,3
2013,402-12,TURBO,6,6,Turbo TyD,Daños Energía,1
2014,402-12,TURBO,6,8,Turbo TyD,Daños Energía,3
2015,402-12,TURBO,6,9,Turbo TyD,Daños Energía,1
2016,402-12,TURBO,6,10,Turbo TyD,Daños Energía,1
2017,402-12,TURBO,6,11,Turbo TyD,Daños Energía,1
2018,402-12,TURBO,7,1,Turbo TyD,Daños Energía,1
2019,402-12,TURBO,7,2,Turbo TyD,Daños Energía,2
2020,402-12,TURBO,7,3,Turbo TyD,Daños Energía,6
2021,402-12,TURBO,7,4,Turbo TyD,Daños Energía,1
2022,402-12,TURBO,7,6,Turbo TyD,Daños Energía,1
2023,402-12,TURBO,7,7,Turbo TyD,Daños Energía,3
2024,402-12,TURBO,7,9,Turbo TyD,Daños Energía,1
2025,402-12,TURBO,7,10,Turbo TyD,Daños Energía,4
2026,402-12,TURBO,7,10,Turbo TyD,Mantenimiento Energía,1
2027,402-12,TURBO,7,11,Turbo TyD,Daños Energía,2
2028,402-12,TURBO,7,11,Turbo TyD,Mantenimiento Energía,1
2029,402-12,TURBO,7,12,Turbo TyD,Daños Energía,2
2030,402-12,TURBO,8,1,Turbo TyD,Daños Energía,2
2031,402-12,TURBO,8,2,Turbo TyD,Daños Energía,2
2032,402-12,TURBO,8,3,Turbo TyD,Daños Energía,2
2033,402-12,TURBO,8,7,Turbo TyD,Daños Energía,4
2034,402-12,TURBO,8,8,Turbo TyD,Daños Energía,5
2035,402-12,TURBO,8,10,Turbo TyD,Daños Energía,1
2036,402-12,TURBO,8,11,Turbo TyD,Daños Energía,1
2037,402-12,TURBO,8,11,Turbo TyD,Mantenimiento Energía,2
2038,402-12,TURBO,9,1,Turbo TyD,Daños Energía,9
2039,402-12,TURBO,9,2,Turbo TyD,Daños Energía,1
2040,402-12,TURBO,9,4,Turbo TyD,Daños Energía,5
2041,402-12,TURBO,9,6,Turbo TyD,Daños Energía,1
2042,402-12,TURBO,9,7,Turbo TyD,Daños Energía,5
2043,402-12,TURBO,9,8,Turbo TyD,Daños Energía,1
2044,402-12,TURBO,9,8,Turbo TyD,Mantenimiento Energía,1
2045,402-12,TURBO,9,9,Turbo TyD,Daños Energía,1
2046,402-12,TURBO,9,11,Turbo TyD,Daños Energía,4
2047,402-12,TURBO,9,12,Turbo TyD,Daños Energía,1
2048,402-12,TURBO,10,1,Turbo TyD,Daños Energía,4
2049,402-12,TURBO,10,2,Turbo TyD,Daños Energía,2
2050,402-12,TURBO,10,2,Turbo TyD,Mantenimiento Energía,1
2051,402-12,TURBO,10,3,Turbo TyD,Daños Energía,3
2052,402-12,TURBO,10,4,Turbo TyD,Daños Energía,10
2053,402-12,TURBO,10,4,Turbo TyD,Mantenimiento Energía,1
2054,402-12,TURBO,10,6,Turbo TyD,Daños Energía,2
2055,402-12,TURBO,10,7,Turbo TyD,Daños Energía,6
2056,402-12,TURBO,10,9,Turbo TyD,Daños Energía,3
2057,402-12,TURBO,10,10,Turbo TyD,Daños Energía,2
2058,402-12,TURBO,10,10,Turbo TyD,Mantenimiento Energía,1
2059,402-12,TURBO,10,12,Turbo TyD,Daños Energía,2
2060,402-12,TURBO,11,1,Turbo TyD,Daños Energía,2
2061,402-12,TURBO,11,1,Turbo TyD,Mantenimiento Energía,2
2062,402-12,TURBO,11,3,Turbo TyD,Daños Energía,3
2063,402-12,TURBO,11,4,Turbo TyD,Daños Energía,2
2064,402-12,TURBO,11,4,Turbo TyD,Mantenimiento Energía,1
2065,402-12,TURBO,11,5,Turbo TyD,Daños Energía,1
2066,402-12,TURBO,11,6,Turbo TyD,Daños Energía,1
2067,402-12,TURBO,11,9,Turbo TyD,Daños Energía,1
2068,402-12,TURBO,11,10,Turbo TyD,Daños Energía,3
2069,402-12,TURBO,11,11,Turbo TyD,Daños Energía,2
2070,402-12,TURBO,12,2,Turbo TyD,Daños Energía,2
2071,402-12,TURBO,12,3,Turbo TyD,Daños Energía,1
2072,402-12,TURBO,12,4,Turbo TyD,Daños Energía,6
2073,402-12,TURBO,12,6,Turbo TyD,Daños Energía,3
2074,402-12,TURBO,12,7,Turbo TyD,Daños Energía,1
2075,402-12,TURBO,12,8,Turbo TyD,Daños Energía,2
2076,402-12,TURBO,12,9,Turbo TyD,Daños Energía,2
2077,402-12,TURBO,12,10,Turbo TyD,Daños Energía,2
2078,402-12,TURBO,12,11,Turbo TyD,Daños Energía,1
2079,402-12,TURBO,12,11,Turbo TyD,Mantenimiento Energía,1
2080,402-12,TURBO,12,12,Turbo TyD,Daños Energía,2
2081,402-12,TURBO,13,3,Turbo TyD,Daños Energía,2
2082,402-12,TURBO,13,4,Turbo TyD,Daños Energía,2
2083,402-12,TURBO,13,5,Turbo TyD,Daños Energía,1
2084,402-12,TURBO,13,6,Turbo TyD,Daños Energía,3
2085,402-12,TURBO,13,7,Turbo TyD,Daños Energía,1
2086,402-12,TURBO,13,9,Turbo TyD,Daños Energía,3
2087,402-12,TURBO,13,10,Turbo TyD,Daños Energía,1
2088,402-12,TURBO,13,11,Turbo TyD,Daños Energía,1
2089,402-12,TURBO,13,12,Turbo TyD,Daños Energía,5
2090,402-12,TURBO,14,1,Turbo TyD,Daños Energía,2
2091,402-12,TURBO,14,1,Turbo TyD,Mantenimiento Energía,3
2092,402-12,TURBO,14,3,Turbo TyD,Daños Energía,1
2093,402-12,TURBO,14,5,Turbo TyD,Daños Energía,1
2094,402-12,TURBO,14,7,Turbo TyD,Daños Energía,1
2095,402-12,TURBO,14,8,Turbo TyD,Daños Energía,1
2096,402-12,TURBO,14,9,Turbo TyD,Daños Energía,2
2097,402-12,TURBO,14,11,Turbo TyD,Daños Energía,4
2098,402-12,TURBO,14,12,Turbo TyD,Daños Energía,6
2099,402-12,TURBO,15,1,Turbo TyD,Daños Energía,2
2100,402-12,TURBO,15,2,Turbo TyD,Daños Energía,1
2101,402-12,TURBO,15,3,Turbo TyD,Daños Energía,1
2102,402-12,TURBO,15,5,Turbo TyD,Daños Energía,3
2103,402-12,TURBO,15,7,Turbo TyD,Daños Energía,7
2104,402-12,TURBO,15,8,Turbo TyD,Daños Energía,4
2105,402-12,TURBO,15,9,Turbo TyD,Mantenimiento Energía,1
2106,402-12,TURBO,15,10,Turbo TyD,Daños Energía,3
2107,402-12,TURBO,15,10,Turbo TyD,Mantenimiento Energía,1
2108,402-12,TURBO,15,12,Turbo TyD,Daños Energía,1
2109,402-12,TURBO,16,1,Turbo TyD,Daños Energía,1
2110,402-12,TURBO,16,4,Turbo TyD,Daños Energía,1
2111,402-12,TURBO,16,5,Turbo TyD,Daños Energía,4
2112,402-12,TURBO,16,5,Turbo TyD,Mantenimiento Energía,1
2113,402-12,TURBO,16,7,Turbo TyD,Daños Energía,3
2114,402-12,TURBO,16,8,Turbo TyD,Daños Energía,4
2115,402-12,TURBO,16,9,Turbo TyD,Daños Energía,1
2116,402-12,TURBO,16,12,Turbo TyD,Daños Energía,6
2117,402-12,TURBO,16,12,Turbo TyD,Mantenimiento Energía,1
2118,402-12,TURBO,17,1,Turbo TyD,Daños Energía,3
2119,402-12,TURBO,17,1,Turbo TyD,Mantenimiento Energía,1
2120,402-12,TURBO,17,3,Turbo TyD,Daños Energía,1
2121,402-12,TURBO,17,4,Turbo TyD,Daños Energía,2
2122,402-12,TURBO,17,5,Turbo TyD,Daños Energía,1
2123,402-12,TURBO,17,6,Turbo TyD,Daños Energía,2
2124,402-12,TURBO,17,7,Turbo TyD,Daños Energía,5
2125,402-12,TURBO,17,8,Turbo TyD,Daños Energía,2
2126,402-12,TURBO,17,9,Turbo TyD,Daños Energía,4
2127,402-12,TURBO,17,9,Turbo TyD,Mantenimiento Energía,1
2128,402-12,TURBO,17,10,Turbo TyD,Daños Energía,2
2129,402-12,TURBO,17,12,Turbo TyD,Daños Energía,3
2130,402-12,TURBO,18,1,Turbo TyD,Daños Energía,1
2131,402-12,TURBO,18,2,Turbo TyD,Daños Energía,5
2132,402-12,TURBO,18,3,Turbo TyD,Daños Energía,1
2133,402-12,TURBO,18,6,Turbo TyD,Daños Energía,1
2134,402-12,TURBO,18,9,Turbo TyD,Daños Energía,2
2135,402-12,TURBO,18,10,Turbo TyD,Daños Energía,2
2136,402-12,TURBO,18,11,Turbo TyD,Daños Energía,3
2137,402-12,TURBO,18,12,Turbo TyD,Daños Energía,1
2138,402-12,TURBO,18,12,Turbo TyD,Mantenimiento Energía,1
2139,402-12,TURBO,19,1,Turbo TyD,Daños Energía,1
2140,402-12,TURBO,19,2,Turbo TyD,Daños Energía,2
2141,402-12,TURBO,19,2,Turbo TyD,Mantenimiento Energía,2
2142,402-12,TURBO,19,3,Turbo TyD,Daños Energía,10
2143,402-12,TURBO,19,4,Turbo TyD,Daños Energía,1
2144,402-12,TURBO,19,5,Turbo TyD,Daños Energía,1
2145,402-12,TURBO,19,6,Turbo TyD,Daños Energía,1
2146,402-12,TURBO,19,7,Turbo TyD,Daños Energía,1
2147,402-12,TURBO,19,7,Turbo TyD,Mantenimiento Energía,1
2148,402-12,TURBO,19,8,Turbo TyD,Daños Energía,1
2149,402-12,TURBO,19,9,Turbo TyD,Daños Energía,2
2150,402-12,TURBO,19,10,Turbo TyD,Daños Energía,1
2151,402-12,TURBO,19,11,Turbo TyD,Daños Energía,3
2152,402-12,TURBO,19,12,Turbo TyD,Daños Energía,2
2153,402-12,TURBO,19,12,Turbo TyD,Mantenimiento Energía,1
2154,402-12,TURBO,20,1,Turbo TyD,Daños Energía,1
2155,402-12,TURBO,20,2,Turbo TyD,Daños Energía,1
2156,402-12,TURBO,20,2,Turbo TyD,Mantenimiento Energía,1
2157,402-12,TURBO,20,3,Turbo TyD,Daños Energía,3
2158,402-12,TURBO,20,4,Turbo TyD,Daños Energía,2
2159,402-12,TURBO,20,5,Turbo TyD,Daños Energía,3
2160,402-12,TURBO,20,7,Turbo TyD,Daños Energía,2
2161,402-12,TURBO,20,8,Turbo TyD,Daños Energía,1
2162,402-12,TURBO,20,9,Turbo TyD,Daños Energía,2
2163,402-12,TURBO,20,11,Turbo TyD,Daños Energía,5
2164,402-12,TURBO,20,11,Turbo TyD,Mantenimiento Energía,1
2165,402-12,TURBO,20,12,Turbo TyD,Daños Energía,2
2166,402-12,TURBO,21,1,Turbo TyD,Daños Energía,1
2167,402-12,TURBO,21,2,Turbo TyD,Daños Energía,1
2168,402-12,TURBO,21,3,Turbo TyD,Daños Energía,4
2169,402-12,TURBO,21,4,Turbo TyD,Daños Energía,2
2170,402-12,TURBO,21,5,Turbo TyD,Daños Energía,2
2171,402-12,TURBO,21,6,Turbo TyD,Daños Energía,2
2172,402-12,TURBO,21,8,Turbo TyD,Daños Energía,5
2173,402-12,TURBO,21,10,Turbo TyD,Daños Energía,4
2174,402-12,TURBO,21,11,Turbo TyD,Daños Energía,3
2175,402-12,TURBO,21,11,Turbo TyD,Mantenimiento Energía,1
2176,402-12,TURBO,22,1,Turbo TyD,Daños Energía,3
2177,402-12,TURBO,22,2,Turbo TyD,Daños Energía,1
2178,402-12,TURBO,22,2,Turbo TyD,Mantenimiento Energía,1
2179,402-12,TURBO,22,3,Turbo TyD,Daños Energía,6
2180,402-12,TURBO,22,4,Turbo TyD,Daños Energía,5
2181,402-12,TURBO,22,4,Turbo TyD,Mantenimiento Energía,2
2182,402-12,TURBO,22,6,Turbo TyD,Daños Energía,1
2183,402-12,TURBO,22,9,Turbo TyD,Daños Energía,2
2184,402-12,TURBO,22,10,Turbo TyD,Daños Energía,2
2185,402-12,TURBO,22,11,Turbo TyD,Daños Energía,4
2186,402-12,TURBO,22,12,Turbo TyD,Daños Energía,1
2187,402-12,TURBO,23,1,Turbo TyD,Daños Energía,1
2188,402-12,TURBO,23,2,Turbo TyD,Daños Energía,1
2189,402-12,TURBO,23,4,Turbo TyD,Daños Energía,5
2190,402-12,TURBO,23,5,Turbo TyD,Daños Energía,1
2191,402-12,TURBO,23,6,Turbo TyD,Daños Energía,1
2192,402-12,TURBO,23,7,Turbo TyD,Daños Energía,1
2193,402-12,TURBO,23,8,Turbo TyD,Daños Energía,2
2194,402-12,TURBO,23,9,Turbo TyD,Mantenimiento Energía,2
2195,402-12,TURBO,23,10,Turbo TyD,Daños Energía,2
2196,402-12,TURBO,23,11,Turbo TyD,Daños Energía,2
2197,402-12,TURBO,23,12,Turbo TyD,Daños Energía,2
2198,402-12,TURBO,23,12,Turbo TyD,Mantenimiento Energía,2
2199,402-12,TURBO,24,1,Turbo TyD,Daños Energía,2
2200,402-12,TURBO,24,2,Turbo TyD,Daños Energía,2
2201,402-12,TURBO,24,3,Turbo TyD,Daños Energía,3
2202,402-12,TURBO,24,4,Turbo TyD,Daños Energía,3
2203,402-12,TURBO,24,4,Turbo TyD,Mantenimiento Energía,1
