,Nombre_municipio,Month,District,ServiceType,day,weekday,Date,NumberOT
2867,NECOCLÍ,1,Turbo TyD,Daños Energía,8,1,2019-01-08,8
2869,NECOCLÍ,1,Turbo TyD,Daños Energía,10,3,2019-01-10,6
2870,NECOCLÍ,1,Turbo TyD,Daños Energía,11,4,2019-01-11,12
2871,NECOCLÍ,1,Turbo TyD,Daños Energía,12,5,2019-01-12,3
2873,NECOCLÍ,1,Turbo TyD,Daños Energía,14,0,2019-01-14,7
2874,NECOCLÍ,1,Turbo TyD,Daños Energía,15,1,2019-01-15,9
2875,NECOCLÍ,1,Turbo TyD,Daños Energía,16,2,2019-01-16,12
2877,NECOCLÍ,1,Turbo TyD,Daños Energía,18,4,2019-01-18,9
2878,NECOCLÍ,1,Turbo TyD,Daños Energía,19,5,2019-01-19,1
2879,NECOCLÍ,1,Turbo TyD,Daños Energía,20,6,2019-01-20,2
2880,NECOCLÍ,1,Turbo TyD,Daños Energía,21,0,2019-01-21,7
2882,NECOCLÍ,1,Turbo TyD,Daños Energía,23,2,2019-01-23,7
2884,NECOCLÍ,1,Turbo TyD,Daños Energía,25,4,2019-01-25,4
2885,NECOCLÍ,1,Turbo TyD,Daños Energía,26,5,2019-01-26,5
2886,NECOCLÍ,1,Turbo TyD,Daños Energía,27,6,2019-01-27,3
2887,NECOCLÍ,1,Turbo TyD,Daños Energía,28,0,2019-01-28,8
2888,NECOCLÍ,1,Turbo TyD,Daños Energía,29,1,2019-01-29,5
2889,NECOCLÍ,1,Turbo TyD,Daños Energía,30,2,2019-01-30,8
2890,NECOCLÍ,1,Turbo TyD,Daños Energía,31,3,2019-01-31,4
2891,NECOCLÍ,1,Turbo TyD,Mantenimiento Energía,1,1,2019-01-01,3
2892,NECOCLÍ,1,Turbo TyD,Mantenimiento Energía,2,2,2019-01-02,2
2893,NECOCLÍ,1,Turbo TyD,Mantenimiento Energía,3,3,2019-01-03,6
2894,NECOCLÍ,1,Turbo TyD,Mantenimiento Energía,4,4,2019-01-04,4
2895,NECOCLÍ,1,Turbo TyD,Mantenimiento Energía,6,6,2019-01-06,4
2896,NECOCLÍ,1,Turbo TyD,Mantenimiento Energía,7,0,2019-01-07,5
2897,NECOCLÍ,1,Turbo TyD,Mantenimiento Energía,9,2,2019-01-09,4
2898,NECOCLÍ,1,Turbo TyD,Mantenimiento Energía,10,3,2019-01-10,3
2901,NECOCLÍ,1,Turbo TyD,Mantenimiento Energía,16,2,2019-01-16,2
2902,NECOCLÍ,1,Turbo TyD,Mantenimiento Energía,21,0,2019-01-21,1
2903,NECOCLÍ,1,Turbo TyD,Mantenimiento Energía,22,1,2019-01-22,1
2904,NECOCLÍ,1,Turbo TyD,Mantenimiento Energía,23,2,2019-01-23,3
2905,NECOCLÍ,1,Turbo TyD,Mantenimiento Energía,24,3,2019-01-24,2
2906,NECOCLÍ,1,Turbo TyD,Mantenimiento Energía,29,1,2019-01-29,2
2907,NECOCLÍ,1,Turbo TyD,Mantenimiento Energía,30,2,2019-01-30,3
2908,NECOCLÍ,1,Turbo TyD,Mantenimiento Energía,31,3,2019-01-31,1
2909,NECOCLÍ,2,Turbo TyD,Daños Energía,1,4,2019-02-01,5
2910,NECOCLÍ,2,Turbo TyD,Daños Energía,2,5,2019-02-02,6
2911,NECOCLÍ,2,Turbo TyD,Daños Energía,3,6,2019-02-03,1
2912,NECOCLÍ,2,Turbo TyD,Daños Energía,4,0,2019-02-04,6
2913,NECOCLÍ,2,Turbo TyD,Daños Energía,5,1,2019-02-05,9
2914,NECOCLÍ,2,Turbo TyD,Daños Energía,6,2,2019-02-06,7
2915,NECOCLÍ,2,Turbo TyD,Daños Energía,7,3,2019-02-07,8
2918,NECOCLÍ,2,Turbo TyD,Daños Energía,10,6,2019-02-10,3
2919,NECOCLÍ,2,Turbo TyD,Daños Energía,11,0,2019-02-11,16
2920,NECOCLÍ,2,Turbo TyD,Daños Energía,12,1,2019-02-12,11
2921,NECOCLÍ,2,Turbo TyD,Daños Energía,13,2,2019-02-13,4
2922,NECOCLÍ,2,Turbo TyD,Daños Energía,14,3,2019-02-14,7
2923,NECOCLÍ,2,Turbo TyD,Daños Energía,15,4,2019-02-15,5
2925,NECOCLÍ,2,Turbo TyD,Daños Energía,17,6,2019-02-17,3
2926,NECOCLÍ,2,Turbo TyD,Daños Energía,18,0,2019-02-18,5
2928,NECOCLÍ,2,Turbo TyD,Daños Energía,20,2,2019-02-20,6
2929,NECOCLÍ,2,Turbo TyD,Daños Energía,21,3,2019-02-21,9
2930,NECOCLÍ,2,Turbo TyD,Daños Energía,22,4,2019-02-22,13
2931,NECOCLÍ,2,Turbo TyD,Daños Energía,23,5,2019-02-23,8
2932,NECOCLÍ,2,Turbo TyD,Daños Energía,24,6,2019-02-24,3
2933,NECOCLÍ,2,Turbo TyD,Daños Energía,25,0,2019-02-25,5
2934,NECOCLÍ,2,Turbo TyD,Daños Energía,26,1,2019-02-26,6
2936,NECOCLÍ,2,Turbo TyD,Daños Energía,28,3,2019-02-28,5
2937,NECOCLÍ,2,Turbo TyD,Mantenimiento Energía,1,4,2019-02-01,2
2938,NECOCLÍ,2,Turbo TyD,Mantenimiento Energía,2,5,2019-02-02,1
2939,NECOCLÍ,2,Turbo TyD,Mantenimiento Energía,4,0,2019-02-04,2
2941,NECOCLÍ,2,Turbo TyD,Mantenimiento Energía,6,2,2019-02-06,2
2943,NECOCLÍ,2,Turbo TyD,Mantenimiento Energía,11,0,2019-02-11,1
2944,NECOCLÍ,2,Turbo TyD,Mantenimiento Energía,12,1,2019-02-12,6
2945,NECOCLÍ,2,Turbo TyD,Mantenimiento Energía,13,2,2019-02-13,1
2947,NECOCLÍ,2,Turbo TyD,Mantenimiento Energía,17,6,2019-02-17,1
2948,NECOCLÍ,2,Turbo TyD,Mantenimiento Energía,18,0,2019-02-18,3
2950,NECOCLÍ,2,Turbo TyD,Mantenimiento Energía,20,2,2019-02-20,2
2951,NECOCLÍ,2,Turbo TyD,Mantenimiento Energía,21,3,2019-02-21,2
2953,NECOCLÍ,2,Turbo TyD,Mantenimiento Energía,26,1,2019-02-26,2
2954,NECOCLÍ,2,Turbo TyD,Mantenimiento Energía,27,2,2019-02-27,1
2956,NECOCLÍ,3,Apartado TyD,Daños Energía,28,3,2019-03-28,1
2959,NECOCLÍ,3,Turbo TyD,Daños Energía,3,6,2019-03-03,2
2960,NECOCLÍ,3,Turbo TyD,Daños Energía,4,0,2019-03-04,5
2962,NECOCLÍ,3,Turbo TyD,Daños Energía,6,2,2019-03-06,12
2963,NECOCLÍ,3,Turbo TyD,Daños Energía,7,3,2019-03-07,7
2964,NECOCLÍ,3,Turbo TyD,Daños Energía,8,4,2019-03-08,11
2965,NECOCLÍ,3,Turbo TyD,Daños Energía,9,5,2019-03-09,6
2966,NECOCLÍ,3,Turbo TyD,Daños Energía,10,6,2019-03-10,2
2967,NECOCLÍ,3,Turbo TyD,Daños Energía,11,0,2019-03-11,9
2968,NECOCLÍ,3,Turbo TyD,Daños Energía,12,1,2019-03-12,9
2969,NECOCLÍ,3,Turbo TyD,Daños Energía,13,2,2019-03-13,10
2970,NECOCLÍ,3,Turbo TyD,Daños Energía,14,3,2019-03-14,12
2971,NECOCLÍ,3,Turbo TyD,Daños Energía,15,4,2019-03-15,13
2972,NECOCLÍ,3,Turbo TyD,Daños Energía,16,5,2019-03-16,8
2973,NECOCLÍ,3,Turbo TyD,Daños Energía,18,0,2019-03-18,10
2975,NECOCLÍ,3,Turbo TyD,Daños Energía,20,2,2019-03-20,4
2977,NECOCLÍ,3,Turbo TyD,Daños Energía,22,4,2019-03-22,7
2978,NECOCLÍ,3,Turbo TyD,Daños Energía,23,5,2019-03-23,17
2979,NECOCLÍ,3,Turbo TyD,Daños Energía,24,6,2019-03-24,7
2980,NECOCLÍ,3,Turbo TyD,Daños Energía,25,0,2019-03-25,2
2981,NECOCLÍ,3,Turbo TyD,Daños Energía,26,1,2019-03-26,7
2982,NECOCLÍ,3,Turbo TyD,Daños Energía,27,2,2019-03-27,12
2984,NECOCLÍ,3,Turbo TyD,Daños Energía,29,4,2019-03-29,8
2987,NECOCLÍ,3,Turbo TyD,Mantenimiento Energía,1,4,2019-03-01,1
2988,NECOCLÍ,3,Turbo TyD,Mantenimiento Energía,2,5,2019-03-02,1
2989,NECOCLÍ,3,Turbo TyD,Mantenimiento Energía,3,6,2019-03-03,1
2990,NECOCLÍ,3,Turbo TyD,Mantenimiento Energía,4,0,2019-03-04,1
2991,NECOCLÍ,3,Turbo TyD,Mantenimiento Energía,5,1,2019-03-05,2
2992,NECOCLÍ,3,Turbo TyD,Mantenimiento Energía,6,2,2019-03-06,3
2993,NECOCLÍ,3,Turbo TyD,Mantenimiento Energía,7,3,2019-03-07,5
2994,NECOCLÍ,3,Turbo TyD,Mantenimiento Energía,8,4,2019-03-08,2
2996,NECOCLÍ,3,Turbo TyD,Mantenimiento Energía,12,1,2019-03-12,1
2997,NECOCLÍ,3,Turbo TyD,Mantenimiento Energía,13,2,2019-03-13,1
2998,NECOCLÍ,3,Turbo TyD,Mantenimiento Energía,14,3,2019-03-14,5
2999,NECOCLÍ,3,Turbo TyD,Mantenimiento Energía,16,5,2019-03-16,2
3000,NECOCLÍ,3,Turbo TyD,Mantenimiento Energía,17,6,2019-03-17,1
3001,NECOCLÍ,3,Turbo TyD,Mantenimiento Energía,18,0,2019-03-18,1
3002,NECOCLÍ,3,Turbo TyD,Mantenimiento Energía,20,2,2019-03-20,1
3003,NECOCLÍ,3,Turbo TyD,Mantenimiento Energía,22,4,2019-03-22,2
3004,NECOCLÍ,3,Turbo TyD,Mantenimiento Energía,23,5,2019-03-23,1
3005,NECOCLÍ,3,Turbo TyD,Mantenimiento Energía,24,6,2019-03-24,3
3006,NECOCLÍ,3,Turbo TyD,Mantenimiento Energía,25,0,2019-03-25,15
3007,NECOCLÍ,3,Turbo TyD,Mantenimiento Energía,26,1,2019-03-26,3
3009,NECOCLÍ,3,Turbo TyD,Mantenimiento Energía,28,3,2019-03-28,1
3010,NECOCLÍ,3,Turbo TyD,Mantenimiento Energía,29,4,2019-03-29,3
3012,NECOCLÍ,4,Apartado TyD,Daños Energía,20,5,2019-04-20,1
3013,NECOCLÍ,4,Turbo TyD,Daños Energía,1,0,2019-04-01,9
3014,NECOCLÍ,4,Turbo TyD,Daños Energía,2,1,2019-04-02,13
3015,NECOCLÍ,4,Turbo TyD,Daños Energía,3,2,2019-04-03,5
3016,NECOCLÍ,4,Turbo TyD,Daños Energía,4,3,2019-04-04,7
3017,NECOCLÍ,4,Turbo TyD,Daños Energía,5,4,2019-04-05,8
3018,NECOCLÍ,4,Turbo TyD,Daños Energía,6,5,2019-04-06,3
3019,NECOCLÍ,4,Turbo TyD,Daños Energía,7,6,2019-04-07,1
3020,NECOCLÍ,4,Turbo TyD,Daños Energía,8,0,2019-04-08,10
3021,NECOCLÍ,4,Turbo TyD,Daños Energía,9,1,2019-04-09,16
3022,NECOCLÍ,4,Turbo TyD,Daños Energía,10,2,2019-04-10,9
3023,NECOCLÍ,4,Turbo TyD,Daños Energía,11,3,2019-04-11,10
3024,NECOCLÍ,4,Turbo TyD,Daños Energía,12,4,2019-04-12,11
3025,NECOCLÍ,4,Turbo TyD,Daños Energía,13,5,2019-04-13,11
3026,NECOCLÍ,4,Turbo TyD,Daños Energía,14,6,2019-04-14,8
3027,NECOCLÍ,4,Turbo TyD,Daños Energía,15,0,2019-04-15,8
3028,NECOCLÍ,4,Turbo TyD,Daños Energía,16,1,2019-04-16,8
3029,NECOCLÍ,4,Turbo TyD,Daños Energía,17,2,2019-04-17,8
3030,NECOCLÍ,4,Turbo TyD,Daños Energía,18,3,2019-04-18,5
3031,NECOCLÍ,4,Turbo TyD,Daños Energía,19,4,2019-04-19,5
3032,NECOCLÍ,4,Turbo TyD,Daños Energía,20,5,2019-04-20,13
3033,NECOCLÍ,4,Turbo TyD,Daños Energía,21,6,2019-04-21,6
3034,NECOCLÍ,4,Turbo TyD,Daños Energía,22,0,2019-04-22,17
3035,NECOCLÍ,4,Turbo TyD,Daños Energía,23,1,2019-04-23,9
3036,NECOCLÍ,4,Turbo TyD,Daños Energía,24,2,2019-04-24,17
3037,NECOCLÍ,4,Turbo TyD,Daños Energía,25,3,2019-04-25,12
3038,NECOCLÍ,4,Turbo TyD,Daños Energía,26,4,2019-04-26,9
3039,NECOCLÍ,4,Turbo TyD,Daños Energía,27,5,2019-04-27,4
3040,NECOCLÍ,4,Turbo TyD,Daños Energía,28,6,2019-04-28,5
3042,NECOCLÍ,4,Turbo TyD,Daños Energía,30,1,2019-04-30,17
3043,NECOCLÍ,4,Turbo TyD,Mantenimiento Energía,1,0,2019-04-01,28
3044,NECOCLÍ,4,Turbo TyD,Mantenimiento Energía,3,2,2019-04-03,2
3045,NECOCLÍ,4,Turbo TyD,Mantenimiento Energía,7,6,2019-04-07,1
3047,NECOCLÍ,4,Turbo TyD,Mantenimiento Energía,9,1,2019-04-09,3
3048,NECOCLÍ,4,Turbo TyD,Mantenimiento Energía,10,2,2019-04-10,4
3049,NECOCLÍ,4,Turbo TyD,Mantenimiento Energía,11,3,2019-04-11,4
3050,NECOCLÍ,4,Turbo TyD,Mantenimiento Energía,12,4,2019-04-12,1
3053,NECOCLÍ,4,Turbo TyD,Mantenimiento Energía,19,4,2019-04-19,2
3054,NECOCLÍ,4,Turbo TyD,Mantenimiento Energía,20,5,2019-04-20,2
3055,NECOCLÍ,4,Turbo TyD,Mantenimiento Energía,23,1,2019-04-23,15
3057,NECOCLÍ,4,Turbo TyD,Mantenimiento Energía,25,3,2019-04-25,3
3058,NECOCLÍ,4,Turbo TyD,Mantenimiento Energía,26,4,2019-04-26,1
3059,NECOCLÍ,4,Turbo TyD,Mantenimiento Energía,29,0,2019-04-29,4
3060,NECOCLÍ,5,Turbo TyD,Daños Energía,1,2,2019-05-01,5
3061,NECOCLÍ,5,Turbo TyD,Daños Energía,2,3,2019-05-02,6
3062,NECOCLÍ,5,Turbo TyD,Daños Energía,3,4,2019-05-03,9
3063,NECOCLÍ,5,Turbo TyD,Daños Energía,4,5,2019-05-04,3
3064,NECOCLÍ,5,Turbo TyD,Daños Energía,5,6,2019-05-05,3
3065,NECOCLÍ,5,Turbo TyD,Daños Energía,6,0,2019-05-06,11
3066,NECOCLÍ,5,Turbo TyD,Daños Energía,7,1,2019-05-07,5
3067,NECOCLÍ,5,Turbo TyD,Daños Energía,8,2,2019-05-08,7
3068,NECOCLÍ,5,Turbo TyD,Daños Energía,9,3,2019-05-09,16
3069,NECOCLÍ,5,Turbo TyD,Daños Energía,10,4,2019-05-10,21
3070,NECOCLÍ,5,Turbo TyD,Daños Energía,11,5,2019-05-11,7
3071,NECOCLÍ,5,Turbo TyD,Daños Energía,12,6,2019-05-12,4
3072,NECOCLÍ,5,Turbo TyD,Daños Energía,13,0,2019-05-13,16
3075,NECOCLÍ,5,Turbo TyD,Daños Energía,16,3,2019-05-16,14
3077,NECOCLÍ,5,Turbo TyD,Daños Energía,18,5,2019-05-18,9
3078,NECOCLÍ,5,Turbo TyD,Daños Energía,19,6,2019-05-19,10
3079,NECOCLÍ,5,Turbo TyD,Daños Energía,20,0,2019-05-20,13
3080,NECOCLÍ,5,Turbo TyD,Daños Energía,21,1,2019-05-21,13
3081,NECOCLÍ,5,Turbo TyD,Daños Energía,22,2,2019-05-22,15
3082,NECOCLÍ,5,Turbo TyD,Daños Energía,23,3,2019-05-23,11
3084,NECOCLÍ,5,Turbo TyD,Daños Energía,25,5,2019-05-25,12
3085,NECOCLÍ,5,Turbo TyD,Daños Energía,26,6,2019-05-26,3
3086,NECOCLÍ,5,Turbo TyD,Daños Energía,27,0,2019-05-27,12
3087,NECOCLÍ,5,Turbo TyD,Daños Energía,28,1,2019-05-28,14
3088,NECOCLÍ,5,Turbo TyD,Daños Energía,29,2,2019-05-29,11
3089,NECOCLÍ,5,Turbo TyD,Daños Energía,30,3,2019-05-30,15
3091,NECOCLÍ,5,Turbo TyD,Mantenimiento Energía,2,3,2019-05-02,8
3094,NECOCLÍ,5,Turbo TyD,Mantenimiento Energía,7,1,2019-05-07,18
3095,NECOCLÍ,5,Turbo TyD,Mantenimiento Energía,8,2,2019-05-08,2
3096,NECOCLÍ,5,Turbo TyD,Mantenimiento Energía,9,3,2019-05-09,5
3097,NECOCLÍ,5,Turbo TyD,Mantenimiento Energía,10,4,2019-05-10,3
3098,NECOCLÍ,5,Turbo TyD,Mantenimiento Energía,13,0,2019-05-13,24
3099,NECOCLÍ,5,Turbo TyD,Mantenimiento Energía,14,1,2019-05-14,4
3100,NECOCLÍ,5,Turbo TyD,Mantenimiento Energía,15,2,2019-05-15,2
3101,NECOCLÍ,5,Turbo TyD,Mantenimiento Energía,16,3,2019-05-16,1
3104,NECOCLÍ,5,Turbo TyD,Mantenimiento Energía,20,0,2019-05-20,10
3105,NECOCLÍ,5,Turbo TyD,Mantenimiento Energía,21,1,2019-05-21,4
3108,NECOCLÍ,5,Turbo TyD,Mantenimiento Energía,24,4,2019-05-24,29
3109,NECOCLÍ,5,Turbo TyD,Mantenimiento Energía,26,6,2019-05-26,6
3110,NECOCLÍ,5,Turbo TyD,Mantenimiento Energía,27,0,2019-05-27,12
3113,NECOCLÍ,5,Turbo TyD,Mantenimiento Energía,30,3,2019-05-30,3
3114,NECOCLÍ,5,Turbo TyD,Mantenimiento Energía,31,4,2019-05-31,7
3115,NECOCLÍ,6,Apartado TyD,Daños Energía,19,2,2019-06-19,1
3118,NECOCLÍ,6,Turbo TyD,Daños Energía,3,0,2019-06-03,2
3119,NECOCLÍ,6,Turbo TyD,Daños Energía,4,1,2019-06-04,16
3120,NECOCLÍ,6,Turbo TyD,Daños Energía,5,2,2019-06-05,13
3121,NECOCLÍ,6,Turbo TyD,Daños Energía,6,3,2019-06-06,17
3122,NECOCLÍ,6,Turbo TyD,Daños Energía,7,4,2019-06-07,6
3123,NECOCLÍ,6,Turbo TyD,Daños Energía,8,5,2019-06-08,8
3124,NECOCLÍ,6,Turbo TyD,Daños Energía,9,6,2019-06-09,5
3125,NECOCLÍ,6,Turbo TyD,Daños Energía,10,0,2019-06-10,21
3126,NECOCLÍ,6,Turbo TyD,Daños Energía,11,1,2019-06-11,14
3127,NECOCLÍ,6,Turbo TyD,Daños Energía,12,2,2019-06-12,19
3128,NECOCLÍ,6,Turbo TyD,Daños Energía,13,3,2019-06-13,16
3129,NECOCLÍ,6,Turbo TyD,Daños Energía,14,4,2019-06-14,10
3130,NECOCLÍ,6,Turbo TyD,Daños Energía,15,5,2019-06-15,4
3134,NECOCLÍ,6,Turbo TyD,Daños Energía,19,2,2019-06-19,33
3135,NECOCLÍ,6,Turbo TyD,Daños Energía,20,3,2019-06-20,28
3137,NECOCLÍ,6,Turbo TyD,Daños Energía,22,5,2019-06-22,13
3138,NECOCLÍ,6,Turbo TyD,Daños Energía,23,6,2019-06-23,12
3139,NECOCLÍ,6,Turbo TyD,Daños Energía,24,0,2019-06-24,10
3140,NECOCLÍ,6,Turbo TyD,Daños Energía,25,1,2019-06-25,20
3141,NECOCLÍ,6,Turbo TyD,Daños Energía,26,2,2019-06-26,11
3142,NECOCLÍ,6,Turbo TyD,Daños Energía,27,3,2019-06-27,14
3144,NECOCLÍ,6,Turbo TyD,Daños Energía,29,5,2019-06-29,7
3146,NECOCLÍ,6,Turbo TyD,Mantenimiento Energía,2,6,2019-06-02,1
3147,NECOCLÍ,6,Turbo TyD,Mantenimiento Energía,4,1,2019-06-04,31
3148,NECOCLÍ,6,Turbo TyD,Mantenimiento Energía,5,2,2019-06-05,7
3150,NECOCLÍ,6,Turbo TyD,Mantenimiento Energía,7,4,2019-06-07,11
3152,NECOCLÍ,6,Turbo TyD,Mantenimiento Energía,11,1,2019-06-11,3
3153,NECOCLÍ,6,Turbo TyD,Mantenimiento Energía,12,2,2019-06-12,5
3154,NECOCLÍ,6,Turbo TyD,Mantenimiento Energía,13,3,2019-06-13,3
3156,NECOCLÍ,6,Turbo TyD,Mantenimiento Energía,15,5,2019-06-15,1
3157,NECOCLÍ,6,Turbo TyD,Mantenimiento Energía,16,6,2019-06-16,1
3158,NECOCLÍ,6,Turbo TyD,Mantenimiento Energía,17,0,2019-06-17,18
3159,NECOCLÍ,6,Turbo TyD,Mantenimiento Energía,18,1,2019-06-18,2
3160,NECOCLÍ,6,Turbo TyD,Mantenimiento Energía,20,3,2019-06-20,6
3162,NECOCLÍ,6,Turbo TyD,Mantenimiento Energía,22,5,2019-06-22,3
3164,NECOCLÍ,6,Turbo TyD,Mantenimiento Energía,25,1,2019-06-25,4
3165,NECOCLÍ,6,Turbo TyD,Mantenimiento Energía,26,2,2019-06-26,14
3166,NECOCLÍ,6,Turbo TyD,Mantenimiento Energía,27,3,2019-06-27,3
3167,NECOCLÍ,6,Turbo TyD,Mantenimiento Energía,28,4,2019-06-28,1
3168,NECOCLÍ,6,Turbo TyD,Mantenimiento Energía,30,6,2019-06-30,2
3169,NECOCLÍ,7,Apartado TyD,Daños Energía,12,4,2019-07-12,1
3170,NECOCLÍ,7,Turbo TyD,Daños Energía,1,0,2019-07-01,15
3173,NECOCLÍ,7,Turbo TyD,Daños Energía,4,3,2019-07-04,22
3174,NECOCLÍ,7,Turbo TyD,Daños Energía,5,4,2019-07-05,15
3175,NECOCLÍ,7,Turbo TyD,Daños Energía,6,5,2019-07-06,8
3176,NECOCLÍ,7,Turbo TyD,Daños Energía,7,6,2019-07-07,10
3177,NECOCLÍ,7,Turbo TyD,Daños Energía,8,0,2019-07-08,19
3179,NECOCLÍ,7,Turbo TyD,Daños Energía,10,2,2019-07-10,16
3180,NECOCLÍ,7,Turbo TyD,Daños Energía,11,3,2019-07-11,18
3181,NECOCLÍ,7,Turbo TyD,Daños Energía,12,4,2019-07-12,14
3182,NECOCLÍ,7,Turbo TyD,Daños Energía,13,5,2019-07-13,15
3183,NECOCLÍ,7,Turbo TyD,Daños Energía,14,6,2019-07-14,10
3185,NECOCLÍ,7,Turbo TyD,Daños Energía,16,1,2019-07-16,18
3186,NECOCLÍ,7,Turbo TyD,Daños Energía,17,2,2019-07-17,9
3187,NECOCLÍ,7,Turbo TyD,Daños Energía,18,3,2019-07-18,17
3188,NECOCLÍ,7,Turbo TyD,Daños Energía,19,4,2019-07-19,6
3189,NECOCLÍ,7,Turbo TyD,Daños Energía,20,5,2019-07-20,6
3190,NECOCLÍ,7,Turbo TyD,Daños Energía,21,6,2019-07-21,6
3191,NECOCLÍ,7,Turbo TyD,Daños Energía,22,0,2019-07-22,14
3193,NECOCLÍ,7,Turbo TyD,Daños Energía,24,2,2019-07-24,16
3194,NECOCLÍ,7,Turbo TyD,Daños Energía,25,3,2019-07-25,6
3195,NECOCLÍ,7,Turbo TyD,Daños Energía,26,4,2019-07-26,10
3196,NECOCLÍ,7,Turbo TyD,Daños Energía,27,5,2019-07-27,19
3198,NECOCLÍ,7,Turbo TyD,Daños Energía,29,0,2019-07-29,7
3199,NECOCLÍ,7,Turbo TyD,Daños Energía,30,1,2019-07-30,14
3200,NECOCLÍ,7,Turbo TyD,Daños Energía,31,2,2019-07-31,11
3201,NECOCLÍ,7,Turbo TyD,Mantenimiento Energía,1,0,2019-07-01,1
3202,NECOCLÍ,7,Turbo TyD,Mantenimiento Energía,2,1,2019-07-02,12
3204,NECOCLÍ,7,Turbo TyD,Mantenimiento Energía,4,3,2019-07-04,7
3207,NECOCLÍ,7,Turbo TyD,Mantenimiento Energía,7,6,2019-07-07,3
3208,NECOCLÍ,7,Turbo TyD,Mantenimiento Energía,8,0,2019-07-08,7
3209,NECOCLÍ,7,Turbo TyD,Mantenimiento Energía,9,1,2019-07-09,13
3210,NECOCLÍ,7,Turbo TyD,Mantenimiento Energía,10,2,2019-07-10,5
3211,NECOCLÍ,7,Turbo TyD,Mantenimiento Energía,12,4,2019-07-12,2
3213,NECOCLÍ,7,Turbo TyD,Mantenimiento Energía,16,1,2019-07-16,3
3214,NECOCLÍ,7,Turbo TyD,Mantenimiento Energía,17,2,2019-07-17,2
3215,NECOCLÍ,7,Turbo TyD,Mantenimiento Energía,18,3,2019-07-18,3
3216,NECOCLÍ,7,Turbo TyD,Mantenimiento Energía,19,4,2019-07-19,5
3217,NECOCLÍ,7,Turbo TyD,Mantenimiento Energía,22,0,2019-07-22,2
3218,NECOCLÍ,7,Turbo TyD,Mantenimiento Energía,23,1,2019-07-23,1
3219,NECOCLÍ,7,Turbo TyD,Mantenimiento Energía,24,2,2019-07-24,3
3220,NECOCLÍ,7,Turbo TyD,Mantenimiento Energía,25,3,2019-07-25,3
3221,NECOCLÍ,7,Turbo TyD,Mantenimiento Energía,27,5,2019-07-27,1
3222,NECOCLÍ,7,Turbo TyD,Mantenimiento Energía,29,0,2019-07-29,5
3223,NECOCLÍ,7,Turbo TyD,Mantenimiento Energía,30,1,2019-07-30,4
3224,NECOCLÍ,7,Turbo TyD,Mantenimiento Energía,31,2,2019-07-31,8
3225,NECOCLÍ,8,Apartado TyD,Mantenimiento Energía,9,4,2019-08-09,1
3226,NECOCLÍ,8,Turbo TyD,Daños Energía,1,3,2019-08-01,9
3227,NECOCLÍ,8,Turbo TyD,Daños Energía,2,4,2019-08-02,11
3229,NECOCLÍ,8,Turbo TyD,Daños Energía,4,6,2019-08-04,7
3231,NECOCLÍ,8,Turbo TyD,Daños Energía,6,1,2019-08-06,19
3233,NECOCLÍ,8,Turbo TyD,Daños Energía,8,3,2019-08-08,5
3234,NECOCLÍ,8,Turbo TyD,Daños Energía,9,4,2019-08-09,15
3235,NECOCLÍ,8,Turbo TyD,Daños Energía,10,5,2019-08-10,9
3236,NECOCLÍ,8,Turbo TyD,Daños Energía,11,6,2019-08-11,11
3238,NECOCLÍ,8,Turbo TyD,Daños Energía,13,1,2019-08-13,13
3239,NECOCLÍ,8,Turbo TyD,Daños Energía,14,2,2019-08-14,8
3240,NECOCLÍ,8,Turbo TyD,Daños Energía,15,3,2019-08-15,7
3241,NECOCLÍ,8,Turbo TyD,Daños Energía,16,4,2019-08-16,10
3242,NECOCLÍ,8,Turbo TyD,Daños Energía,17,5,2019-08-17,10
3243,NECOCLÍ,8,Turbo TyD,Daños Energía,18,6,2019-08-18,4
3244,NECOCLÍ,8,Turbo TyD,Daños Energía,19,0,2019-08-19,1
3245,NECOCLÍ,8,Turbo TyD,Daños Energía,20,1,2019-08-20,8
3246,NECOCLÍ,8,Turbo TyD,Daños Energía,21,2,2019-08-21,5
3247,NECOCLÍ,8,Turbo TyD,Daños Energía,22,3,2019-08-22,10
3249,NECOCLÍ,8,Turbo TyD,Daños Energía,24,5,2019-08-24,5
3250,NECOCLÍ,8,Turbo TyD,Daños Energía,25,6,2019-08-25,10
3251,NECOCLÍ,8,Turbo TyD,Daños Energía,26,0,2019-08-26,7
3252,NECOCLÍ,8,Turbo TyD,Daños Energía,27,1,2019-08-27,10
3253,NECOCLÍ,8,Turbo TyD,Daños Energía,28,2,2019-08-28,20
3254,NECOCLÍ,8,Turbo TyD,Daños Energía,29,3,2019-08-29,5
3255,NECOCLÍ,8,Turbo TyD,Daños Energía,30,4,2019-08-30,9
3256,NECOCLÍ,8,Turbo TyD,Daños Energía,31,5,2019-08-31,5
3257,NECOCLÍ,8,Turbo TyD,Mantenimiento Energía,1,3,2019-08-01,25
3258,NECOCLÍ,8,Turbo TyD,Mantenimiento Energía,2,4,2019-08-02,1
3260,NECOCLÍ,8,Turbo TyD,Mantenimiento Energía,6,1,2019-08-06,2
3261,NECOCLÍ,8,Turbo TyD,Mantenimiento Energía,7,2,2019-08-07,1
3262,NECOCLÍ,8,Turbo TyD,Mantenimiento Energía,8,3,2019-08-08,32
